,ID,Job tenure,Age,Car price,Funding amount,Default (y)
3989,3990,6,66,9085,9735,0
4210,4211,3,23,14990,16451,0
3406,3407,5,33,13000,8615,0
4925,4926,42,59,16110,5854,0
6469,6470,37,63,8828,8828,0
2263,2264,13,49,14280,12906,0
5140,5141,1,58,15740,13280,0
297,298,26,45,8900,6900,0
3082,3083,18,46,22940,20440,0
6951,6952,2,29,15730,14620,0
3428,3429,33,61,11800,3800,0
3404,3405,7,59,24585,21585,0
6245,6246,25,53,12500,8000,0
3720,3721,13,54,7500,8149,0
958,959,26,55,17999,14120,0
534,535,4,68,6600,8186,1
691,692,13,77,6500,6500,1
4593,4594,1,23,15000,15000,0
101,102,1,40,15990,14990,1
1407,1408,1,21,15000,14428,0
2569,2570,3,41,21990,20279,0
3540,3541,16,80,22450,15450,0
2337,2338,12,43,22885,13885,0
5411,5412,21,58,9836,9836,1
2522,2523,23,45,8950,8518,0
3208,3209,9,69,13300,12300,0
3995,3996,1,55,6990,6990,1
977,978,6,24,12025,18473,0
4373,4374,1,42,22600,20600,0
3185,3186,30,47,20190,17814,0
7207,7208,13,67,7900,9847,1
3128,3129,6,35,17700,17700,0
4689,4690,36,52,15985,15281,0
4776,4777,10,54,16500,15212,0
6778,6779,7,66,11950,10900,0
7420,7421,0,36,13900,13900,0
106,107,6,28,20400,18900,0
7291,7292,9,61,10930,10930,0
263,264,32,59,13700,12700,0
2722,2723,0,29,14080,14890,0
811,812,1,30,8490,7490,1
4252,4253,26,48,8800,8800,0
4908,4909,6,62,20839,17035,0
4369,4370,26,45,6787,7304,0
5406,5407,10,34,11825,8311,0
764,765,5,29,11600,8184,0
5942,5943,7,29,18750,13750,0
1964,1965,36,59,7897,8173,0
4323,4324,4,53,16990,13990,0
1393,1394,4,55,19950,21988,0
2407,2408,5,56,28485,11881,0
5662,5663,1,38,7990,8816,1
6651,6652,12,44,31000,25000,0
1042,1043,5,49,11999,11999,0
1443,1444,0,22,6300,6828,1
2002,2003,3,31,26490,13450,0
4505,4506,32,51,15990,8500,0
5284,5285,6,66,15125,12939,0
6996,6997,4,29,15980,13608,0
437,438,4,27,8990,9621,1
4851,4852,22,59,8500,9153,1
7290,7291,8,39,12510,13200,0
1225,1226,15,46,11390,9254,0
259,260,0,26,5019,5548,1
4844,4845,1,55,28980,24376,0
6801,6802,16,41,19248,20047,0
3288,3289,27,52,11690,12728,0
2932,2933,12,55,11890,9890,0
2648,2649,1,28,23800,12900,0
318,319,17,56,8390,8926,0
5006,5007,28,60,13209,13209,0
2276,2277,5,37,25000,25000,0
5123,5124,5,33,27500,21500,0
