,ID,Job tenure,Age,Car price,Funding amount,Default (y)
6492,6493,31,53,19480,18965,0
6815,6816,2,51,6500,2500,0
6721,6722,12,57,5364,5864,0
2268,2269,17,50,4812,5173,0
5091,5092,17,49,5890,7217,0
982,983,4,36,17140,15940,0
5095,5096,12,79,8441,8441,0
543,544,2,20,5990,5990,1
1677,1678,0,43,11990,11990,0
3942,3943,23,50,22670,22670,0
2191,2192,32,51,4200,4200,0
866,867,0,29,16600,6600,0
1618,1619,0,43,12600,14708,1
2929,2930,2,21,27000,29425,1
6533,6534,6,49,5900,6499,0
3996,3997,7,24,23850,22850,0
3513,3514,3,27,11200,11200,1
96,97,5,41,12968,12968,0
960,961,21,54,12628,14237,0
2155,2156,13,60,8990,10542,0
4864,4865,20,42,7900,7012,0
5579,5580,4,54,15600,14600,0
4935,4936,3,66,17900,19003,0
156,157,5,40,20849,20849,0
3150,3151,10,37,19490,21202,0
3862,3863,0,28,9950,9550,1
1747,1748,15,39,11490,11629,1
2112,2113,2,47,14000,13200,0
2251,2252,5,27,23999,23999,1
611,612,14,72,9540,7654,0
1295,1296,24,49,25480,25480,0
696,697,13,53,16760,17924,1
425,426,30,55,8900,9573,0
1514,1515,30,52,6900,5569,0
712,713,12,73,12688,12688,0
3612,3613,6,47,5359,5359,0
932,933,8,68,3870,3579,0
3454,3455,2,54,16390,17914,1
3749,3750,4,30,9970,11025,1
1670,1671,7,59,16990,17949,0
447,448,4,47,6268,7037,1
3813,3814,21,77,5800,5800,0
4239,4240,10,74,8999,6599,0
5547,5548,1,32,25030,28437,0
592,593,6,25,8500,8500,1
2157,2158,11,61,11900,7400,0
6329,6330,35,54,11000,11718,0
3966,3967,4,21,14950,17447,0
131,132,10,52,715,715,0
6996,6997,4,29,15980,13608,0
5703,5704,15,71,19400,20397,0
3956,3957,6,45,15490,12484,0
1965,1966,6,36,19400,22603,1
624,625,3,31,19585,19243,0
3091,3092,0,50,3990,4454,0
3641,3642,1,55,18100,6100,0
4331,4332,2,25,6990,5790,0
3520,3521,25,45,4300,4564,1
5018,5019,23,51,24900,26983,1
5187,5188,7,28,6701,4701,0
2540,2541,2,45,6250,4945,0
756,757,2,67,13680,11680,0
2907,2908,2,46,12980,13718,0
3185,3186,30,47,20190,17814,0
2189,2190,5,34,13580,16174,0
2572,2573,0,27,16140,12940,0
93,94,9,34,19990,14190,0
3528,3529,14,32,6390,3637,0
6159,6160,2,68,5990,4490,0
4071,4072,1,24,25500,25810,1
4690,4691,24,55,7500,3500,0
6076,6077,25,49,14990,16300,0
1370,1371,1,61,24135,22871,1
2002,2003,3,31,26490,13450,0
2609,2610,8,51,24740,16740,0
5286,5287,24,51,6749,6164,0
6268,6269,15,62,4000,4000,0
764,765,5,29,11600,8184,0
7114,7115,32,48,21300,16300,0
476,477,12,76,11770,9770,0
5377,5378,8,32,7940,9463,0
2707,2708,3,61,15700,15700,0
4489,4490,0,63,6800,3800,0
2521,2522,7,43,10700,11853,0
5553,5554,2,37,23660,23660,1
6110,6111,3,38,12990,13284,0
4384,4385,9,28,22910,25744,0
1615,1616,0,60,6637,7113,0
6971,6972,3,42,5990,5647,0
2470,2471,2,43,17900,12000,0
2648,2649,1,28,23800,12900,0
752,753,7,40,10990,13288,0
2095,2096,0,37,7000,4506,0
2890,2891,26,45,15990,17495,0
4486,4487,15,37,14440,9850,0
351,352,14,31,8950,10206,0
487,488,3,43,18850,8478,0
865,866,23,49,19990,21880,0
4653,4654,2,32,6985,7544,1
2789,2790,7,70,19377,16377,0
4803,4804,7,56,9850,9767,0
4556,4557,9,29,7990,8183,1
3263,3264,11,56,4450,4000,0
7297,7298,40,59,39136,21650,0
6784,6785,32,59,13900,10283,0
4080,4081,35,55,23723,12548,0
561,562,1,35,19999,20109,1
1718,1719,3,37,19400,16490,0
3362,3363,2,18,7770,8644,1
6257,6258,0,44,11750,13562,0
1078,1079,35,52,19025,9806,0
334,335,0,39,13990,13990,0
4482,4483,11,48,14380,14380,0
4404,4405,2,55,15487,16361,0
7221,7222,0,44,22000,23603,0
2440,2441,18,46,9900,7100,0
6850,6851,1,64,9480,7619,0
1575,1576,5,70,20830,14184,0
4055,4056,2,30,11387,11526,0
23,24,3,26,14140,4840,0
1832,1833,2,30,14700,17351,1
1554,1555,3,54,18930,18930,1
4905,4906,2,33,19625,16125,1
1730,1731,18,51,25700,19800,0
6318,6319,1,23,3888,4216,0
1429,1430,18,49,20990,19757,0
4104,4105,3,32,13000,3000,0
4373,4374,1,42,22600,20600,0
6553,6554,1,36,13490,14983,1
2899,2900,7,25,12490,13543,0
4421,4422,4,38,16985,16985,0
445,446,28,52,16790,1548,0
6801,6802,16,41,19248,20047,0
1565,1566,25,52,8590,9031,1
4624,4625,14,78,15490,15490,0
4712,4713,4,68,15590,18706,1
3017,3018,11,54,13189,10041,0
6499,6500,2,32,3500,3759,0
5381,5382,5,41,5990,6635,1
5676,5677,1,58,9900,10619,1
5993,5994,16,48,13870,9725,0
2678,2679,17,60,11900,6400,0
3149,3150,25,57,13700,5896,0
1793,1794,14,36,29493,25993,0
3590,3591,12,44,14990,16098,0
3437,3438,4,26,8726,8726,0
3047,3048,1,30,7990,7324,1
6048,6049,1,22,10900,11934,0
2457,2458,23,84,13429,6966,0
5162,5163,14,59,11290,11359,0
842,843,0,28,9500,10453,1
4671,4672,2,34,13980,14555,0
5391,5392,2,46,5200,5584,0
2182,2183,0,54,7705,7705,0
4808,4809,0,43,7600,7600,0
2592,2593,7,72,9480,4942,0
3121,3122,17,45,13794,14925,1
1539,1540,21,50,4750,4750,0
6156,6157,1,25,9385,7867,0
1839,1840,1,21,21690,25931,1
518,519,0,63,19300,13300,0
1563,1564,25,48,17900,15041,0
7242,7243,35,59,26470,27490,0
6635,6636,13,42,20700,10700,0
2862,2863,1,47,10795,3167,0
378,379,0,56,5648,5648,0
4603,4604,0,56,11895,13296,0
5006,5007,28,60,13209,13209,0
5345,5346,22,52,15351,7490,0
199,200,5,50,10338,11242,0
1912,1913,12,76,16490,6990,0
6911,6912,3,60,6849,5731,0
2110,2111,0,53,12480,12480,1
1084,1085,0,63,14500,3400,0
2453,2454,7,27,11130,8630,0
6723,6724,5,31,19990,24490,0
58,59,15,56,11801,12500,0
4475,4476,18,55,13000,8000,0
5673,5674,3,31,18990,20897,0
4660,4661,0,25,9281,9281,1
7403,7404,10,41,29000,25500,0
1056,1057,26,50,12850,9750,0
5783,5784,11,55,9990,10503,0
1840,1841,10,70,6490,4990,0
6598,6599,16,76,8630,9162,0
6245,6246,25,53,12500,8000,0
6086,6087,7,32,15319,16069,0
1533,1534,12,51,21200,10722,0
5689,5690,4,47,22900,22900,1
2388,2389,21,76,5900,2400,0
601,602,16,79,10489,8104,0
6453,6454,1,44,12950,12950,0
6106,6107,0,36,9890,9890,1
2778,2779,26,47,16490,16490,0
4500,4501,25,58,15617,17055,0
4581,4582,0,23,9650,9764,0
4922,4923,11,35,14689,14358,0
3007,3008,16,33,7990,7995,0
5852,5853,10,74,4430,4555,0
1046,1047,10,70,7190,8393,1
3213,3214,3,35,7490,8078,0
1372,1373,2,54,17021,16224,0
4094,4095,0,27,13550,14796,0
4623,4624,13,52,10490,7490,0
4518,4519,14,39,5000,5610,0
6338,6339,2,46,12189,7189,0
5459,5460,2,24,14000,15189,0
1400,1401,1,29,8990,4129,0
4852,4853,6,70,22290,17498,0
3936,3937,19,40,13490,13490,0
6754,6755,5,32,10390,4658,0
3332,3333,16,54,7700,3000,0
4871,4872,3,24,11995,12578,0
6055,6056,0,58,5990,2059,0
1375,1376,0,61,5653,6128,0
3666,3667,6,28,8600,5370,0
6695,6696,0,57,10990,8490,0
547,548,4,67,23900,12900,0
6222,6223,24,51,4761,4761,0
4787,4788,4,44,16000,16000,0
7361,7362,15,47,9700,9532,0
3469,3470,38,54,18590,16590,0
2398,2399,17,82,13995,10695,0
2149,2150,3,26,22795,22795,0
1835,1836,8,69,24050,15235,0
6220,6221,2,32,6500,5988,0
3195,3196,4,55,6700,6700,1
7106,7107,0,27,11990,12088,1
1421,1422,0,55,14990,13001,0
3102,3103,11,46,4084,4342,0
1795,1796,4,67,14950,7450,0
5662,5663,1,38,7990,8816,1
2932,2933,12,55,11890,9890,0
3578,3579,2,48,13990,6646,0
3123,3124,14,35,12500,13839,0
4639,4640,0,18,10200,9891,0
6623,6624,1,26,8890,8260,0
3971,3972,26,59,15500,15500,0
5910,5911,9,34,7990,9489,0
4252,4253,26,48,8800,8800,0
7420,7421,0,36,13900,13900,0
6213,6214,1,46,13900,13038,0
3841,3842,1,40,15874,15874,0
2354,2355,6,31,10500,10500,0
6451,6452,4,23,12035,13167,1
7023,7024,10,39,5900,5900,0
3613,3614,18,77,6290,2290,0
323,324,26,61,21300,18300,0
5753,5754,7,46,12490,7611,0
7148,7149,11,76,6850,4992,0
5624,5625,5,69,9500,9500,1
6964,6965,2,26,14040,16185,1
2892,2893,4,31,12790,14220,1
3501,3502,31,50,11722,12641,0
324,325,2,38,11480,12522,1
7164,7165,16,52,4246,4572,0
4201,4202,5,25,14690,14152,0
4207,4208,44,63,9900,8900,0
5531,5532,0,42,13600,9100,0
5942,5943,7,29,18750,13750,0
1617,1618,0,33,14950,14950,0
2418,2419,25,55,4140,4140,0
4012,4013,24,40,17666,17666,0
7411,7412,3,33,7500,6000,0
208,209,21,46,8914,8914,0
747,748,1,22,25658,25772,1
2412,2413,19,43,3990,4287,0
798,799,10,34,8182,8682,1
88,89,39,63,15990,13142,0
734,735,6,61,7258,7529,0
5653,5654,3,27,20239,19638,0
4086,4087,5,70,15740,11004,0
5403,5404,6,69,13300,5300,0
6063,6064,5,61,10561,10542,0
198,199,13,48,10360,10094,0
3499,3500,5,66,15990,19138,0
6757,6758,24,57,10881,10881,0
548,549,18,40,6300,6236,0
1502,1503,21,48,9898,9898,0
2629,2630,0,44,10950,11080,0
2815,2816,30,55,15350,12350,0
2706,2707,1,27,15185,12185,0
3527,3528,16,45,7179,6438,1
3409,3410,1,32,13495,15696,1
1562,1563,5,51,11149,13334,0
2683,2684,2,21,22040,25333,1
4996,4997,14,46,12790,9113,0
5921,5922,11,74,18740,18838,1
6779,6780,15,76,15390,9885,1
937,938,4,50,15800,12000,0
4273,4274,0,21,4500,1894,0
4304,4305,30,48,5900,5900,0
2441,2442,8,27,24000,22500,0
7338,7339,2,26,13990,11990,1
4434,4435,8,24,13990,15958,1
5102,5103,1,57,9600,4600,0
4657,4658,2,35,10950,11708,0
3296,3297,2,52,11990,11990,0
4962,4963,8,28,5450,6120,0
620,621,4,52,4781,4781,1
6990,6991,2,43,5924,6423,0
3560,3561,5,28,16200,13128,0
4575,4576,24,61,20149,5264,0
478,479,1,22,10400,12202,0
6604,6605,0,21,11990,13396,1
5517,5518,1,54,7600,2758,0
5325,5326,5,54,10630,12232,1
1322,1323,1,32,4200,3759,0
1373,1374,8,68,8990,8990,1
2638,2639,4,38,19100,14068,0
1033,1034,19,49,9000,9650,0
4508,4509,13,48,8839,8839,0
286,287,28,46,16990,18789,0
550,551,29,55,6800,6800,0
2024,2025,27,57,17250,13750,0
5965,5966,40,57,10500,5500,0
3100,3101,0,33,10950,9715,0
5111,5112,46,63,7650,9055,0
2080,2081,20,55,21500,16500,0
2582,2583,5,49,10407,10582,0
6540,6541,11,65,6486,6646,0
5156,5157,21,43,10780,6683,0
6026,6027,14,75,8300,5300,0
6773,6774,23,58,15775,10000,0
1765,1766,7,30,9890,11478,0
3023,3024,47,64,25099,19099,0
6460,6461,3,50,7900,8469,0
6088,6089,29,45,5173,5173,0
5064,5065,2,26,10000,10832,1
6141,6142,20,65,26495,26989,1
6317,6318,6,39,16990,20762,1
6889,6890,2,34,16480,15480,1
1221,1222,2,27,23490,26022,1
3312,3313,8,57,12400,12212,0
1465,1466,21,60,3200,3200,0
701,702,30,50,9990,4990,0
6943,6944,1,41,6350,1912,0
4885,4886,8,73,9500,9500,0
2748,2749,2,35,10950,11604,0
7404,7405,8,69,4989,4989,0
2020,2021,7,81,7590,7590,1
833,834,0,34,12000,12828,0
3944,3945,12,74,11900,12525,1
6866,6867,3,19,7990,5000,1
549,550,1,29,5850,6090,0
1020,1021,1,25,12500,12650,0
248,249,4,42,19400,21925,1
6290,6291,4,29,4490,4827,0
296,297,10,40,8475,9652,0
5382,5383,2,49,8298,5701,0
3567,3568,7,33,17500,12500,0
5275,5276,3,38,6360,3360,0
3377,3378,31,54,13970,15159,0
100,101,8,25,5900,3315,0
4288,4289,4,47,14600,5412,0
4222,4223,1,24,17970,21228,1
3784,3785,6,46,12585,10285,0
4262,4263,2,38,16790,18473,0
4844,4845,1,55,28980,24376,0
1566,1567,2,57,13744,14698,0
6851,6852,7,70,13690,13600,0
6336,6337,29,48,6500,6645,0
4919,4920,9,55,10990,5166,0
346,347,13,53,12500,12470,0
2574,2575,22,61,8970,6970,0
4513,4514,1,27,8900,9642,1
681,682,18,57,10390,5674,0
4315,4316,3,23,22422,22672,0
4271,4272,6,33,23989,19989,0
5807,5808,8,47,11490,5301,0
1535,1536,22,47,11318,11318,0
4028,4029,2,65,10895,11455,0
7333,7334,7,72,6790,6790,0
5388,5389,6,40,10430,10430,0
4385,4386,4,21,10900,10081,1
6625,6626,1,32,11750,12786,0
7223,7224,17,62,12500,9125,0
3392,3393,5,67,13900,8900,0
7137,7138,15,54,17500,12000,0
6171,6172,3,36,2897,3140,0
2283,2284,9,51,11980,11980,0
3893,3894,19,44,9380,10116,0
2653,2654,0,22,16990,16990,1
6145,6146,0,47,8850,9443,0
84,85,17,53,9800,9800,0
5427,5428,31,51,23000,15000,0
2432,2433,0,29,19550,21260,1
3792,3793,0,50,16500,9500,0
1419,1420,1,34,12890,14338,1
7199,7200,8,35,9900,6050,0
418,419,0,60,6415,2000,0
3661,3662,2,45,7900,6519,0
6426,6427,2,67,16339,19779,0
6618,6619,10,26,4554,5101,1
4098,4099,1,41,12500,13965,1
4593,4594,1,23,15000,15000,0
3518,3519,24,62,7625,4925,0
5433,5434,7,65,5490,5915,0
6115,6116,10,33,15500,10000,0
2263,2264,13,49,14280,12906,0
7001,7002,1,25,11000,7896,0
1149,1150,1,38,10790,4790,0
5786,5787,1,24,28990,29777,1
1768,1769,3,37,6700,6700,0
1940,1941,27,50,7185,7517,0
5963,5964,6,55,5990,6695,0
1586,1587,10,30,20710,5710,0
3693,3694,13,38,10990,6057,0
1918,1919,0,24,8800,1800,1
7133,7134,2,65,11500,11500,0
2407,2408,5,56,28485,11881,0
5702,5703,16,62,9950,11553,1
4769,4770,15,49,5900,4691,0
5711,5712,4,22,8000,8130,1
4410,4411,5,70,5425,5425,0
7382,7383,8,25,4267,4420,0
373,374,23,55,5205,5590,0
4898,4899,4,33,10000,10892,1
5359,5360,34,51,5870,6449,0
1706,1707,12,33,35290,26829,0
1844,1845,16,47,9985,10859,0
4428,4429,19,52,14560,9775,0
7096,7097,28,45,6500,6500,0
7054,7055,11,47,29500,29500,0
3947,3948,16,46,24590,21251,0
5656,5657,33,53,6078,6957,0
1569,1570,1,21,25490,27214,0
7051,7052,2,38,11154,8293,1
2133,2134,2,23,15500,12500,0
812,813,33,50,9295,4912,0
5338,5339,12,58,20290,21813,0
3781,3782,1,37,15450,16027,0
4880,4881,25,58,7238,4427,0
7057,7058,3,41,15755,15671,0
4938,4939,12,72,7780,2580,0
5366,5367,7,47,7860,6329,0
3616,3617,0,35,7980,8593,1
1894,1895,1,27,14933,13499,0
1287,1288,14,79,4932,4932,0
921,922,2,41,14990,13552,0
322,323,7,57,15990,17518,1
4519,4520,0,37,15150,8940,0
5740,5741,18,54,5971,6138,0
3003,3004,2,48,5590,6370,0
5458,5459,4,53,11000,12033,1
2031,2032,6,64,3477,3592,0
4635,4636,8,52,6500,4950,1
6250,6251,2,22,19085,19674,0
231,232,1,41,23860,20990,0
4691,4692,16,48,10390,9226,0
6261,6262,1,36,10880,12588,1
4118,4119,23,58,18142,18142,0
1079,1080,2,34,11715,11840,0
1297,1298,0,31,12400,12400,0
1115,1116,3,31,17205,18000,0
2995,2996,0,24,15990,17714,1
3620,3621,6,34,6190,6720,1
2029,2030,7,28,6975,7843,0
3827,3828,6,26,7950,8095,0
3163,3164,35,55,13140,15372,0
4709,4710,6,39,9500,10546,0
4894,4895,8,48,15809,14509,0
5617,5618,9,57,3260,3587,0
3258,3259,1,37,13890,15313,1
5683,5684,16,46,13100,14209,0
1643,1644,2,23,5550,5537,0
2651,2652,12,34,8500,9426,0
2471,2472,11,52,19900,13000,0
3473,3474,4,51,12480,10422,0
265,266,16,54,11990,6847,0
0,1,34,55,4875,3087,0
1922,1923,4,55,18620,21884,0
7409,7410,2,22,7240,7240,0
838,839,15,36,8048,8048,0
14,15,15,53,3400,3400,0
5473,5474,13,49,10980,10980,0
1897,1898,8,73,12650,12650,1
3358,3359,27,57,17790,19174,0
8,9,1,28,3890,4306,1
3207,3208,5,52,5825,4825,0
1039,1040,28,49,4800,5470,1
2673,2674,30,54,17940,19521,0
5594,5595,3,40,12990,12025,0
3126,3127,0,36,12717,12717,0
2908,2909,40,62,7617,7617,0
5044,5045,1,28,10600,6379,0
339,340,0,21,8684,9259,1
121,122,1,59,11650,5906,0
5123,5124,5,33,27500,21500,0
5062,5063,1,24,18380,11801,0
1090,1091,4,38,17990,17565,0
4602,4603,1,39,16890,4218,0
4213,4214,2,64,10250,9109,0
622,623,6,49,7200,3600,0
7354,7355,1,23,15500,15723,0
5206,5207,3,68,16289,14789,0
6503,6504,3,31,11800,12905,0
1425,1426,2,38,7500,6200,0
1669,1670,23,54,17990,10990,0
3838,3839,28,46,8870,9325,0
3333,3334,1,43,6000,2693,1
889,890,15,36,9170,10084,0
5239,5240,14,37,10690,10230,0
3505,3506,27,60,9735,10877,0
4025,4026,3,52,13490,14424,1
196,197,3,19,7990,4255,0
4215,4216,7,44,6200,6315,0
4715,4716,8,72,13900,13900,0
1438,1439,16,55,16499,17664,0
6699,6700,2,26,17650,15150,0
4320,4321,0,43,15990,15572,0
432,433,3,68,7990,2190,0
2464,2465,0,32,10900,10874,0
2345,2346,15,35,14500,12259,0
1782,1783,8,62,6400,7159,0
1720,1721,14,54,24136,23136,0
1108,1109,1,45,11233,8866,0
5212,5213,0,21,11950,10333,0
1876,1877,31,55,26000,26000,0
1891,1892,3,19,27290,26911,1
6193,6194,4,51,3810,4211,0
6388,6389,11,61,6630,5168,0
1195,1196,6,73,12500,12500,0
6230,6231,1,27,11984,10318,1
604,605,28,59,6475,6475,1
5767,5768,25,51,16750,10750,0
5495,5496,3,26,7000,7573,1
1219,1220,6,34,14900,16428,0
2337,2338,12,43,22885,13885,0
4961,4962,26,61,34490,19490,0
3786,3787,20,79,15958,15958,0
4745,4746,2,68,1600,1675,0
4958,4959,2,41,7000,3500,1
4747,4748,3,30,12790,9630,0
1406,1407,1,18,10990,11822,1
1158,1159,9,40,13990,12002,0
4446,4447,1,41,25900,16900,0
5447,5448,1,32,11300,10551,1
5835,5836,6,59,7500,7991,0
4738,4739,0,64,4500,4816,1
6936,6937,34,52,26410,23410,0
4034,4035,4,42,2657,2825,0
1436,1437,4,42,14900,16190,0
2948,2949,5,60,21370,5613,0
1870,1871,15,75,6660,6660,1
1880,1881,9,50,14351,14351,0
6587,6588,12,53,9850,6000,0
904,905,12,39,12500,9500,0
6967,6968,35,58,14971,17289,1
2423,2424,11,41,12814,13933,0
4210,4211,3,23,14990,16451,0
3685,3686,2,65,4625,5006,0
1703,1704,3,51,8400,9127,1
6652,6653,4,47,7990,6105,0
7368,7369,9,55,10760,8639,0
4505,4506,32,51,15990,8500,0
2273,2274,7,49,10990,7990,0
4317,4318,4,23,7701,7701,0
5331,5332,28,57,14990,9678,0
1352,1353,12,44,10985,7774,0
1926,1927,8,24,8453,9166,0
4365,4366,1,43,7669,7955,0
2316,2317,5,21,23000,6473,0
3898,3899,1,59,3980,4294,0
2934,2935,29,57,4940,5171,0
254,255,22,57,4472,4472,0
6105,6106,1,46,5382,5726,0
3544,3545,22,42,14665,16068,0
221,222,8,54,8999,10364,0
267,268,9,56,11790,11790,0
107,108,0,45,16300,16300,0
4198,4199,1,25,20000,20000,1
1226,1227,2,33,6800,5260,0
4092,4093,1,25,13210,11900,0
4323,4324,4,53,16990,13990,0
5395,5396,34,51,14990,4490,0
2399,2400,3,68,10990,7367,1
7030,7031,1,22,9990,11087,0
3058,3059,0,23,12600,13705,0
1446,1447,7,68,6400,4025,0
4125,4126,22,63,16650,15804,0
1210,1211,0,18,10078,11118,1
3649,3650,29,58,6680,6992,0
2688,2689,5,31,16190,13390,0
3210,3211,1,47,10490,6490,0
4824,4825,43,60,8500,4841,0
376,377,1,59,14900,15818,0
5285,5286,0,22,14000,9000,0
755,756,1,26,8900,9725,0
291,292,2,26,2000,2072,0
4965,4966,9,31,6795,7429,0
1882,1883,2,20,7480,7280,0
188,189,6,38,12159,10659,0
1966,1967,0,23,17495,17495,0
1201,1202,18,39,14300,5800,0
3257,3258,8,28,9675,7873,0
4915,4916,10,63,11900,11900,0
6444,6445,2,57,18900,10677,0
4258,4259,4,51,8237,4357,0
501,502,14,59,6000,7036,0
3006,3007,24,55,14990,7490,0
2689,2690,28,58,11060,10270,0
6244,6245,2,45,5900,4296,1
3433,3434,4,48,13680,13691,1
7396,7397,18,44,5850,5850,0
4362,4363,24,82,6680,6300,0
6878,6879,5,51,14390,7890,0
672,673,0,23,14590,16383,0
4857,4858,24,51,14990,5350,0
5250,5251,2,25,5990,6594,0
6841,6842,10,67,4475,4478,0
2722,2723,0,29,14080,14890,0
5792,5793,21,45,13500,11000,0
4877,4878,15,58,11950,9795,0
5825,5826,2,22,12150,12512,0
1192,1193,16,43,10740,10740,0
6664,6665,23,63,21950,17352,0
4101,4102,9,48,9130,3990,0
216,217,42,59,16450,5600,0
4264,4265,16,55,3032,3032,1
5027,5028,2,45,5450,5450,0
421,422,2,42,9800,9800,1
505,506,1,26,9500,7196,0
4927,4928,15,74,12500,10200,0
3217,3218,2,60,10850,10416,0
5013,5014,28,82,6780,5280,1
3892,3893,29,49,21900,3833,1
506,507,19,60,7350,7500,0
3504,3505,2,40,9625,10436,0
3870,3871,9,42,10270,10270,0
4553,4554,2,29,12800,14209,1
5926,5927,30,55,22130,10325,0
2603,2604,4,38,19350,13150,0
6100,6101,3,49,5704,5704,0
6248,6249,4,41,9150,10313,0
6365,6366,1,38,14980,17142,1
6429,6430,21,57,3486,3682,1
1452,1453,22,63,9500,8418,0
6746,6747,3,54,22000,22000,0
6114,6115,0,27,9950,9950,0
347,348,2,23,8875,4649,0
3934,3935,0,32,12490,12490,1
333,334,0,34,14160,14160,0
4472,4473,1,67,11215,7865,0
5899,5900,2,55,5900,5707,0
1558,1559,41,58,8334,8334,0
6501,6502,5,62,10400,9827,0
6299,6300,2,54,11532,11532,0
6957,6958,2,43,19340,19340,0
3799,3800,17,53,13800,7800,0
5244,5245,1,43,19900,18895,1
746,747,1,23,24890,23890,1
6017,6018,7,67,21250,21250,0
7306,7307,13,46,8028,6824,0
3846,3847,21,56,14069,3335,0
1701,1702,1,52,9990,9990,0
7095,7096,36,65,14990,8364,0
4881,4882,2,34,21950,21950,0
5054,5055,3,25,14990,12510,0
2760,2761,4,43,13750,7549,0
2522,2523,23,45,8950,8518,0
259,260,0,26,5019,5548,1
1888,1889,26,66,4856,4856,0
7050,7051,0,25,14900,14273,0
380,381,0,19,9999,10882,1
3382,3383,17,43,13490,8490,0
2223,2224,7,39,19340,14254,0
4172,4173,2,20,13195,16129,1
599,600,14,52,14200,13945,0
45,46,1,22,8500,8500,0
3605,3606,40,63,13488,13488,1
4739,4740,1,31,16220,17831,0
5166,5167,32,57,5389,3783,0
5918,5919,5,58,17500,11200,0
4074,4075,21,56,6500,5869,1
4032,4033,4,66,12990,12990,0
7107,7108,1,46,16410,17678,1
4159,4160,0,39,5500,5886,0
5846,5847,5,48,21500,7000,0
2304,2305,2,24,14999,15108,1
4230,4231,43,59,11839,3954,0
6660,6661,4,35,8900,2900,0
5060,5061,34,55,17500,15532,0
2903,2904,8,55,13750,10230,0
2515,2516,18,56,15975,11676,0
5814,5815,0,47,15990,13990,0
1298,1299,9,50,13090,6219,0
426,427,5,24,9490,9768,0
4332,4333,2,54,6500,2400,0
805,806,0,33,16400,10400,0
410,411,6,29,19890,19890,0
6214,6215,18,51,5364,6160,0
4112,4113,2,26,7750,8829,0
438,439,4,38,20590,21810,0
2458,2459,3,47,17999,12600,0
2498,2499,22,48,6825,7370,0
434,435,23,45,11850,9704,0
751,752,22,60,10490,12019,1
2183,2184,22,41,8000,8000,0
1872,1873,4,55,11343,10343,1
6412,6413,12,51,6147,6147,0
5838,5839,7,35,16200,13000,0
7029,7030,1,29,3798,1911,0
6089,6090,8,32,33500,27500,0
5741,5742,8,36,14990,16527,0
1049,1050,6,72,11700,7300,0
626,627,5,21,18800,20539,0
7391,7392,1,25,7738,6803,0
1223,1224,11,49,15990,11570,0
210,211,12,32,20016,23250,1
6021,6022,9,32,14050,7886,0
6763,6764,8,37,18690,15047,0
110,111,3,30,6012,6456,0
51,52,2,22,13000,2500,0
1109,1110,4,47,14950,12950,0
3783,3784,3,29,14500,14500,0
1515,1516,0,25,12500,9000,0
6663,6664,40,69,6550,6550,0
4412,4413,3,19,27706,27822,0
6398,6399,8,73,22990,22990,1
5186,5187,15,60,9300,8514,0
7421,7422,8,44,17980,18719,0
6315,6316,1,32,9990,9140,0
3834,3835,0,49,13327,12327,0
2650,2651,2,68,20950,16950,0
3268,3269,8,52,6990,5058,0
3933,3934,0,32,15600,17283,0
5351,5352,0,20,8500,8000,0
1498,1499,9,37,11007,11007,0
4696,4697,35,65,7500,6561,0
3878,3879,2,24,6300,4300,0
5768,5769,3,43,6887,6887,0
5137,5138,5,30,15800,15822,1
6094,6095,5,31,9080,9080,0
6103,6104,3,65,5101,5271,0
3428,3429,33,61,11800,3800,0
3951,3952,4,51,10950,9450,1
4233,4234,2,24,15490,15490,1
705,706,1,19,23990,24105,1
3780,3781,6,23,7340,8064,0
2301,2302,6,31,19985,13985,0
6312,6313,2,44,12990,12990,1
57,58,28,52,22990,15410,0
6696,6697,15,45,9600,6110,0
5722,5723,7,53,21970,22887,0
527,528,0,46,8990,8938,1
2272,2273,15,56,4471,4471,0
5154,5155,1,21,15500,15500,0
565,566,6,29,13990,16903,0
6422,6423,14,57,20600,20600,0
4666,4667,24,56,8000,6000,0
640,641,5,37,5789,5968,0
6591,6592,2,26,21000,21000,0
4813,4814,1,27,10200,7753,0
730,731,24,53,15990,7517,0
3480,3481,7,37,18970,1810,0
5548,5549,23,45,7813,8381,0
2984,2985,3,48,14777,16998,0
4180,4181,7,30,9070,9638,0
325,326,7,49,7980,6480,1
2280,2281,2,52,10500,8992,0
290,291,3,48,9950,10533,0
1921,1922,3,42,8140,8854,1
6372,6373,0,64,11990,9207,0
7309,7310,2,59,12985,14339,1
4393,4394,10,29,8500,6059,0
5635,5636,1,23,5666,5666,1
3000,3001,4,30,16900,20346,0
4022,4023,2,50,11073,11073,0
6963,6964,2,39,7625,8189,0
6082,6083,11,35,15999,16755,0
6459,6460,1,33,17690,16150,0
6099,6100,24,45,7991,7991,0
864,865,15,56,16990,18177,0
4442,4443,6,25,13990,13990,0
6925,6926,22,62,3399,1947,0
6870,6871,2,34,25877,25877,1
4851,4852,22,59,8500,9153,1
4628,4629,3,37,13291,13291,0
4369,4370,26,45,6787,7304,0
371,372,2,22,26480,29039,1
3027,3028,40,57,7106,7489,0
3011,3012,1,53,23005,23122,1
4168,4169,12,29,28900,27937,0
1902,1903,0,53,9030,10277,0
7002,7003,5,35,5500,6175,1
4002,4003,0,66,15078,9548,0
7140,7141,8,68,14400,14400,0
1550,1551,15,33,12900,4600,0
