,Job tenure,Age,Car price,Funding amount,Default (y)
5360,4,31,12537,13594,0
4195,0,36,14990,14580,0
586,1,28,10990,10990,0
3258,1,37,13890,15313,1
1746,5,42,20990,21895,0
5860,4,45,16325,17570,0
6608,9,42,14990,15975,0
758,6,34,12740,10990,0
3802,12,33,10000,8147,0
842,0,28,9500,10453,1
6305,0,40,12390,7390,0
2101,5,43,26990,26990,1
2499,3,46,13499,12137,0
1328,0,18,10990,11955,1
6060,1,25,10900,12291,1
5044,1,28,10600,6379,0
5840,4,37,17000,17000,1
6945,1,19,4400,4802,0
3882,3,31,11370,12402,1
2907,2,46,12980,13718,0
2917,1,51,14519,15594,0
776,1,39,6900,7498,0
2215,3,20,24377,24016,1
6809,9,35,9600,11361,0
3606,0,26,14490,13055,0
2579,4,20,8566,8675,0
2364,7,27,25000,24679,0
6687,1,29,8626,8626,1
7107,1,46,16410,17678,1
1822,0,43,18950,18950,0
29,2,29,8200,7352,0
3715,6,33,13659,14449,1
2794,2,40,10900,8900,0
527,0,46,8990,8938,1
4051,6,33,15079,15769,1
3836,4,44,12480,11071,0
1945,2,20,7990,7955,0
5812,1,21,21990,21990,0
6885,1,24,3800,2800,0
3053,1,27,14790,17249,0
1253,5,38,11990,11941,0
3355,7,29,5205,5602,0
2751,3,38,11834,12450,0
3626,7,49,16388,16388,0
5515,0,51,18710,19700,0
3100,0,33,10950,9715,0
6527,4,43,26500,21500,0
5972,5,31,9900,7900,0
5165,1,20,8700,9319,0
6869,4,39,12500,12500,0
6282,18,43,19990,21815,1
3055,0,18,6690,7605,1
3025,22,43,26014,26014,1
2350,0,34,5900,4206,1
219,0,19,13000,11615,0
6451,4,23,12035,13167,1
5880,3,32,9650,7850,0
4140,3,32,10900,10900,0
7106,0,27,11990,12088,1
6156,1,25,9385,7867,0
6827,7,39,12100,6200,0
2206,4,29,22750,14742,0
6246,4,30,7990,8122,0
4236,0,21,8900,8965,1
6459,1,33,17690,16150,0
3875,0,24,12890,13704,0
859,3,50,13450,15228,1
1379,2,19,16500,15000,1
2197,3,35,13500,11504,0
2954,0,32,4045,4468,0
6355,0,50,12990,14089,0
5635,1,23,5666,5666,1
6371,2,24,23900,23900,0
1632,5,36,6900,7831,0
3038,3,44,18500,18500,0
4446,1,41,25900,16900,0
6476,0,49,14900,16223,1
3742,2,38,8500,9217,1
2301,6,31,19985,13985,0
5079,0,40,13040,11168,0
3125,0,27,14890,14890,0
233,0,27,3546,3809,1
6248,4,41,9150,10313,0
220,1,26,12490,13112,0
1405,7,41,15785,17151,0
3964,1,42,9576,10514,0
6989,6,33,15340,16330,0
1919,6,28,4600,4985,0
5841,2,19,11853,11853,0
4003,1,35,21080,21080,0
4810,11,33,8040,8845,0
1088,0,42,22000,24804,1
2554,1,43,11602,10317,0
3567,7,33,17500,12500,0
3269,0,24,10500,10500,0
1293,1,23,3490,3316,0
4154,0,31,17303,17303,1
2561,3,47,22000,20355,0
438,4,38,20590,21810,0
6162,1,24,7900,8969,1
7312,12,48,22500,21565,0
3954,2,30,9246,9725,0
4094,0,27,13550,14796,0
1104,0,33,30069,20069,0
4411,0,48,15000,15000,0
2991,2,49,19179,22929,0
4335,0,23,12950,13781,1
1115,3,31,17205,18000,0
1419,1,34,12890,14338,1
5388,6,40,10430,10430,0
1030,0,18,9900,9900,1
76,0,34,16700,14886,0
4370,1,24,7990,8556,1
6538,1,28,2950,1900,0
4838,2,20,21990,24215,1
2886,6,23,19400,9400,0
4959,5,34,17900,17397,0
5444,1,32,9990,9990,0
596,2,21,13660,14966,0
6666,1,21,11750,12767,1
549,1,29,5850,6090,0
4672,0,22,3895,4312,1
6243,0,52,29500,23101,0
3552,7,52,19500,20954,0
4941,0,29,10990,9890,0
3590,12,44,14990,16098,0
4830,5,29,16990,23509,1
1406,1,18,10990,11822,1
5584,0,20,11313,8490,0
6289,1,34,4900,5424,0
6434,1,26,5151,3744,0
2857,0,23,11950,11950,0
6179,8,26,7970,8709,0
1643,2,23,5550,5537,0
6091,0,29,11800,13266,1
6122,4,52,18100,18100,0
5114,0,32,7165,6685,1
1472,7,49,23987,23011,0
5814,0,47,15990,13990,0
5939,0,20,10120,11001,0
3418,4,22,7995,8505,1
2121,6,38,13500,14647,0
7064,6,42,14600,13100,0
7028,0,37,16885,13885,0
3119,0,32,29990,29990,1
1630,4,36,9680,10724,0
2715,1,24,13490,15007,1
6318,1,23,3888,4216,0
3992,0,27,9750,9251,0
2598,1,18,11690,11690,1
1541,1,26,14686,14782,0
3985,2,22,10900,11061,0
259,0,26,5019,5548,1
7058,8,39,12990,14585,1
15,1,30,18400,13169,0
4717,15,38,20790,24038,0
1620,4,21,8890,9714,1
65,9,36,19683,22848,0
5035,11,40,25049,15049,0
1532,9,44,26990,23344,0
5974,4,29,10585,11878,1
1891,3,19,27290,26911,1
6094,5,31,9080,9080,0
1121,2,45,19209,21002,0
1162,0,38,16500,13500,0
5887,0,42,16950,17639,0
5076,0,28,14420,14420,0
5412,5,31,8950,9481,0
3620,6,34,6190,6720,1
2107,0,23,10990,11941,1
347,2,23,8875,4649,0
5889,1,38,2500,2132,1
5576,0,29,23000,25306,0
3861,0,45,13500,12198,0
2728,0,29,10980,13133,1
6680,1,21,22995,22995,1
3337,1,40,4680,3950,0
4365,1,43,7669,7955,0
4965,9,31,6795,7429,0
4708,5,27,15150,13766,0
1961,0,22,5990,7196,1
257,4,35,12490,13838,0
3980,1,32,6598,1598,0
7030,1,22,9990,11087,0
3589,6,34,13659,17476,1
2441,8,27,24000,22500,0
2153,1,42,13990,15227,0
3780,6,23,7340,8064,0
4836,11,47,26797,26797,1
1263,3,20,6960,7729,1
1916,6,24,13500,13500,0
1464,0,43,10990,12154,1
2588,2,45,26159,24159,0
4970,1,28,14351,14351,1
6804,4,34,12790,12790,0
4607,4,34,10360,9990,0
2112,2,47,14000,13200,0
4438,1,46,25590,22877,0
3891,0,30,19590,21705,0
3908,0,22,10333,11181,1
437,4,27,8990,9621,1
3966,4,21,14950,17447,0
6570,2,32,17780,16298,0
1309,1,26,18980,22948,1
228,4,50,17460,18490,0
6980,7,44,19400,21018,1
112,8,30,11375,11375,0
4713,7,34,14800,11785,0
5935,3,43,23779,21912,0
3305,2,41,10800,9767,0
7074,0,32,7390,7390,1
4392,2,35,11770,12230,0
100,8,25,5900,3315,0
1005,5,32,8450,8184,1
2337,12,43,22885,13885,0
4162,0,21,7090,6579,0
3779,6,38,16490,14490,0
4320,0,43,15990,15572,0
5273,6,31,4795,3646,0
6230,1,27,11984,10318,1
509,0,21,13590,14830,1
3555,4,21,15900,17674,0
1416,2,32,13990,13048,0
6881,1,31,19286,19286,0
1544,1,26,5675,5675,1
5707,1,23,28400,26448,0
2629,0,44,10950,11080,0
1437,2,22,12990,13182,0
2804,0,20,12300,11944,0
7048,3,27,12890,17259,0
7267,2,25,19303,17573,0
2977,3,29,24900,26833,0
3326,7,27,19181,17681,0
4355,7,36,18500,2500,0
3909,0,39,20900,19697,1
175,4,26,11650,12917,1
2505,3,61,24990,24990,0
757,1,26,16790,18823,1
7008,11,37,13548,15290,0
2423,11,41,12814,13933,0
4671,2,34,13980,14555,0
324,2,38,11480,12522,1
1210,0,18,10078,11118,1
5062,1,24,18380,11801,0
3931,12,32,14090,10822,0
4385,4,21,10900,10081,1
3315,1,49,11990,12159,0
4651,1,46,13410,12500,0
268,5,28,16250,12750,0
856,4,21,9985,10114,0
205,1,37,18490,20058,1
7284,2,20,16877,17016,1
1962,0,19,6780,5479,0
6232,1,23,4184,4008,0
6045,14,32,21657,18766,0
2131,1,27,3700,1600,0
3127,7,28,16871,16818,0
7001,1,25,11000,7896,0
3126,0,36,12717,12717,0
2254,1,23,11990,12939,0
2209,1,29,14400,11216,1
3973,4,47,22500,12741,0
5824,1,18,24990,24990,1
2086,9,31,15990,13990,0
4705,0,22,8900,9826,1
7174,13,35,13990,13031,0
7338,2,26,13990,11990,1
7303,3,34,8900,3085,0
745,4,31,13990,12990,1
5385,0,22,10900,11843,1
2167,3,26,8490,8490,0
5668,1,20,15334,15334,0
6510,0,22,11485,12463,0
1272,8,25,7652,8252,1
7145,1,25,12900,12400,1
3426,0,49,26450,24170,0
551,0,19,8999,9323,1
6633,4,42,12990,14077,0
6430,11,28,8910,3889,0
5212,0,21,11950,10333,0
6250,2,22,19085,19674,0
7050,0,25,14900,14273,0
2357,0,21,5000,5000,0
4928,2,34,8700,10362,1
5257,4,46,22618,7378,0
6660,4,35,8900,2900,0
4091,5,29,5500,5500,0
6053,2,48,12000,13957,0
169,2,24,7560,6592,0
1941,10,31,10500,7000,0
2077,2,33,16139,18458,1
252,19,36,19500,18200,0
6194,2,32,12000,9000,0
5238,4,42,10050,8222,0
1756,2,38,10990,7990,0
1654,5,42,13670,13670,0
5103,1,25,15900,15300,0
371,2,22,26480,29039,1
2495,1,30,15100,16384,0
1879,0,21,20600,19609,0
2874,3,28,8100,4531,0
650,4,40,12990,10901,0
883,2,19,12700,10700,0
2163,3,47,23720,14099,0
3979,1,24,14050,15462,1
3819,1,34,3936,4357,0
2623,8,28,4800,3800,0
3277,9,39,22472,22030,0
2580,1,27,9900,10779,1
1552,1,33,8450,7595,1
2864,0,20,22990,25703,1
6348,1,43,19000,19000,0
3154,2,35,5990,5030,0
4994,6,32,8500,9941,0
5285,0,22,14000,9000,0
7167,6,34,7190,7951,0
1142,5,35,10105,11339,1
6768,1,33,5490,5530,1
3945,2,28,18390,15890,0
4423,1,33,4990,5427,1
1769,0,30,29790,29790,1
4058,8,39,12100,9497,0
3410,2,24,12490,13009,0
3934,0,32,12490,12490,1
4685,2,20,27490,26490,0
1400,1,29,8990,4129,0
6704,3,26,13430,10089,0
3671,0,32,24600,18300,1
1612,3,39,21990,16990,0
2019,0,28,8240,5240,0
5488,0,28,10900,10900,0
4563,6,24,12200,12200,0
4317,4,23,7701,7701,0
7157,6,33,15000,5444,0
3927,1,49,13750,13012,0
2486,0,20,10890,10890,1
1244,0,36,15990,18984,1
6836,0,27,18400,20469,1
6591,2,26,21000,21000,0
3607,0,22,25500,25500,1
1351,2,38,6500,2000,0
1657,4,22,9490,10270,1
3961,1,50,15990,15990,0
4827,6,23,6640,6640,0
6820,7,38,29490,21490,0
4952,7,47,18490,21146,1
6171,3,36,2897,3140,0
1915,0,30,8700,9506,0
6057,11,38,15340,11340,0
1978,3,21,23000,21250,1
6973,3,23,17950,17950,1
1677,0,43,11990,11990,0
1476,2,38,14999,9499,0
2420,1,54,20168,20168,0
6618,10,26,4554,5101,1
6593,8,25,6990,6344,0
1618,0,43,12600,14708,1
2345,15,35,14500,12259,0
1534,0,25,14500,16540,0
4578,0,28,15799,6214,0
680,1,46,13500,14957,1
5148,1,36,8950,8838,0
3383,2,26,14950,14950,1
83,14,35,17960,14960,0
5586,7,27,12400,12008,0
5464,8,30,16990,13204,1
5693,1,33,7750,5878,0
2929,2,21,27000,29425,1
4078,11,28,10500,6093,0
5838,7,35,16200,13000,0
1071,1,24,11590,8736,0
6537,3,26,7990,9456,0
2458,3,47,17999,12600,0
289,3,27,13590,13700,1
1271,3,36,13500,10486,0
6731,2,44,9500,10230,0
1385,3,25,11290,12337,1
1617,0,33,14950,14950,0
5152,3,40,12980,14444,0
5460,0,29,10970,7118,0
6411,1,25,6190,5757,1
5030,1,31,20250,18250,0
2287,12,43,15500,17684,0
1559,1,31,15000,14000,0
7138,0,24,10548,12423,0
2951,4,28,11090,13090,0
3800,0,38,25390,25390,0
5137,5,30,15800,15822,1
6443,3,31,14300,15181,0
682,9,54,24550,21550,0
6027,0,28,14500,6000,0
2523,1,29,2239,2239,0
2680,2,25,6250,3250,0
2366,1,31,22950,25108,1
5106,1,19,15950,16449,1
1052,4,36,20980,17380,0
5491,11,39,15958,15958,1
4024,0,36,18900,18900,1
6539,1,38,8000,8710,1
446,4,51,25290,24155,0
2488,2,45,11990,13101,1
6455,0,48,19990,19610,0
1101,3,23,21942,21942,0
5404,3,25,18000,19599,1
2083,14,46,27950,26750,1
3286,1,24,11400,8400,0
5270,2,52,17800,18934,1
1381,1,30,7725,1897,0
2620,4,27,14975,7396,0
3412,6,36,7999,9355,1
1586,10,30,20710,5710,0
6312,2,44,12990,12990,1
4198,1,25,20000,20000,1
17,3,22,9078,9909,0
2615,0,41,14500,16911,1
1149,1,38,10790,4790,0
2465,1,22,4795,5299,0
4674,2,18,20890,23055,0
5377,8,32,7940,9463,0
4081,0,20,21600,21612,0
5157,10,30,9490,7696,0
4709,6,39,9500,10546,0
6272,1,42,7310,8189,1
3937,0,30,10900,8900,0
389,5,29,12990,12026,1
1152,1,24,11690,14164,0
496,1,48,13000,10000,0
5659,4,37,9900,10172,0
1867,14,39,17090,17990,0
85,0,33,8900,7400,0
6722,4,32,22777,25107,1
4845,3,23,18500,19211,0
1699,9,36,29172,16172,0
5362,3,22,18990,17490,1
5910,9,34,7990,9489,0
4660,0,25,9281,9281,1
7186,2,49,19990,19990,1
4743,6,27,9699,8899,0
6822,7,32,5750,6248,0
3078,3,48,19250,19250,0
2944,0,20,10990,11075,1
4394,2,35,9780,11655,1
6552,3,37,8650,7165,1
5155,1,29,14990,12768,0
3279,15,40,18900,20499,0
1112,1,31,12500,7500,0
5962,3,37,3924,3924,0
5845,7,29,7500,8189,1
2124,0,54,16937,18330,0
6020,1,54,33485,26485,0
4030,1,23,8990,10088,1
1103,4,28,6560,7140,0
3560,5,28,16200,13128,0
2483,4,42,9990,10850,1
2413,0,30,12990,14130,0
7287,0,23,20990,20895,0
3479,1,46,10000,10866,1
3796,2,27,10500,8728,0
2154,2,44,10900,10051,0
3901,0,22,9990,9849,0
344,10,51,27990,18990,0
5164,0,27,6950,7552,0
7255,1,36,23490,25708,0
5737,0,39,19500,18361,1
4602,1,39,16890,4218,0
229,4,33,8970,10433,0
4808,0,43,7600,7600,0
5912,2,23,18900,22048,1
7423,22,43,23900,27815,0
6249,6,25,7671,5504,0
495,3,46,14000,12832,0
4898,4,33,10000,10892,1
4347,0,26,5990,6721,1
5046,0,37,9945,9945,1
6830,1,18,13690,8690,0
2694,2,34,16800,15800,0
3123,14,35,12500,13839,0
684,5,34,13174,13174,0
3956,6,45,15490,12484,0
3682,0,23,7749,8671,1
4019,0,37,16500,18798,1
6865,9,38,29980,28341,0
2176,1,28,11000,11000,1
3406,5,33,13000,8615,0
4746,5,38,18700,16566,0
49,0,30,7480,7978,1
2053,5,35,14351,14182,0
1123,2,23,7995,7995,0
6951,2,29,15730,14620,0
2988,1,44,18900,15900,0
4593,1,23,15000,15000,0
1407,1,21,15000,14428,0
2569,3,41,21990,20279,0
5198,7,29,10850,5850,0
5558,2,40,6990,7628,0
3129,10,31,5193,5193,0
2042,0,29,5190,5606,0
6220,2,32,6500,5988,0
6504,1,45,18900,21025,0
6950,0,28,13490,13490,0
328,9,37,20485,19485,0
1220,0,25,10750,10750,0
1410,1,21,9190,10723,0
4299,0,20,27980,27980,0
106,6,28,20400,18900,0
1642,1,45,18990,20912,0
6507,5,32,13800,13800,1
818,0,25,7950,7950,0
349,1,29,16800,14000,0
2722,0,29,14080,14890,0
811,1,30,8490,7490,1
4947,11,44,14185,15583,1
7299,4,45,16660,19447,1
109,2,23,17990,19713,1
4039,0,25,13500,13500,0
507,4,23,20960,27184,0
1231,8,35,5800,5800,0
577,2,25,27839,27954,1
4059,12,48,29500,24000,0
3728,8,34,5630,6081,0
2002,3,31,26490,13450,0
3658,4,31,16050,12800,0
1754,0,33,9890,10934,1
6996,4,29,15980,13608,0
731,7,30,7450,8022,0
51,2,22,13000,2500,0
239,5,29,4467,4817,0
1705,0,20,26000,28504,1
1780,5,22,15370,17099,1
6199,0,37,7475,7475,0
4844,1,55,28980,24376,0
493,1,41,9990,9990,0
6490,11,38,23186,6557,0
6531,0,35,14320,12820,0
82,4,37,28854,29000,1
2276,5,37,25000,25000,0
1513,3,20,11900,13073,0
