,Job tenure,Age,Car price,Funding amount,Default (y)
2224,4,41,7950,5262,0
2753,4,41,7300,7831,0
4949,1,32,10040,10040,0
868,4,29,5480,3906,0
2249,5,50,9900,9673,0
2876,0,38,19990,22738,1
6187,0,39,5990,6681,0
2239,3,47,6500,2500,0
6357,2,44,4990,4052,0
622,6,49,7200,3600,0
1714,15,41,9800,9694,0
6477,3,44,9970,10120,0
2227,7,54,5031,5031,0
3433,4,48,13680,13691,1
4222,1,24,17970,21228,1
1350,10,73,8150,3384,0
3686,2,20,27500,27000,1
3396,1,26,8600,9305,0
4886,10,31,9990,10822,0
5272,5,69,1501,1501,0
326,8,50,6930,5430,0
2677,25,45,8500,8500,0
2342,15,46,6095,6605,0
5617,9,57,3260,3587,0
1520,0,51,10750,10866,0
2016,3,31,14041,7137,0
5259,6,53,6298,6782,0
408,9,43,10520,5340,0
6899,8,73,4190,4190,0
5337,3,23,6480,7055,0
5100,6,35,17350,17500,1
801,9,49,6479,6883,0
425,30,55,8900,9573,0
2973,28,50,16490,19178,1
3578,2,48,13990,6646,0
7185,0,18,5690,3090,0
4340,13,58,3290,2481,0
1557,0,22,3870,3455,0
2313,3,35,6900,6900,0
746,1,23,24890,23890,1
4842,7,52,11500,7595,0
4015,33,57,5682,6365,0
4789,16,40,3000,3000,0
5107,8,55,11821,6321,0
2005,3,63,9990,11160,0
4166,4,47,10400,5000,0
6978,36,56,4749,4749,0
5563,1,40,11950,8565,0
6710,2,35,7990,9111,0
4102,14,78,12100,12100,1
3441,5,57,8800,8737,0
5858,2,56,11900,3900,0
3855,2,53,13600,7699,0
5607,10,36,8476,9005,0
2845,17,48,11800,2800,0
3470,2,40,13980,4286,0
3838,28,46,8870,9325,0
5831,3,38,11480,11480,1
4467,5,36,8154,8622,0
6815,2,51,6500,2500,0
3026,3,19,18900,19677,1
3231,2,27,5990,5530,0
5781,6,53,6000,6000,0
5680,0,20,20000,22677,1
471,0,66,10400,11266,0
5407,15,55,14890,12769,1
5340,10,27,25858,25972,1
6342,3,21,13450,7650,0
5061,13,39,4600,3022,0
4393,10,29,8500,6059,0
2311,13,34,7690,8218,0
4663,2,21,24000,24000,1
1087,2,26,10360,10490,0
5096,4,45,8990,9958,0
6874,10,36,5540,6001,0
5422,6,60,10900,9552,0
553,4,43,4875,5685,0
5366,7,47,7860,6329,0
739,1,62,3776,3974,0
3960,11,51,7400,7400,0
1298,9,50,13090,6219,0
7313,4,52,17490,18741,1
1022,4,56,13500,7327,0
1423,25,51,6860,6860,0
5493,14,37,3660,3660,0
3240,10,48,18990,20262,1
1397,21,45,15490,17575,1
7080,20,45,9338,9338,0
1543,2,36,8500,9197,0
3050,16,37,7430,5430,0
6067,0,31,5990,4742,0
3409,1,32,13495,15696,1
652,27,61,1500,1581,0
5410,2,37,11000,11000,0
5306,0,50,7551,8125,0
3611,1,49,32000,30000,1
5039,1,18,21990,23346,1
4669,3,53,12599,14498,1
6961,3,38,15190,15732,1
831,16,55,9300,7058,0
1839,1,21,21690,25931,1
5862,8,71,15980,18274,1
4647,18,41,7490,4742,0
1383,10,59,6795,7154,0
3869,12,56,5000,2090,0
2031,6,64,3477,3592,0
4890,44,61,3490,2617,0
4963,43,64,5666,6199,0
724,2,65,4000,3569,0
2835,3,42,1501,1501,0
7129,22,65,9596,10497,0
1420,1,52,3750,2750,0
3317,23,55,6553,7070,0
3101,37,59,6630,6030,0
3235,18,50,22680,20180,1
2543,2,45,9090,6665,0
6405,37,54,7950,8932,0
586,1,28,10990,10990,0
3258,1,37,13890,15313,1
4224,2,68,10408,10408,0
7227,32,62,3629,3629,0
837,2,55,11950,6950,0
3802,12,33,10000,8147,0
6305,0,40,12390,7390,0
2101,5,43,26990,26990,1
2291,30,56,12700,2792,0
5382,2,49,8298,5701,0
181,4,52,3927,4349,0
6192,18,35,7500,7000,0
3071,16,79,12950,7972,0
5044,1,28,10600,6379,0
5840,4,37,17000,17000,1
3238,8,60,7990,5690,0
6945,1,19,4400,4802,0
3882,3,31,11370,12402,1
2586,22,77,11800,3800,0
2574,22,61,8970,6970,0
1047,0,50,7990,5827,0
776,1,39,6900,7498,0
7013,3,68,17950,13190,1
2215,3,20,24377,24016,1
6809,9,35,9600,11361,0
6555,12,72,7950,8359,0
4457,20,49,7990,8100,0
2579,4,20,8566,8675,0
1615,0,60,6637,7113,0
3027,40,57,7106,7489,0
7107,1,46,16410,17678,1
4650,17,62,5237,5237,0
29,2,29,8200,7352,0
3689,11,75,18300,18300,1
5014,34,51,3075,3075,0
3715,6,33,13659,14449,1
2794,2,40,10900,8900,0
3105,25,51,5149,5149,0
4051,6,33,15079,15769,1
3836,4,44,12480,11071,0
5686,23,58,8870,9000,0
2758,1,58,11400,4606,0
1945,2,20,7990,7955,0
7132,1,46,7490,7122,0
6208,40,59,4990,4990,0
6885,1,24,3800,2800,0
3204,2,58,9290,7937,0
4623,13,52,10490,7490,0
3355,7,29,5205,5602,0
6598,16,76,8630,9162,0
1606,5,42,7430,8596,0
7232,15,66,8990,7386,0
1317,12,71,5000,5205,0
3100,0,33,10950,9715,0
2587,27,53,8932,10023,0
3002,9,54,5812,5975,0
5972,5,31,9900,7900,0
5165,1,20,8700,9319,0
4025,3,52,13490,14424,1
2764,7,56,2373,2373,0
6282,18,43,19990,21815,1
6193,4,51,3810,4211,0
3025,22,43,26014,26014,1
6451,4,23,12035,13167,1
5880,3,32,9650,7850,0
4140,3,32,10900,10900,0
7106,0,27,11990,12088,1
6156,1,25,9385,7867,0
3378,3,51,11900,3690,0
6827,7,39,12100,6200,0
6112,1,49,9990,6929,0
6246,4,30,7990,8122,0
3494,37,58,4450,4711,0
859,3,50,13450,15228,1
1379,2,19,16500,15000,1
2954,0,32,4045,4468,0
5312,12,73,10890,10890,0
5913,10,56,7950,8471,0
2218,21,56,7300,7791,0
7369,1,52,15800,3700,0
6606,4,68,4342,3342,0
1632,5,36,6900,7831,0
4237,9,52,6990,6441,0
5303,2,60,18000,19422,1
6476,0,49,14900,16223,1
1093,21,40,7100,5319,0
3799,17,53,13800,7800,0
4038,2,63,13990,13990,1
6248,4,41,9150,10313,0
6198,26,48,1700,1743,0
6927,4,55,9490,10621,0
435,31,47,11400,5400,0
3964,1,42,9576,10514,0
1919,6,28,4600,4985,0
4447,27,56,5490,5850,0
4810,11,33,8040,8845,0
1683,18,47,5582,5582,0
1088,0,42,22000,24804,1
7189,9,45,8461,9301,0
2554,1,43,11602,10317,0
3269,0,24,10500,10500,0
1293,1,23,3490,3316,0
4154,0,31,17303,17303,1
2339,19,51,6778,6778,0
2380,0,49,8905,9488,0
3954,2,30,9246,9725,0
6888,3,50,10000,9799,0
5965,40,57,10500,5500,0
92,23,85,10000,7500,0
4335,0,23,12950,13781,1
3206,4,57,9000,9000,0
1419,1,34,12890,14338,1
5388,6,40,10430,10430,0
6538,1,28,2950,1900,0
2260,0,55,8180,8180,0
5916,25,59,6070,4070,0
5400,13,82,13480,13858,1
4838,2,20,21990,24215,1
1897,8,73,12650,12650,1
2217,5,64,5000,5135,0
5156,21,43,10780,6683,0
378,0,56,5648,5648,0
5444,1,32,9990,9990,0
6666,1,21,11750,12767,1
549,1,29,5850,6090,0
2943,24,52,7900,7900,0
5610,5,50,6200,6200,0
4941,0,29,10990,9890,0
4830,5,29,16990,23509,1
5584,0,20,11313,8490,0
6289,1,34,4900,5424,0
6434,1,26,5151,3744,0
3352,19,43,7922,6922,0
6179,8,26,7970,8709,0
1558,41,58,8334,8334,0
1643,2,23,5550,5537,0
6091,0,29,11800,13266,1
7361,15,47,9700,9532,0
5939,0,20,10120,11001,0
278,15,78,4365,1550,0
1815,0,53,4243,4243,0
2518,0,64,8248,7698,0
532,13,58,4990,5384,0
3119,0,32,29990,29990,1
1630,4,36,9680,10724,0
4974,23,88,4000,4000,0
6358,2,57,13000,8607,0
2715,1,24,13490,15007,1
6318,1,23,3888,4216,0
3992,0,27,9750,9251,0
2598,1,18,11690,11690,1
6099,24,45,7991,7991,0
601,16,79,10489,8104,0
3985,2,22,10900,11061,0
6520,4,67,8575,7662,0
7058,8,39,12990,14585,1
6163,14,52,9000,11220,0
5904,2,55,14290,4290,0
6971,3,42,5990,5647,0
7380,24,62,9000,4462,0
3121,17,45,13794,14925,1
3721,0,56,13300,14970,1
6871,8,52,10125,10887,0
1891,3,19,27290,26911,1
6094,5,31,9080,9080,0
3443,15,47,9670,7170,0
5412,5,31,8950,9481,0
6412,12,51,6147,6147,0
3165,36,61,13000,7235,1
5771,3,68,7069,6856,0
347,2,23,8875,4649,0
5102,1,57,9600,4600,0
2985,5,55,4400,4940,0
1676,10,66,8900,8616,0
3688,6,51,10205,10205,0
6680,1,21,22995,22995,1
3337,1,40,4680,3950,0
4365,1,43,7669,7955,0
4965,9,31,6795,7429,0
2173,13,49,4700,3700,0
3980,1,32,6598,1598,0
3318,14,59,4790,5027,0
7030,1,22,9990,11087,0
452,38,60,5534,5534,0
3589,6,34,13659,17476,1
4333,10,73,11590,7590,0
1837,0,52,11670,7270,0
1844,16,47,9985,10859,0
5646,17,81,6589,6427,0
4825,1,51,6300,7200,0
3780,6,23,7340,8064,0
6128,5,53,4250,4745,0
4239,10,74,8999,6599,0
265,16,54,11990,6847,0
4836,11,47,26797,26797,1
4970,1,28,14351,14351,1
6450,16,36,5300,2358,0
4607,4,34,10360,9990,0
2467,1,44,7990,6490,0
3893,19,44,9380,10116,0
24,10,61,8600,8600,0
4950,7,50,6269,6877,0
2028,14,51,10390,8390,0
2451,9,52,6850,6850,0
254,22,57,4472,4472,0
848,2,66,5990,6704,0
3914,15,53,9192,9192,0
5724,8,37,6990,4822,0
6416,2,50,5543,6214,0
1309,1,26,18980,22948,1
6980,7,44,19400,21018,1
6136,6,45,9000,10055,0
3035,9,69,5950,2560,0
926,3,59,7500,7850,0
3305,2,41,10800,9767,0
5049,36,52,4322,4696,0
2741,15,58,9850,9940,0
100,8,25,5900,3315,0
4162,0,21,7090,6579,0
5273,6,31,4795,3646,0
5071,3,46,7800,6800,0
509,0,21,13590,14830,1
994,4,62,9300,6869,0
1583,20,75,6500,6000,0
3080,35,61,7439,8056,0
2629,0,44,10950,11080,0
3909,0,39,20900,19697,1
175,4,26,11650,12917,1
4536,6,59,9400,10000,0
757,1,26,16790,18823,1
1144,27,46,6244,6244,0
324,2,38,11480,12522,1
463,23,57,3590,2238,0
2321,0,54,6985,1985,0
598,19,50,5690,6372,0
6790,2,59,5349,3533,0
1755,27,51,6040,6693,0
6925,22,62,3399,1947,0
5492,7,41,3500,3000,0
7250,2,56,4650,4906,0
856,4,21,9985,10114,0
205,1,37,18490,20058,1
7284,2,20,16877,17016,1
1962,0,19,6780,5479,0
3159,14,42,9200,10330,0
6232,1,23,4184,4008,0
2131,1,27,3700,1600,0
7001,1,25,11000,7896,0
655,4,55,5550,6109,0
2209,1,29,14400,11216,1
63,0,65,11490,7690,0
5824,1,18,24990,24990,1
3332,16,54,7700,3000,0
2894,9,54,14500,2000,0
1736,17,37,9096,9096,0
5808,16,46,6300,5707,0
4304,30,48,5900,5900,0
7338,2,26,13990,11990,1
3139,5,43,5980,5980,0
7303,3,34,8900,3085,0
745,4,31,13990,12990,1
3608,20,59,6540,4225,0
2167,3,26,8490,8490,0
7145,1,25,12900,12400,1
3169,26,56,13050,14249,1
6430,11,28,8910,3889,0
2357,0,21,5000,5000,0
6660,4,35,8900,2900,0
2802,9,67,9485,7441,0
4091,5,29,5500,5500,0
2763,6,53,9850,9850,0
169,2,24,7560,6592,0
1941,10,31,10500,7000,0
2077,2,33,16139,18458,1
3282,1,50,9490,4087,0
602,7,46,3900,3900,0
6280,35,68,10690,8690,0
6262,19,43,4985,4339,0
6194,2,32,12000,9000,0
5238,4,42,10050,8222,0
1756,2,38,10990,7990,0
2405,15,41,4401,4401,0
5559,4,49,7800,7876,0
4696,35,65,7500,6561,0
371,2,22,26480,29039,1
2874,3,28,8100,4531,0
3801,13,65,6100,6490,0
650,4,40,12990,10901,0
3722,14,67,12030,9930,1
6480,25,50,13600,15435,1
883,2,19,12700,10700,0
3979,1,24,14050,15462,1
6858,2,67,9742,6654,0
3819,1,34,3936,4357,0
5655,8,67,18800,16800,1
2623,8,28,4800,3800,0
1902,0,53,9030,10277,0
1505,20,74,4505,4631,0
5963,6,55,5990,6695,0
4812,1,65,5800,4300,0
2164,20,45,7990,8318,0
2864,0,20,22990,25703,1
7368,9,55,10760,8639,0
3154,2,35,5990,5030,0
1752,35,52,14990,17051,1
4994,6,32,8500,9941,0
7167,6,34,7190,7951,0
1769,0,30,29790,29790,1
3934,0,32,12490,12490,1
1400,1,29,8990,4129,0
2115,30,57,6900,3050,0
6055,0,58,5990,2059,0
1940,27,50,7185,7517,0
3671,0,32,24600,18300,1
887,7,69,10990,5990,0
1530,13,56,10000,7000,0
2019,0,28,8240,5240,0
5488,0,28,10900,10900,0
4317,4,23,7701,7701,0
889,15,36,9170,10084,0
1278,2,46,8690,9057,0
2873,23,79,6353,6353,0
1244,0,36,15990,18984,1
6836,0,27,18400,20469,1
4368,9,68,4126,4126,0
3607,0,22,25500,25500,1
1351,2,38,6500,2000,0
4827,6,23,6640,6640,0
4952,7,47,18490,21146,1
6171,3,36,2897,3140,0
1915,0,30,8700,9506,0
6336,29,48,6500,6645,0
1978,3,21,23000,21250,1
2908,40,62,7617,7617,0
6973,3,23,17950,17950,1
2478,17,59,4300,2967,0
3008,6,57,7790,7790,0
2678,17,60,11900,6400,0
4174,3,66,9873,2873,0
7193,13,44,9000,4500,0
6593,8,25,6990,6344,0
1618,0,43,12600,14708,1
548,18,40,6300,6236,0
2549,12,66,8900,7400,0
6703,17,35,10775,5823,0
680,1,46,13500,14957,1
6204,1,46,6409,7476,0
5148,1,36,8950,8838,0
3383,2,26,14950,14950,1
5548,23,45,7813,8381,0
5464,8,30,16990,13204,1
5693,1,33,7750,5878,0
6991,4,41,3900,2900,0
2929,2,21,27000,29425,1
4078,11,28,10500,6093,0
4359,5,67,6712,7226,0
1071,1,24,11590,8736,0
6537,3,26,7990,9456,0
5852,10,74,4430,4555,0
217,1,64,22610,18874,1
6764,4,57,7800,7800,0
5296,5,44,6500,7231,0
289,3,27,13590,13700,1
6731,2,44,9500,10230,0
166,18,46,2500,2656,0
4888,10,72,8389,2489,0
1385,3,25,11290,12337,1
6009,13,36,6200,7173,0
5460,0,29,10970,7118,0
3813,21,77,5800,5800,0
3182,30,61,9100,9100,0
2463,0,63,8450,6148,0
5716,24,47,5255,5255,0
4275,24,54,18789,18490,1
6725,27,58,7067,7067,0
5458,4,53,11000,12033,1
7138,0,24,10548,12423,0
1053,15,32,3900,4464,0
3821,2,63,13510,16775,1
2951,4,28,11090,13090,0
5137,5,30,15800,15822,1
1600,14,73,7078,4000,0
4100,1,39,1600,1600,0
6224,4,54,9586,9586,0
2847,16,77,5990,2990,0
6027,0,28,14500,6000,0
2523,1,29,2239,2239,0
2680,2,25,6250,3250,0
7083,39,56,5985,6004,0
2366,1,31,22950,25108,1
2926,2,44,5641,5851,0
5106,1,19,15950,16449,1
5491,11,39,15958,15958,1
4024,0,36,18900,18900,1
2488,2,45,11990,13101,1
5404,3,25,18000,19599,1
2083,14,46,27950,26750,1
3286,1,24,11400,8400,0
6063,5,61,10561,10542,0
1034,11,45,9990,7698,0
1061,1,52,10990,11917,0
5270,2,52,17800,18934,1
1381,1,30,7725,1897,0
6312,2,44,12990,12990,1
881,46,62,13420,16278,1
4198,1,25,20000,20000,1
5955,20,44,8999,9529,0
17,3,22,9078,9909,0
5822,16,72,14500,13585,1
2615,0,41,14500,16911,1
1149,1,38,10790,4790,0
2465,1,22,4795,5299,0
5377,8,32,7940,9463,0
5157,10,30,9490,7696,0
4709,6,39,9500,10546,0
3334,17,57,5690,5690,0
2440,18,46,9900,7100,0
4420,3,50,10990,10301,0
6696,15,45,9600,6110,0
1623,30,47,8469,9202,0
4215,7,44,6200,6315,0
3937,0,30,10900,8900,0
389,5,29,12990,12026,1
5129,13,58,9990,4990,0
6368,24,83,9850,2592,0
6792,16,48,12750,4750,0
496,1,48,13000,10000,0
2259,15,56,14390,15851,1
5659,4,37,9900,10172,0
85,0,33,8900,7400,0
6722,4,32,22777,25107,1
1490,15,44,9820,6665,0
1146,6,66,6490,2490,0
5362,3,22,18990,17490,1
5953,24,48,5768,6262,0
5910,9,34,7990,9489,0
7186,2,49,19990,19990,1
4743,6,27,9699,8899,0
6822,7,32,5750,6248,0
6141,20,65,26495,26989,1
5159,2,49,5698,5698,0
1112,1,31,12500,7500,0
2006,31,53,7520,7520,0
2818,16,43,6600,7980,0
393,8,69,8021,8021,0
3270,10,54,8059,8691,0
5962,3,37,3924,3924,0
4077,33,68,3246,3409,0
1103,4,28,6560,7140,0
1995,0,48,8595,8595,0
4503,16,77,11890,6445,0
4745,2,68,1600,1675,0
5286,24,51,6749,6164,0
1477,17,55,8500,8500,0
1665,1,66,7896,7896,0
4305,1,64,13994,14626,1
1415,2,51,6789,6533,0
3617,8,58,6373,6373,0
5747,17,40,12290,3000,0
3796,2,27,10500,8728,0
2154,2,44,10900,10051,0
6502,17,44,10900,5900,0
3901,0,22,9990,9849,0
2388,21,76,5900,2400,0
5164,0,27,6950,7552,0
2268,17,50,4812,5173,0
3824,15,54,6590,4506,0
4977,6,65,12900,12900,1
2191,32,51,4200,4200,0
3316,4,48,8200,9150,0
5737,0,39,19500,18361,1
1694,2,58,6069,6546,0
4602,1,39,16890,4218,0
229,4,33,8970,10433,0
4808,0,43,7600,7600,0
5186,15,60,9300,8514,0
5912,2,23,18900,22048,1
6222,24,51,4761,4761,0
1745,7,58,7731,7731,0
214,21,42,9016,9016,0
3130,25,62,5700,1700,0
517,8,55,12500,4200,0
4865,8,57,5069,3140,0
6249,6,25,7671,5504,0
1193,2,55,7990,6508,0
2264,1,47,8100,8100,0
662,5,54,6731,6731,0
6830,1,18,13690,8690,0
1782,8,62,6400,7159,0
3393,6,66,2700,2700,0
4019,0,37,16500,18798,1
7377,3,48,4600,2764,0
3989,6,66,9085,9735,0
3406,5,33,13000,8615,0
1117,22,59,13900,14621,1
6103,3,65,5101,5271,0
5753,7,46,12490,7611,0
6469,37,63,8828,8828,0
6691,12,77,10000,5000,0
1123,2,23,7995,7995,0
297,26,45,8900,6900,0
6548,2,54,4888,4888,0
87,8,47,9950,7950,0
3428,33,61,11800,3800,0
6245,25,53,12500,8000,0
3720,13,54,7500,8149,0
5204,13,72,13170,7170,0
7038,31,52,8690,6514,0
144,4,45,3490,3490,0
5198,7,29,10850,5850,0
5558,2,40,6990,7628,0
3129,10,31,5193,5193,0
6337,5,52,10990,10990,0
7306,13,46,8028,6824,0
2522,23,45,8950,8518,0
2042,0,29,5190,5606,0
307,6,69,5850,6292,0
6220,2,32,6500,5988,0
1951,12,73,4850,3150,0
1220,0,25,10750,10750,0
3263,11,56,4450,4000,0
1410,1,21,9190,10723,0
7291,9,61,10930,10930,0
6507,5,32,13800,13800,1
5426,17,54,6045,6045,0
818,0,25,7950,7950,0
6671,1,55,7860,5990,0
4981,18,58,4950,5434,0
4252,26,48,8800,8800,0
4369,26,45,6787,7304,0
615,30,59,9900,8489,0
5679,9,48,15340,15450,1
4947,11,44,14185,15583,1
5899,2,55,5900,5707,0
7299,4,45,16660,19447,1
6033,5,53,9980,8680,0
1789,2,48,5602,5969,0
1964,36,59,7897,8173,0
109,2,23,17990,19713,1
2157,11,61,11900,7400,0
1231,8,35,5800,5800,0
2446,15,47,22500,18636,1
6377,17,62,7990,1611,0
577,2,25,27839,27954,1
3728,8,34,5630,6081,0
3543,30,54,4598,4598,0
731,7,30,7450,8022,0
51,2,22,13000,2500,0
239,5,29,4467,4817,0
1705,0,20,26000,28504,1
3116,7,46,5327,3327,0
5425,23,43,10000,10000,0
1888,26,66,4856,4856,0
1780,5,22,15370,17099,1
6199,0,37,7475,7475,0
1738,14,74,7804,8263,0
6818,2,56,5000,5174,0
1808,17,48,9440,10241,0
5324,9,51,3500,3338,0
493,1,41,9990,9990,0
7156,9,69,13190,8190,0
5091,17,49,5890,7217,0
1840,10,70,6490,4990,0
82,4,37,28854,29000,1
873,4,58,9780,10755,0
3771,16,71,14590,14590,1
