,Job tenure,Age,Car price,Funding amount,Default (y)
5918,5,58,17500,11200,0
6754,5,32,10390,4658,0
3692,3,36,15890,17035,1
2145,30,47,5308,5308,0
4590,27,56,20000,18000,0
1339,15,74,14090,15056,1
1502,21,48,9898,9898,0
2228,1,60,8880,6880,0
3881,3,23,6750,7073,1
2155,13,60,8990,10542,0
2833,17,33,24190,17370,0
1732,4,40,18087,18087,1
4984,9,48,9425,9575,0
1741,36,54,13140,8435,0
6553,1,36,13490,14983,1
6088,29,45,5173,5173,0
487,3,43,18850,8478,0
4172,2,20,13195,16129,1
5944,24,54,10850,6000,0
1825,21,60,6234,5000,0
7114,32,48,21300,16300,0
1305,16,33,21980,5480,0
332,48,64,13620,9000,0
3877,18,53,12328,6723,0
5566,22,45,12870,8353,0
1456,3,39,8980,4980,0
4619,0,62,14000,9979,0
7121,8,55,4200,4526,0
1776,13,37,10470,6990,0
3717,5,46,9990,9990,1
2706,1,27,15185,12185,0
570,23,47,9880,9677,0
3413,20,80,13940,8440,0
1151,15,60,13980,7522,0
4266,17,59,10950,10950,0
5551,20,40,8800,8800,0
99,3,37,9990,8052,0
1099,21,54,27450,21750,0
2110,0,53,12480,12480,1
263,32,59,13700,12700,0
1684,17,44,30809,24499,1
3370,3,68,16990,4058,0
422,20,46,11000,11000,0
3109,19,83,4455,4455,0
4781,0,27,9700,4997,0
5206,3,68,16289,14789,0
1956,11,56,12690,9815,0
1414,27,74,10985,8101,0
1006,0,47,8564,9626,1
3487,4,40,20990,20990,1
817,0,21,20500,20500,1
494,0,56,14990,14990,1
3765,9,64,9900,9900,0
5819,4,43,6900,7525,1
1172,7,51,10689,4153,0
4534,13,32,14490,12490,0
3639,2,57,10690,10690,1
2473,3,55,12390,4390,0
6258,3,26,14030,14598,1
5075,20,50,3990,4405,0
6866,3,19,7990,5000,1
2784,5,46,7990,9281,1
1805,1,19,9900,9490,1
4587,2,39,7190,5190,1
710,7,40,6490,7315,1
4750,10,41,13000,11952,0
1086,8,30,10990,6441,1
4022,2,50,11073,11073,0
5381,5,41,5990,6635,1
7147,1,25,3300,3544,1
3142,2,68,6590,2722,0
3199,29,63,27500,10500,0
674,26,48,11900,9900,0
2803,35,55,23596,5885,1
1595,1,64,13950,7309,0
2422,0,29,11600,2045,0
7110,2,26,12990,6990,0
149,8,32,14640,8122,0
2414,27,60,19646,21324,0
582,2,42,7900,8584,1
468,15,49,26290,14590,0
5752,20,37,6495,6436,0
696,13,53,16760,17924,1
4690,24,55,7500,3500,0
5477,3,19,18990,20281,1
1259,8,32,11598,9344,0
4332,2,54,6500,2400,0
2893,21,60,8250,3250,0
6268,15,62,4000,4000,0
179,1,20,16790,18821,1
6201,2,38,25200,12700,0
5448,27,55,8102,8539,0
1858,22,46,23390,11869,0
3047,1,30,7990,7324,1
3903,3,27,9500,2695,1
6341,3,67,7233,7233,1
6664,23,63,21950,17352,0
5993,16,48,13870,9725,0
7262,4,68,4720,4366,1
47,3,49,6166,6841,1
4071,1,24,25500,25810,1
6536,27,61,14060,15873,1
5180,5,49,4900,4648,0
4075,33,49,13990,16761,0
4914,10,69,8900,4378,0
3509,15,78,11990,1990,0
7404,8,69,4989,4989,0
4035,15,50,14950,14950,1
5187,7,28,6701,4701,0
6445,26,60,18990,16759,0
2925,12,48,8490,5990,0
221,8,54,8999,10364,0
6551,33,60,4400,4627,0
3402,8,51,11130,12433,0
7022,13,51,5480,5047,0
5857,18,36,14550,15828,1
4472,1,67,11215,7865,0
777,9,55,26456,21569,0
1479,2,40,9995,4199,0
3438,13,52,8833,5190,0
6675,5,54,7590,4620,0
4915,10,63,11900,11900,0
288,7,55,11390,11390,0
1832,2,30,14700,17351,1
2732,22,57,2700,2700,0
3469,38,54,18590,16590,0
6454,0,23,15990,15579,1
4267,3,53,13489,11098,0
5140,1,58,15740,13280,0
1452,22,63,9500,8418,0
547,4,67,23900,12900,0
5767,25,51,16750,10750,0
121,1,59,11650,5906,0
6322,3,44,9250,7722,0
5766,21,41,17305,20789,1
2348,1,18,17964,17797,1
2513,2,29,12590,1751,0
1498,9,37,11007,11007,0
3010,4,51,15450,11575,0
7116,9,36,9470,6420,0
857,0,22,13950,15914,1
5080,28,54,10205,10205,0
1561,11,76,4405,2997,0
1883,22,50,10450,6570,0
3024,36,58,22487,14084,0
2903,8,55,13750,10230,0
4919,9,55,10990,5166,0
6388,11,61,6630,5168,0
531,2,19,5000,5455,1
6772,23,49,6990,8415,1
3333,1,43,6000,2693,1
4764,10,50,10590,9417,1
7020,10,49,7450,2873,0
1871,0,26,11700,6108,0
1912,12,76,16490,6990,0
5344,7,52,14200,15727,1
5905,1,35,13730,15520,1
1046,10,70,7190,8393,1
6767,15,58,5037,5618,1
877,8,26,18200,15200,0
6576,15,36,15040,18176,1
2222,0,46,15950,12760,0
7347,1,35,21400,7680,0
5723,11,46,6900,6000,0
7324,10,58,14980,14980,1
5579,4,54,15600,14600,0
1859,8,34,4000,4000,0
7273,24,45,7250,5566,0
719,11,53,12490,9490,0
3520,25,45,4300,4564,1
5199,28,47,16300,17304,0
4800,12,61,10030,4676,0
1702,1,28,7656,8354,1
6329,35,54,11000,11718,0
2384,9,26,21000,18257,0
5816,26,45,16695,10595,0
4046,19,50,21200,6500,0
5086,27,51,20467,8000,0
4246,5,44,2229,2251,0
4258,4,51,8237,4357,0
2119,26,59,11990,11990,0
1064,13,57,6900,3400,0
245,14,60,11385,11485,0
2877,1,20,6400,6940,1
7228,26,47,8900,9547,0
3761,0,33,18990,18990,1
3148,25,53,3700,3758,0
1851,1,21,18500,19363,1
6144,7,72,6900,6900,1
491,10,31,21593,11571,0
2251,5,27,23999,23999,1
6252,12,48,4440,4440,0
2178,10,63,19890,21137,1
4416,8,50,11990,4398,0
3758,11,76,5552,3000,0
6911,3,60,6849,5731,0
4988,1,38,31000,22000,1
945,7,59,32875,21252,1
174,3,84,10800,5000,0
3414,35,52,9500,10465,0
322,7,57,15990,17518,1
6152,3,26,14990,16431,1
3844,4,27,10000,3615,0
6185,0,49,10750,9362,0
3422,5,29,19293,23164,1
4706,2,39,13701,14958,1
1506,14,52,3990,2146,0
812,33,50,9295,4912,0
4556,9,29,7990,8183,1
2941,5,55,8550,5422,0
70,13,73,14950,10950,0
2542,43,60,11990,6990,0
2087,21,77,7600,8026,1
1158,9,40,13990,12002,0
2642,27,51,17900,9211,0
779,11,74,10496,10993,1
7158,36,55,4683,4683,0
2628,9,39,10450,11636,1
5626,8,36,12120,5901,0
6429,21,57,3486,3682,1
4938,12,72,7780,2580,0
4996,14,46,12790,9113,0
5087,15,60,11999,10150,0
2937,23,42,7490,6773,0
4645,2,51,14365,11773,0
1173,13,33,12030,10280,0
4829,19,59,13990,9990,1
868,4,29,5480,3906,0
3513,3,27,11200,11200,1
2876,0,38,19990,22738,1
2239,3,47,6500,2500,0
7264,23,83,6420,6420,1
6357,2,44,4990,4052,0
622,6,49,7200,3600,0
2932,12,55,11890,9890,0
274,9,49,19400,16900,0
6778,7,66,11950,10900,0
1714,15,41,9800,9694,0
2778,26,47,16490,16490,0
7002,5,35,5500,6175,1
2227,7,54,5031,5031,0
3433,4,48,13680,13691,1
4222,1,24,17970,21228,1
1350,10,73,8150,3384,0
4574,15,53,11895,9695,0
5846,5,48,21500,7000,0
3686,2,20,27500,27000,1
5676,1,58,9900,10619,1
5272,5,69,1501,1501,0
2788,34,52,15550,14118,0
326,8,50,6930,5430,0
2677,25,45,8500,8500,0
5617,9,57,3260,3587,0
5597,4,48,14990,14890,0
6808,21,54,10989,9489,0
2016,3,31,14041,7137,0
408,9,43,10520,5340,0
6899,8,73,4190,4190,0
5100,6,35,17350,17500,1
4550,31,66,13550,10550,0
4482,11,48,14380,14380,0
5006,28,60,13209,13209,0
425,30,55,8900,9573,0
2245,8,28,24900,12100,0
2973,28,50,16490,19178,1
3045,15,55,7890,8804,1
3578,2,48,13990,6646,0
4340,13,58,3290,2481,0
6549,5,31,7790,9061,1
746,1,23,24890,23890,1
4842,7,52,11500,7595,0
4015,33,57,5682,6365,0
4789,16,40,3000,3000,0
5107,8,55,11821,6321,0
4166,4,47,10400,5000,0
7229,10,51,26999,19897,0
5735,18,37,21000,7549,0
6978,36,56,4749,4749,0
5563,1,40,11950,8565,0
5058,45,62,7500,7500,1
1233,1,42,4990,4990,1
2673,30,54,17940,19521,0
4102,14,78,12100,12100,1
5858,2,56,11900,3900,0
3855,2,53,13600,7699,0
2589,14,39,22000,22000,0
2845,17,48,11800,2800,0
805,0,33,16400,10400,0
3470,2,40,13980,4286,0
3838,28,46,8870,9325,0
6404,0,24,7800,7800,1
5831,3,38,11480,11480,1
518,0,63,19300,13300,0
4794,0,29,16730,11730,0
6815,2,51,6500,2500,0
4519,0,37,15150,8940,0
3026,3,19,18900,19677,1
350,19,41,19921,21775,0
5781,6,53,6000,6000,0
5680,0,20,20000,22677,1
4511,13,53,16000,5500,0
5407,15,55,14890,12769,1
5340,10,27,25858,25972,1
6342,3,21,13450,7650,0
3859,0,23,3200,3200,1
5061,13,39,4600,3022,0
6391,17,51,11576,11576,0
4393,10,29,8500,6059,0
4663,2,21,24000,24000,1
5719,1,53,14999,12114,0
4606,1,21,10800,11639,1
5251,7,29,4300,4750,1
6874,10,36,5540,6001,0
5422,6,60,10900,9552,0
739,1,62,3776,3974,0
3482,19,46,23950,11600,0
1298,9,50,13090,6219,0
7313,4,52,17490,18741,1
1022,4,56,13500,7327,0
3625,16,47,19300,16300,0
5493,14,37,3660,3660,0
7246,1,22,5823,6279,1
3240,10,48,18990,20262,1
1397,21,45,15490,17575,1
7024,4,69,14320,11941,0
451,1,27,11984,8164,1
893,0,35,10470,11612,1
7080,20,45,9338,9338,0
3563,25,51,19910,17914,0
904,12,39,12500,9500,0
4010,9,33,16980,15286,0
3050,16,37,7430,5430,0
3409,1,32,13495,15696,1
652,27,61,1500,1581,0
6025,27,53,11975,10975,0
2225,18,51,16365,15461,0
5818,23,54,13500,9000,0
1548,5,51,14800,14300,0
3611,1,49,32000,30000,1
2229,1,60,8990,9650,1
5039,1,18,21990,23346,1
4669,3,53,12599,14498,1
6983,1,27,9980,9730,1
6961,3,38,15190,15732,1
831,16,55,9300,7058,0
6784,32,59,13900,10283,0
1839,1,21,21690,25931,1
5862,8,71,15980,18274,1
4647,18,41,7490,4742,0
3869,12,56,5000,2090,0
6339,16,46,14790,11790,0
7392,39,62,15995,10995,0
763,15,49,15000,10000,0
2031,6,64,3477,3592,0
4890,44,61,3490,2617,0
724,2,65,4000,3569,0
5662,1,38,7990,8816,1
2835,3,42,1501,1501,0
5661,10,30,12985,11917,0
3101,37,59,6630,6030,0
90,19,71,14850,10000,0
3235,18,50,22680,20180,1
5810,9,45,8350,9551,1
5969,19,49,11062,11062,0
2543,2,45,9090,6665,0
2099,12,48,14500,13300,0
3258,1,37,13890,15313,1
758,6,34,12740,10990,0
1737,13,53,12960,12099,0
7227,32,62,3629,3629,0
837,2,55,11950,6950,0
3802,12,33,10000,8147,0
842,0,28,9500,10453,1
6305,0,40,12390,7390,0
2101,5,43,26990,26990,1
647,14,55,20400,17048,0
2291,30,56,12700,2792,0
5382,2,49,8298,5701,0
181,4,52,3927,4349,0
3822,21,80,10500,12835,1
3071,16,79,12950,7972,0
1328,0,18,10990,11955,1
6060,1,25,10900,12291,1
5044,1,28,10600,6379,0
3492,35,56,9990,10904,0
5840,4,37,17000,17000,1
3238,8,60,7990,5690,0
1372,2,54,17021,16224,0
3882,3,31,11370,12402,1
2586,22,77,11800,3800,0
2574,22,61,8970,6970,0
1047,0,50,7990,5827,0
3731,18,56,6990,7509,1
7013,3,68,17950,13190,1
2215,3,20,24377,24016,1
57,28,52,22990,15410,0
3971,26,59,15500,15500,0
4982,21,39,16500,13500,0
503,14,77,10046,10046,1
6687,1,29,8626,8626,1
2515,18,56,15975,11676,0
7107,1,46,16410,17678,1
4086,5,70,15740,11004,0
5452,5,65,3990,4710,1
4650,17,62,5237,5237,0
5833,0,63,14990,13990,0
6212,16,43,15724,9440,0
3689,11,75,18300,18300,1
5014,34,51,3075,3075,0
3715,6,33,13659,14449,1
3105,25,51,5149,5149,0
527,0,46,8990,8938,1
4051,6,33,15079,15769,1
5686,23,58,8870,9000,0
2758,1,58,11400,4606,0
6208,40,59,4990,4990,0
3204,2,58,9290,7937,0
4623,13,52,10490,7490,0
3997,9,51,4990,4990,1
3626,7,49,16388,16388,0
7232,15,66,8990,7386,0
1317,12,71,5000,5205,0
1161,10,48,23940,10704,0
1461,31,51,7950,8638,1
4925,42,59,16110,5854,0
2587,27,53,8932,10023,0
3002,9,54,5812,5975,0
5972,5,31,9900,7900,0
6962,26,61,11680,9810,0
4025,3,52,13490,14424,1
2764,7,56,2373,2373,0
6282,18,43,19990,21815,1
314,5,58,18950,16133,0
6193,4,51,3810,4211,0
3055,0,18,6690,7605,1
3025,22,43,26014,26014,1
7418,26,49,19800,23458,0
2350,0,34,5900,4206,1
6451,4,23,12035,13167,1
1870,15,75,6660,6660,1
5880,3,32,9650,7850,0
7106,0,27,11990,12088,1
2850,22,54,11591,12649,0
3378,3,51,11900,3690,0
6827,7,39,12100,6200,0
2206,4,29,22750,14742,0
6112,1,49,9990,6929,0
346,13,53,12500,12470,0
4786,12,53,17120,5660,0
3494,37,58,4450,4711,0
4236,0,21,8900,8965,1
947,4,69,14450,10830,0
7393,17,46,11400,13445,0
859,3,50,13450,15228,1
1379,2,19,16500,15000,1
31,9,71,22830,12330,0
5635,1,23,5666,5666,1
7369,1,52,15800,3700,0
6606,4,68,4342,3342,0
897,3,66,16090,11751,0
4237,9,52,6990,6441,0
5303,2,60,18000,19422,1
6476,0,49,14900,16223,1
3742,2,38,8500,9217,1
1093,21,40,7100,5319,0
2301,6,31,19985,13985,0
233,0,27,3546,3809,1
3799,17,53,13800,7800,0
4038,2,63,13990,13990,1
7364,9,46,5712,5712,1
6198,26,48,1700,1743,0
5678,26,53,15290,13290,0
435,31,47,11400,5400,0
1683,18,47,5582,5582,0
1088,0,42,22000,24804,1
434,23,45,11850,9704,0
3567,7,33,17500,12500,0
4154,0,31,17303,17303,1
5094,27,49,16500,11500,0
952,3,59,16940,10940,0
1188,7,50,13500,13677,0
2339,19,51,6778,6778,0
6162,1,24,7900,8969,1
7312,12,48,22500,21565,0
7216,24,53,22300,23627,0
5965,40,57,10500,5500,0
4335,0,23,12950,13781,1
6878,5,51,14390,7890,0
2308,19,51,15995,15995,0
1419,1,34,12890,14338,1
5388,6,40,10430,10430,0
1030,0,18,9900,9900,1
3377,31,54,13970,15159,0
4370,1,24,7990,8556,1
5916,25,59,6070,4070,0
5400,13,82,13480,13858,1
4838,2,20,21990,24215,1
2886,6,23,19400,9400,0
1897,8,73,12650,12650,1
5156,21,43,10780,6683,0
6666,1,21,11750,12767,1
4672,0,22,3895,4312,1
4758,21,57,5490,5607,1
3849,15,48,10000,11271,0
1972,26,49,9490,10425,0
3590,12,44,14990,16098,0
957,20,53,26980,24203,0
4830,5,29,16990,23509,1
1406,1,18,10990,11822,1
5255,23,49,24100,22100,0
1558,41,58,8334,8334,0
6091,0,29,11800,13266,1
6283,13,54,25500,13690,0
7361,15,47,9700,9532,0
5114,0,32,7165,6685,1
5814,0,47,15990,13990,0
3418,4,22,7995,8505,1
278,15,78,4365,1550,0
6483,39,56,19987,15000,0
7064,6,42,14600,13100,0
7028,0,37,16885,13885,0
532,13,58,4990,5384,0
3119,0,32,29990,29990,1
4974,23,88,4000,4000,0
6358,2,57,13000,8607,0
2715,1,24,13490,15007,1
2598,1,18,11690,11690,1
2843,6,40,11900,5300,1
3753,41,59,19630,17830,0
1893,20,66,13385,9485,0
259,0,26,5019,5548,1
7058,8,39,12990,14585,1
15,1,30,18400,13169,0
5246,11,50,20780,19409,0
4717,15,38,20790,24038,0
683,11,45,27500,5312,0
5904,2,55,14290,4290,0
1620,4,21,8890,9714,1
7380,24,62,9000,4462,0
5035,11,40,25049,15049,0
3121,17,45,13794,14925,1
865,23,49,19990,21880,0
7191,20,48,22250,11150,0
3721,0,56,13300,14970,1
1532,9,44,26990,23344,0
5974,4,29,10585,11878,1
6871,8,52,10125,10887,0
1891,3,19,27290,26911,1
1162,0,38,16500,13500,0
86,2,66,9500,11524,1
3443,15,47,9670,7170,0
6412,12,51,6147,6147,0
3620,6,34,6190,6720,1
2107,0,23,10990,11941,1
718,23,45,18280,17454,0
3165,36,61,13000,7235,1
347,2,23,8875,4649,0
5102,1,57,9600,4600,0
5889,1,38,2500,2132,1
1676,10,66,8900,8616,0
6506,18,51,15180,13080,0
3688,6,51,10205,10205,0
2728,0,29,10980,13133,1
6680,1,21,22995,22995,1
4708,5,27,15150,13766,0
2173,13,49,4700,3700,0
1961,0,22,5990,7196,1
5060,34,55,17500,15532,0
3318,14,59,4790,5027,0
3942,23,50,22670,22670,0
452,38,60,5534,5534,0
3589,6,34,13659,17476,1
4333,10,73,11590,7590,0
4270,10,49,11900,13210,0
1837,0,52,11670,7270,0
1844,16,47,9985,10859,0
265,16,54,11990,6847,0
4836,11,47,26797,26797,1
1039,28,49,4800,5470,1
1471,14,51,17272,12643,0
1263,3,20,6960,7729,1
1464,0,43,10990,12154,1
4970,1,28,14351,14351,1
6450,16,36,5300,2358,0
3893,19,44,9380,10116,0
1055,3,58,5628,4243,1
759,0,63,21188,13976,0
24,10,61,8600,8600,0
2028,14,51,10390,8390,0
1609,19,48,23665,20764,0
254,22,57,4472,4472,0
3908,0,22,10333,11181,1
486,11,57,15800,10800,0
437,4,27,8990,9621,1
3914,15,53,9192,9192,0
1662,14,61,14900,12900,0
5724,8,37,6990,4822,0
1309,1,26,18980,22948,1
4378,41,61,15990,15990,0
6980,7,44,19400,21018,1
958,26,55,17999,14120,0
6136,6,45,9000,10055,0
3035,9,69,5950,2560,0
112,8,30,11375,11375,0
4713,7,34,14800,11785,0
5049,36,52,4322,4696,0
2741,15,58,9850,9940,0
7074,0,32,7390,7390,1
2034,7,61,12000,11000,0
5130,1,51,16990,6758,0
100,8,25,5900,3315,0
1005,5,32,8450,8184,1
2337,12,43,22885,13885,0
1235,11,44,12790,11490,0
5273,6,31,4795,3646,0
3647,20,84,16280,2287,0
6230,1,27,11984,10318,1
2199,28,51,16000,7250,0
509,0,21,13590,14830,1
1544,1,26,5675,5675,1
994,4,62,9300,6869,0
5792,21,45,13500,11000,0
3326,7,27,19181,17681,0
5397,16,52,19800,14658,0
4355,7,36,18500,2500,0
3909,0,39,20900,19697,1
175,4,26,11650,12917,1
1346,6,69,18690,9690,0
4536,6,59,9400,10000,0
757,1,26,16790,18823,1
1144,27,46,6244,6244,0
2423,11,41,12814,13933,0
4989,15,64,19550,12750,0
2080,20,55,21500,16500,0
324,2,38,11480,12522,1
1210,0,18,10078,11118,1
463,23,57,3590,2238,0
2321,0,54,6985,1985,0
598,19,50,5690,6372,0
3931,12,32,14090,10822,0
6790,2,59,5349,3533,0
4385,4,21,10900,10081,1
6925,22,62,3399,1947,0
5492,7,41,3500,3000,0
6714,35,56,11890,8890,0
5500,32,48,14790,12790,0
268,5,28,16250,12750,0
205,1,37,18490,20058,1
7284,2,20,16877,17016,1
5933,27,62,11000,11789,0
3159,14,42,9200,10330,0
6045,14,32,21657,18766,0
7414,19,37,15550,14408,0
2209,1,29,14400,11216,1
3973,4,47,22500,12741,0
240,22,40,23049,17931,0
63,0,65,11490,7690,0
5824,1,18,24990,24990,1
2086,9,31,15990,13990,0
1564,14,41,12300,9300,0
4705,0,22,8900,9826,1
3332,16,54,7700,3000,0
2894,9,54,14500,2000,0
1736,17,37,9096,9096,0
7174,13,35,13990,13031,0
5808,16,46,6300,5707,0
7084,37,55,23622,25560,0
4304,30,48,5900,5900,0
7338,2,26,13990,11990,1
7303,3,34,8900,3085,0
745,4,31,13990,12990,1
3608,20,59,6540,4225,0
5385,0,22,10900,11843,1
1272,8,25,7652,8252,1
7145,1,25,12900,12400,1
551,0,19,8999,9323,1
5194,23,39,12650,13745,0
1057,5,64,5199,5875,1
3169,26,56,13050,14249,1
6430,11,28,8910,3889,0
5787,23,40,20900,19200,0
4894,8,48,15809,14509,0
1881,16,43,16995,15191,0
4928,2,34,8700,10362,1
5257,4,46,22618,7378,0
6660,4,35,8900,2900,0
2802,9,67,9485,7441,0
2763,6,53,9850,9850,0
1941,10,31,10500,7000,0
4316,2,67,13000,11000,0
2077,2,33,16139,18458,1
3282,1,50,9490,4087,0
602,7,46,3900,3900,0
6280,35,68,10690,8690,0
6262,19,43,4985,4339,0
252,19,36,19500,18200,0
1756,2,38,10990,7990,0
1565,25,52,8590,9031,1
2405,15,41,4401,4401,0
5304,2,54,12900,10832,0
371,2,22,26480,29039,1
2874,3,28,8100,4531,0
6840,15,38,12485,11184,0
3722,14,67,12030,9930,1
6480,25,50,13600,15435,1
2163,3,47,23720,14099,0
3979,1,24,14050,15462,1
6858,2,67,9742,6654,0
1572,20,50,20990,20990,0
5655,8,67,18800,16800,1
2623,8,28,4800,3800,0
1505,20,74,4505,4631,0
37,25,58,18538,9273,0
2580,1,27,9900,10779,1
1552,1,33,8450,7595,1
4812,1,65,5800,4300,0
1788,15,51,17490,13990,0
2864,0,20,22990,25703,1
2890,26,45,15990,17495,0
7368,9,55,10760,8639,0
3006,24,55,14990,7490,0
1752,35,52,14990,17051,1
293,34,53,20245,20995,0
1142,5,35,10105,11339,1
6345,16,46,17900,16000,0
6768,1,33,5490,5530,1
4423,1,33,4990,5427,1
1769,0,30,29790,29790,1
1872,4,55,11343,10343,1
3209,25,49,14164,14164,0
4058,8,39,12100,9497,0
4738,0,64,4500,4816,1
5790,17,75,20450,15450,0
3934,0,32,12490,12490,1
1400,1,29,8990,4129,0
2252,28,55,19360,20346,0
1877,26,55,22789,4150,0
2115,30,57,6900,3050,0
4649,39,60,19411,10590,0
6055,0,58,5990,2059,0
3671,0,32,24600,18300,1
887,7,69,10990,5990,0
1530,13,56,10000,7000,0
2358,14,42,16680,7005,0
7004,20,53,17500,13460,0
7288,6,59,13880,11077,0
889,15,36,9170,10084,0
7157,6,33,15000,5444,0
2486,0,20,10890,10890,1
1244,0,36,15990,18984,1
730,24,53,15990,7517,0
6836,0,27,18400,20469,1
19,44,60,13800,11808,0
4368,9,68,4126,4126,0
5876,23,41,6490,6490,1
6226,30,47,13690,11690,0
4189,17,77,19500,16500,0
3308,38,57,11110,9110,0
1354,48,64,7955,7955,1
3607,0,22,25500,25500,1
1351,2,38,6500,2000,0
1657,4,22,9490,10270,1
6073,11,77,17460,5350,0
4952,7,47,18490,21146,1
6057,11,38,15340,11340,0
1978,3,21,23000,21250,1
6773,23,58,15775,10000,0
113,26,52,10990,10890,0
6973,3,23,17950,17950,1
2655,23,48,15470,12815,0
2478,17,59,4300,2967,0
1476,2,38,14999,9499,0
2678,17,60,11900,6400,0
4174,3,66,9873,2873,0
7193,13,44,9000,4500,0
6618,10,26,4554,5101,1
5338,12,58,20290,21813,0
1618,0,43,12600,14708,1
2345,15,35,14500,12259,0
4578,0,28,15799,6214,0
548,18,40,6300,6236,0
3910,4,59,14950,11548,0
2549,12,66,8900,7400,0
6703,17,35,10775,5823,0
680,1,46,13500,14957,1
3383,2,26,14950,14950,1
2240,7,48,13285,10715,0
83,14,35,17960,14960,0
2742,24,61,7795,7795,1
2718,0,54,15120,5773,0
5464,8,30,16990,13204,1
2929,2,21,27000,29425,1
4078,11,28,10500,6093,0
4414,16,48,27840,8000,0
5838,7,35,16200,13000,0
742,13,46,15635,9035,0
1791,13,48,19000,11500,0
5852,10,74,4430,4555,0
217,1,64,22610,18874,1
2458,3,47,17999,12600,0
289,3,27,13590,13700,1
1271,3,36,13500,10486,0
4857,24,51,14990,5350,0
166,18,46,2500,2656,0
4888,10,72,8389,2489,0
3936,19,40,13490,13490,0
1385,3,25,11290,12337,1
6253,40,66,16150,14104,0
6411,1,25,6190,5757,1
3182,30,61,9100,9100,0
2471,11,52,19900,13000,0
2463,0,63,8450,6148,0
2949,1,54,8800,10414,1
3299,37,69,23300,20800,0
5716,24,47,5255,5255,0
4275,24,54,18789,18490,1
940,12,54,5480,5826,1
5717,26,45,14800,10902,0
5458,4,53,11000,12033,1
4505,32,51,15990,8500,0
6859,34,54,15700,3000,0
1053,15,32,3900,4464,0
3821,2,63,13510,16775,1
5137,5,30,15800,15822,1
1600,14,73,7078,4000,0
2847,16,77,5990,2990,0
2263,13,49,14280,12906,0
6027,0,28,14500,6000,0
5446,16,61,15570,12170,0
7083,39,56,5985,6004,0
2366,1,31,22950,25108,1
5106,1,19,15950,16449,1
5491,11,39,15958,15958,1
4024,0,36,18900,18900,1
6539,1,38,8000,8710,1
5549,25,48,11450,11450,0
2488,2,45,11990,13101,1
2387,12,49,15990,13766,0
5404,3,25,18000,19599,1
2083,14,46,27950,26750,1
2755,18,49,12950,11933,0
1034,11,45,9990,7698,0
5270,2,52,17800,18934,1
2620,4,27,14975,7396,0
3412,6,36,7999,9355,1
4700,23,52,3757,3757,1
1189,5,70,20458,16208,0
1586,10,30,20710,5710,0
6312,2,44,12990,12990,1
881,46,62,13420,16278,1
4198,1,25,20000,20000,1
5955,20,44,8999,9529,0
5822,16,72,14500,13585,1
2615,0,41,14500,16911,1
1149,1,38,10790,4790,0
5505,11,71,16990,9490,0
5157,10,30,9490,7696,0
26,44,61,19312,19312,0
2440,18,46,9900,7100,0
6272,1,42,7310,8189,1
4420,3,50,10990,10301,0
6696,15,45,9600,6110,0
1623,30,47,8469,9202,0
5820,30,46,14350,16100,0
389,5,29,12990,12026,1
5129,13,58,9990,4990,0
6368,24,83,9850,2592,0
6792,16,48,12750,4750,0
3193,37,55,22770,19865,0
496,1,48,13000,10000,0
2259,15,56,14390,15851,1
1957,5,49,15050,9050,0
6722,4,32,22777,25107,1
1490,15,44,9820,6665,0
2072,28,52,27500,24133,0
620,4,52,4781,4781,1
1146,6,66,6490,2490,0
1699,9,36,29172,16172,0
5362,3,22,18990,17490,1
5953,24,48,5768,6262,0
1001,3,56,16490,13000,0
4660,0,25,9281,9281,1
7186,2,49,19990,19990,1
4743,6,27,9699,8899,0
2944,0,20,10990,11075,1
4394,2,35,9780,11655,1
6552,3,37,8650,7165,1
5155,1,29,14990,12768,0
1748,22,55,16280,11200,0
6141,20,65,26495,26989,1
2006,31,53,7520,7520,0
5962,3,37,3924,3924,0
4077,33,68,3246,3409,0
5845,7,29,7500,8189,1
4030,1,23,8990,10088,1
5523,16,46,17860,16640,0
3560,5,28,16200,13128,0
2483,4,42,9990,10850,1
4503,16,77,11890,6445,0
3479,1,46,10000,10866,1
4745,2,68,1600,1675,0
5286,24,51,6749,6164,0
1477,17,55,8500,8500,0
6422,14,57,20600,20600,0
4099,1,47,6100,6572,1
4305,1,64,13994,14626,1
1415,2,51,6789,6533,0
5747,17,40,12290,3000,0
2310,25,42,15980,15980,0
6502,17,44,10900,5900,0
3548,15,50,13990,12263,0
4220,31,59,16400,11923,0
344,10,51,27990,18990,0
6524,13,62,15830,10524,0
2535,17,50,14495,8706,0
2388,21,76,5900,2400,0
2268,17,50,4812,5173,0
3977,28,59,9932,11431,0
3824,15,54,6590,4506,0
4977,6,65,12900,12900,1
2191,32,51,4200,4200,0
5737,0,39,19500,18361,1
4602,1,39,16890,4218,0
5186,15,60,9300,8514,0
5912,2,23,18900,22048,1
1002,24,53,25530,16420,0
6222,24,51,4761,4761,0
214,21,42,9016,9016,0
2210,26,46,12470,9470,0
3792,0,50,16500,9500,0
3130,25,62,5700,1700,0
517,8,55,12500,4200,0
4865,8,57,5069,3140,0
4898,4,33,10000,10892,1
4347,0,26,5990,6721,1
5046,0,37,9945,9945,1
3123,14,35,12500,13839,0
3393,6,66,2700,2700,0
3956,6,45,15490,12484,0
3682,0,23,7749,8671,1
