,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Monthly payment,Credit event,Default (y)
1565,25,52,8590,9031,0,60,0.03530295443164747,1,1
1566,2,57,13744,14698,0,60,0.1428571428571428,0,0
1567,7,61,8260,5390,0,24,0.1666666666666667,0,0
1568,28,51,15290,16325,0,48,0.1195238095238095,0,0
1569,1,21,25490,27214,0,48,0.2164705882352941,0,0
1570,25,51,8000,8582,0,36,0.0498,0,0
1571,17,59,13585,14175,0,48,0.2457142857142857,0,0
1572,20,50,20990,20990,0,60,0.0908,0,0
1573,6,25,29490,26490,0,72,0.09090909090909091,0,0
1574,12,54,4152,4152,0,60,0.05777777777777778,0,0
1575,5,70,20830,14184,0,60,0.1188235294117647,0,0
1576,31,63,5990,4531,0,48,0.04896142433234421,0,0
1577,12,33,16800,19431,0,72,0.1317391304347826,0,1
1578,1,40,17990,19571,0,60,0.1185714285714286,0,0
1579,2,37,19145,19145,0,96,0.1553333333333333,0,0
1580,3,41,5600,1501,1,24,0.03658536585365853,0,0
1581,22,44,4168,4431,0,24,0.1371428571428571,0,0
1582,19,51,11670,7270,0,36,0.09727272727272727,0,0
1583,20,75,6500,6000,0,60,0.06647058823529411,0,0
1584,3,21,9850,10670,0,60,0.126,0,1
1585,47,66,20000,15000,0,84,0.1435714285714286,0,0
1586,10,30,20710,5710,1,96,0.03094170403587444,0,0
1587,9,75,19990,9990,1,36,0.1804465902232951,0,0
1588,4,47,5950,5950,0,36,0.07641921397379912,0,0
1589,11,42,6390,6413,0,60,0.03901895206243032,0,0
1590,0,26,9890,9714,0,72,0.1130769230769231,0,1
1591,0,40,13975,10975,0,36,0.2071428571428572,0,0
1592,24,56,7170,3841,1,36,0.07290322580645162,0,0
1593,2,24,20000,19510,0,96,0.1061987237921604,0,1
1594,4,21,26024,28460,0,72,0.1811111111111111,0,1
1595,1,64,13950,7309,1,36,0.1878260869565217,0,0
1596,21,50,9990,3990,1,36,0.04344569288389513,0,0
1597,6,39,13980,15619,0,96,0.1079545454545455,0,0
1598,0,19,27250,27390,0,72,0.153953488372093,0,1
1599,12,42,13600,13093,0,60,0.07009803921568628,0,0
1600,14,73,7078,4000,1,48,0.02307692307692308,0,0
1601,6,25,17950,15908,0,48,0.0745,0,0
1602,3,65,16750,3750,1,36,0.09909090909090909,0,0
1603,10,74,11000,13827,1,72,0.08486486486486486,0,0
1604,4,26,16775,7351,1,48,0.1483333333333333,0,0
1605,25,58,15400,9468,0,60,0.05455712451861361,0,0
1606,5,42,7430,8596,0,72,0.0399120050282841,0,0
1607,29,45,12210,12900,0,60,0.0445839874411303,0,1
1608,20,53,13785,13785,0,48,0.1435,0,0
1609,19,48,23665,20764,0,96,0.07435740514075888,0,0
1610,13,51,13990,4690,1,36,0.06571428571428571,0,0
1611,13,57,24950,24950,0,72,0.1108333333333333,0,0
1612,3,39,21990,16990,0,72,0.08930323846908735,0,0
1613,5,32,6129,7234,0,84,0.0825,0,0
1614,5,49,4450,5061,0,60,0.08454545454545455,0,1
1615,0,60,6637,7113,0,48,0.06153846153846154,0,0
1616,8,67,8590,9071,0,72,0.08848484848484849,0,0
1617,0,33,14950,14950,0,24,0.3461111111111111,0,0
1618,0,43,12600,14708,0,72,0.1441666666666667,0,1
1619,40,57,9682,9858,0,12,0.1244,0,0
1620,4,21,8890,9714,0,72,0.1130769230769231,0,1
1621,21,64,4335,4335,0,36,0.04923076923076923,1,0
1622,1,58,7700,2700,1,12,0.1155,0,0
1623,30,47,8469,9202,0,60,0.07379912663755459,0,0
1624,10,60,4197,4393,0,36,0.1361256544502618,1,0
1625,1,38,13450,15027,0,96,0.1180645161290323,0,0
1626,1,51,15305,15500,0,12,0.07845433255269321,0,0
1627,11,33,5800,6470,0,48,0.06363636363636363,0,0
1628,26,83,6299,6299,0,36,0.1736363636363636,0,1
1629,4,50,19000,14034,0,48,0.05941176470588235,0,0
1630,4,36,9680,10724,0,84,0.07019230769230769,0,0
1631,4,23,15389,8483,0,48,0.1187096774193548,0,0
1632,5,36,6900,7831,0,60,0.06409090909090909,0,0
1633,0,44,16990,20683,0,72,0.1311764705882353,0,0
1634,20,57,4600,4812,0,36,0.06029285099052541,0,0
1635,4,69,2575,2575,0,24,0.06277777777777778,0,0
1636,3,37,14990,16600,0,72,0.1029411764705882,0,1
1637,6,29,14269,13429,0,48,0.063,0,0
1638,0,26,6885,7713,0,48,0.1877777777777778,0,1
1639,8,36,10000,11420,0,60,0.05180806675938804,0,0
1640,0,29,7450,8257,0,60,0.1381818181818182,0,1
1641,43,60,8500,7700,0,72,0.03208333333333333,0,0
1642,1,45,18990,20912,0,60,0.6311111111111111,0,0
1643,2,23,5550,5537,0,48,0.09230769230769231,0,0
1644,2,51,9900,4238,1,60,0.04588235294117647,0,0
1645,27,47,12900,12462,0,72,0.08695652173913043,0,0
1646,0,49,19500,18932,0,60,0.1236363636363636,0,0
1647,6,29,7078,6666,0,48,0.04950495049504951,0,0
1648,3,20,6000,6435,0,48,0.09090909090909091,0,1
1649,2,42,13870,15366,0,84,0.130625,0,0
1650,0,27,10100,11696,0,72,0.0827027027027027,0,0
1651,6,71,6295,4795,0,36,0.1071964017991004,0,0
1652,15,60,5865,5865,0,36,0.1048484848484848,0,0
1653,13,48,10100,5100,1,36,0.05736434108527132,0,0
1654,5,42,13670,13670,0,12,0.114938080495356,0,0
1655,15,48,18950,18978,0,60,0.1984615384615385,0,0
1656,0,63,19000,13000,0,48,0.1496598639455782,0,0
1657,4,22,9490,10270,0,60,0.09,0,1
1658,3,33,6990,5990,0,60,0.0837037037037037,0,0
1659,12,41,21300,16066,0,60,0.03803245436105477,0,0
1660,5,53,7990,9140,0,60,0.07774607703281027,0,0
1661,1,44,12000,12941,0,48,0.1536842105263158,0,1
1662,14,61,14900,12900,0,60,0.07090909090909091,0,0
1663,4,45,17990,20168,0,48,0.1820408163265306,0,0
1664,15,44,5900,3758,0,48,0.1435810810810811,0,0
1665,1,66,7896,7896,0,60,0.11,0,0
1666,0,39,12990,14837,0,60,0.08759469696969698,0,0
1667,19,57,9091,6091,0,24,0.1147826086956522,0,0
1668,18,35,15500,14755,0,72,0.04314285714285714,0,0
1669,23,54,17990,10990,0,60,0.07547169811320754,0,0
1670,7,59,16990,17949,0,96,0.09181818181818181,1,0
1671,3,35,11940,5435,1,48,0.03706030150753769,0,0
1672,23,57,13500,13500,0,72,0.1013636363636364,0,0
1673,1,34,27950,29947,0,48,0.115606936416185,0,1
1674,18,50,17500,17500,0,72,0.087890625,0,0
1675,10,41,9850,9850,0,48,0.09273182957393483,0,0
1676,10,66,8900,8616,0,48,0.1237745098039216,0,0
1677,0,43,11990,11990,0,60,0.1013824884792627,0,0
1678,17,45,20500,17500,0,72,0.1250556297285269,0,0
1679,9,73,11250,2380,1,24,0.05823529411764706,0,0
1680,4,47,7990,6914,0,60,0.1154545454545454,0,1
1681,1,36,20000,23911,0,96,0.1931034482758621,1,1
1682,6,44,9490,7990,0,60,0.1132352941176471,0,0
1683,18,47,5582,5582,0,36,0.07152145643693109,0,0
1684,17,44,30809,24499,0,72,0.1138211382113821,1,1
1685,15,78,9300,9778,0,60,0.08518518518518518,0,0
1686,11,57,12890,12672,0,48,0.03693270735524257,0,0
1687,4,41,14000,13526,0,60,0.08295964125560538,0,0
1688,2,48,16000,15500,0,60,0.2083333333333333,0,0
1689,0,62,17990,16790,0,60,0.155257586450247,0,0
1690,13,66,13980,13980,0,48,0.1775,0,1
1691,24,53,5130,5130,0,36,0.06291666666666666,0,0
1692,3,31,3800,3667,0,48,0.04095238095238096,0,0
1693,19,50,17680,20561,0,72,0.103,0,0
1694,2,58,6069,6546,0,36,0.1238709677419355,0,0
1695,6,30,19490,19267,0,84,0.1199414919551438,0,0
1696,3,64,15825,14104,0,60,0.1802919708029197,0,0
1697,8,25,7758,7758,0,36,0.1535407015221708,0,0
1698,3,22,15900,14001,0,24,0.1148,0,1
1699,9,36,29172,16172,0,60,0.08656716417910448,0,0
1700,0,31,9119,9119,0,60,0.1433333333333333,0,1
1701,1,52,9990,9990,0,48,0.07345575959933222,0,0
1702,1,28,7656,8354,0,60,0.1162790697674419,0,1
1703,3,51,8400,9127,0,60,0.08571428571428572,0,1
1704,1,65,6995,3758,0,24,0.08944444444444444,0,0
1705,0,20,26000,28504,0,72,0.1905660377358491,0,1
1706,12,33,35290,26829,0,60,0.1048657718120805,0,0
1707,3,30,8450,5263,0,60,0.05705882352941177,0,0
1708,2,19,4239,4089,0,36,0.02959641255605381,0,0
1709,2,26,11290,11474,0,60,0.1038461538461539,0,0
1710,11,47,10390,11745,0,60,0.09136363636363637,0,0
1711,2,49,17750,17750,0,72,0.09956521739130435,0,0
1712,16,52,9990,4990,0,24,0.1770212765957447,0,0
1713,13,49,7180,6017,0,60,0.048,0,0
1714,15,41,9800,9694,0,72,0.08421052631578947,0,0
1715,17,43,23100,15000,0,60,0.1333002973240832,0,0
1716,7,33,24590,17100,1,60,0.102755905511811,0,0
1717,2,28,18200,14000,0,48,0.1176470588235294,0,0
1718,3,37,19400,16490,0,48,0.1481481481481481,0,0
1719,2,38,14330,14021,0,72,0.08060606060606061,0,0
1720,14,54,24136,23136,0,60,0.1255,0,0
1721,21,49,13550,14866,0,60,0.07681818181818181,0,0
1722,21,58,24000,23635,0,72,0.1476,0,0
1723,12,55,3696,3865,0,36,0.074,1,1
1724,17,77,12050,12050,0,60,0.1354838709677419,0,0
1725,0,30,8990,6990,0,24,0.1264462809917355,0,0
1726,32,54,18990,13840,0,60,0.1176470588235294,0,0
1727,1,21,7875,8534,0,96,0.0925,0,0
1728,7,66,9659,9758,0,12,0.1623931623931624,0,1
1729,1,55,8010,5113,0,36,0.1275,0,0
1730,18,51,25700,19800,0,72,0.1053904630269523,0,0
1731,5,70,14200,5000,1,24,0.1433333333333333,0,0
1732,4,40,18087,18087,0,60,0.0622478386167147,0,1
1733,1,26,13990,16213,0,72,0.1773584905660377,0,1
1734,3,44,9990,11290,0,96,0.07210526315789474,0,1
1735,3,76,5005,5005,0,36,0.04756756756756757,0,0
1736,17,37,9096,9096,0,24,0.05020746887966805,0,0
1737,13,53,12960,12099,0,72,0.09384615384615384,0,0
1738,14,74,7804,8263,0,60,0.1688888888888889,0,0
1739,2,24,20990,17490,0,72,0.1245186136071887,0,0
1740,5,32,9830,6830,0,36,0.07730769230769231,0,0
1741,36,54,13140,8435,0,84,0.069375,0,0
1742,2,23,12990,13104,0,60,0.1592,0,1
1743,30,80,5250,7186,0,48,0.07173913043478261,0,0
1744,7,36,16847,12743,1,60,0.0684,0,0
1745,7,58,7731,7731,0,48,0.09368421052631579,1,0
1746,5,42,20990,21895,0,72,0.1047058823529412,0,0
1747,15,39,11490,11629,0,84,0.1053307642903019,0,1
1748,22,55,16280,11200,0,36,0.13,0,0
1749,5,47,10500,10500,0,48,0.1066666666666667,0,0
1750,1,25,9650,11542,0,84,0.1005988023952096,0,1
1751,9,32,14050,15724,0,96,0.1645454545454546,0,0
1752,35,52,14990,17051,0,60,0.0904,0,1
1753,0,36,19220,17720,0,60,0.08531044926804644,0,0
1754,0,33,9890,10934,0,72,0.1373534338358459,0,1
1755,27,51,6040,6693,0,60,0.05470588235294117,0,0
1756,2,38,10990,7990,0,36,0.05897051474262868,0,0
1757,22,56,19290,16000,0,48,0.1061111111111111,0,0
1758,0,28,6200,3200,0,36,0.04,0,0
1759,6,55,7600,6985,0,60,0.07444444444444444,0,0
1760,1,19,22890,22890,0,60,0.2296296296296296,0,1
1761,13,34,12450,4613,1,36,0.0536,0,0
1762,37,67,8280,8280,0,60,0.156,0,0
1763,44,60,9800,8000,0,48,0.0392,0,0
1764,5,40,5900,3801,0,48,0.03874538745387454,0,0
1765,7,30,9890,11478,0,60,0.07566137566137567,0,0
1766,20,39,14250,14250,0,84,0.06084142394822006,0,0
1767,26,48,8470,2470,1,12,0.08076923076923077,0,0
1768,3,37,6700,6700,0,60,0.078125,0,0
1769,0,30,29790,29790,0,60,0.1873684210526316,0,1
1770,30,58,15949,15949,0,48,0.0584,0,0
1771,20,80,8950,3950,1,12,0.2125,0,0
1772,3,29,13980,9980,0,60,0.05485714285714285,0,0
1773,6,58,2791,2791,0,12,0.186046511627907,0,0
1774,1,66,2152,2152,0,12,0.1089324618736384,0,0
1775,26,51,17000,19275,0,60,0.1568807339449541,0,0
1776,13,37,10470,6990,0,48,0.03709677419354838,0,0
1777,12,72,7450,5603,0,24,0.1892307692307692,0,0
1778,4,67,19990,15990,0,72,0.06458333333333334,0,0
1779,0,32,18300,9800,0,36,0.04322268326417704,0,0
1780,5,22,15370,17099,0,96,0.1550387596899225,0,1
1781,13,36,20150,16120,0,48,0.1,0,0
1782,8,62,6400,7159,0,72,0.06576629477392835,0,0
1783,5,58,20660,22237,0,60,0.1622222222222222,0,0
1784,1,32,14980,14698,0,96,0.1233333333333333,0,1
1785,3,23,15014,15129,0,60,0.1078787878787879,0,1
1786,29,54,4264,4535,0,24,0.06633333333333333,0,0
1787,0,20,8990,10064,0,48,0.1453333333333333,0,0
1788,15,51,17490,13990,0,48,0.05776173285198556,0,0
1789,2,48,5602,5969,0,48,0.04875,0,0
1790,19,48,13500,13730,0,60,0.08095238095238096,0,0
1791,13,48,19000,11500,0,48,0.22,0,0
1792,11,51,14500,11368,0,48,0.128,0,0
1793,14,36,29493,25993,0,96,0.1664033701948394,0,0
1794,8,32,6490,6934,0,48,0.06317204301075269,0,0
1795,4,67,14950,7450,0,48,0.1244444444444444,0,0
1796,3,52,7997,7997,0,60,0.1130769230769231,0,0
1797,0,31,9170,8070,0,60,0.07026768642447419,0,1
1798,3,31,25990,28731,0,72,0.166304347826087,0,1
1799,0,61,8870,10598,0,60,0.1069230769230769,0,0
1800,2,64,18478,17825,0,48,0.1310526315789474,0,0
1801,11,51,14330,12630,0,84,0.1064705882352941,0,0
1802,30,59,4750,5132,0,24,0.1125,0,0
1803,3,67,12705,12828,0,60,0.1475,0,0
1804,1,19,26484,29125,0,72,0.228629579375848,0,1
1805,1,19,9900,9490,0,48,0.1275,0,1
1806,1,24,8980,9727,0,60,0.1119791666666667,0,0
1807,0,48,7900,8331,0,36,0.07142857142857142,0,0
1808,17,48,9440,10241,0,60,0.1139393939393939,0,0
1809,8,28,6430,7117,0,36,0.1401869158878505,0,0
1810,0,36,6825,7698,0,36,0.1098376313276027,0,0
1811,6,70,7930,8885,0,36,0.081875,0,0
1812,28,48,17153,14903,0,48,0.1217391304347826,0,0
1813,6,43,12300,12276,0,60,0.04271356783919598,0,0
1814,3,50,10776,11847,0,60,0.215,0,0
1815,0,53,4243,4243,0,36,0.05208333333333334,0,0
1816,2,24,13500,13500,0,48,0.0976470588235294,0,0
1817,5,51,15040,10500,0,60,0.03806970509383378,0,0
1818,0,18,27456,27572,0,60,0.1589473684210526,0,0
1819,18,39,6735,7557,0,48,0.1207142857142857,0,1
1820,1,56,10639,11396,0,60,0.1252525252525253,0,0
1821,11,54,12450,15081,0,96,0.0788,0,0
1822,0,43,18950,18950,0,60,0.2102473498233215,0,0
1823,10,71,5421,5572,0,36,0.0835,0,0
1824,2,43,17200,17200,0,48,0.07377049180327869,0,0
1825,21,60,6234,5000,0,12,0.1852173913043478,0,0
1826,23,51,5900,6902,0,72,0.05454545454545454,0,1
1827,1,46,4500,4070,0,60,0.04625,0,0
1828,6,22,21800,18800,0,60,0.1243093922651934,0,0
1829,31,48,9300,9300,0,48,0.09545454545454546,0,0
1830,1,23,7940,9430,0,84,0.07588235294117647,0,0
1831,9,41,36159,11159,1,60,0.07321428571428572,0,0
1832,2,30,14700,17351,0,84,0.09875,0,1
1833,3,45,3765,4063,0,48,0.06133333333333333,0,0
1834,5,43,16760,16565,0,72,0.168230563002681,0,0
1835,8,69,24050,15235,0,48,0.07538461538461538,0,0
1836,13,49,3332,3606,0,24,0.08611111111111111,0,0
1837,0,52,11670,7270,0,48,0.0354066985645933,0,0
1838,7,52,24900,11371,1,36,0.0825,0,0
1839,1,21,21690,25931,0,96,0.152,0,1
1840,10,70,6490,4990,0,36,0.1354545454545455,0,0
1841,3,28,15000,11500,0,60,0.0891891891891892,0,0
1842,2,68,6799,6938,0,60,0.07705882352941176,0,0
1843,18,74,19150,16150,0,60,0.1414285714285714,0,0
1844,16,47,9985,10859,0,60,0.1096296296296296,0,0
1845,0,28,8995,1995,1,12,0.1554545454545455,0,0
1846,4,24,29400,11900,1,36,0.173,0,1
1847,16,35,5800,6255,0,48,0.04171597633136095,0,0
1848,21,64,9250,7913,0,60,0.1092307692307692,0,0
1849,8,29,27456,25572,0,48,0.1314285714285714,0,1
1850,0,19,8700,8200,0,48,0.1016666666666667,0,0
1851,1,21,18500,19363,0,60,0.1338308457711443,0,1
1852,8,31,9980,7528,0,48,0.1183020180932498,0,0
1853,3,56,9950,3950,1,36,0.0336231884057971,0,0
1854,15,47,12500,14641,0,72,0.05468277945619335,1,0
1855,0,38,26000,25587,0,96,0.08571428571428572,0,1
1856,11,52,14000,5300,1,48,0.0475452196382429,0,0
1857,2,70,11995,13723,0,72,0.1528571428571429,0,0
1858,22,46,23390,11869,1,36,0.1944444444444444,0,0
1859,8,34,4000,4000,0,84,0.02925531914893617,0,0
1860,2,19,13990,14237,0,72,0.1393258426966292,0,1
1861,7,47,8990,9544,0,72,0.1181525241675618,0,0
1862,3,26,24962,24962,0,60,0.1621621621621622,0,1
1863,5,65,7900,8785,0,48,0.08142857142857143,0,0
1864,7,75,12900,12900,0,60,0.1823076923076923,0,0
1865,13,31,22820,25107,0,48,0.1430434782608696,0,0
1866,0,24,9480,9480,0,60,0.06176470588235294,0,1
1867,14,39,17090,17990,0,72,0.119047619047619,0,0
1868,0,30,8500,8500,0,72,0.07157894736842105,0,1
1869,19,51,18990,19027,0,84,0.1180124223602484,0,0
1870,15,75,6660,6660,0,36,0.1088888888888889,0,1
1871,0,26,11700,6108,0,36,0.09754738015607581,0,0
1872,4,55,11343,10343,0,36,0.1744444444444445,0,1
1873,1,23,4995,4995,0,36,0.1064285714285714,0,0
1874,7,37,21725,23296,0,48,0.0984251968503937,0,0
1875,15,56,10540,11445,0,60,0.0955128205128205,0,0
1876,31,55,26000,26000,0,72,0.181304347826087,0,0
1877,26,55,22789,4150,1,24,0.1,0,0
1878,4,58,15800,13800,0,36,0.04915466499686913,0,0
1879,0,21,20600,19609,0,60,0.1984126984126984,0,0
1880,9,50,14351,14351,1,60,0.075,0,0
1881,16,43,16995,15191,0,60,0.07908309455587392,0,0
1882,2,20,7480,7280,0,60,0.1386666666666667,0,0
1883,22,50,10450,6570,0,24,0.01851851851851852,0,0
1884,4,67,6450,3550,1,36,0.07851851851851852,0,0
1885,0,43,7290,7290,0,72,0.05285714285714286,0,0
1886,0,28,11500,11500,0,60,0.077,0,0
1887,1,24,7900,6411,0,60,0.06210526315789474,0,0
1888,26,66,4856,4856,0,48,0.1057142857142857,0,0
1889,0,43,5750,6192,0,48,0.04650373387644263,0,0
1890,0,60,7990,8740,0,60,0.1341666666666667,0,0
1891,3,19,27290,26911,0,60,0.2024242424242424,1,1
1892,0,22,7600,2600,1,24,0.08071428571428571,0,0
1893,20,66,13385,9485,0,48,0.1557142857142857,0,0
1894,1,27,14933,13499,0,96,0.07583170254403131,0,0
1895,10,35,9200,9200,0,60,0.03542857142857143,0,0
1896,11,62,12559,12559,0,36,0.1675,0,0
1897,8,73,12650,12650,0,48,0.36375,0,1
1898,6,56,14990,13708,0,72,0.168503937007874,0,0
1899,0,50,13890,6890,0,48,0.07921810699588477,0,0
1900,6,37,10470,2650,1,36,0.048125,0,0
1901,12,55,12500,8500,0,60,0.05923076923076923,0,0
1902,0,53,9030,10277,0,96,0.1,0,0
1903,31,55,11950,12796,0,60,0.05274888558692422,0,0
1904,8,52,21800,7435,1,24,0.212,1,0
1905,4,34,16750,15050,0,72,0.09271237602414834,0,0
1906,2,18,19650,17571,0,48,0.1740740740740741,0,0
1907,32,51,13950,12833,0,48,0.06481481481481481,0,0
1908,28,70,34000,30000,0,60,0.1332,0,0
1909,30,51,6487,7079,0,72,0.07571428571428572,0,0
1910,22,44,21641,23976,0,84,0.1316425120772947,0,0
1911,0,34,12950,11881,0,60,0.0705,0,0
1912,12,76,16490,6990,0,24,0.07894736842105263,0,0
1913,22,43,16800,10015,0,48,0.0858252427184466,0,1
1914,5,30,17990,14416,0,48,0.08764705882352941,0,0
1915,0,30,8700,9506,0,72,0.05773857257417803,0,0
1916,6,24,13500,13500,0,60,0.1305263157894737,0,0
1917,7,67,11489,12914,0,72,0.2126315789473684,0,0
1918,0,24,8800,1800,1,12,0.1266666666666667,0,1
1919,6,28,4600,4985,0,24,0.1816666666666667,0,0
1920,3,21,6750,7660,0,96,0.06769230769230769,0,0
1921,3,42,8140,8854,0,60,0.05709342560553633,0,1
1922,4,55,18620,21884,0,96,0.1140909090909091,0,0
1923,10,68,5450,3300,0,24,0.04798657718120805,0,1
1924,8,41,16500,10500,0,48,0.07596463022508039,0,0
1925,3,39,9000,10860,0,96,0.07114399544678429,0,0
1926,8,24,8453,9166,0,60,0.1261538461538461,0,0
1927,25,44,11510,11510,0,72,0.088125,0,1
1928,5,29,9500,4827,0,36,0.07567567567567568,0,0
1929,4,69,8995,10868,0,60,0.1333333333333333,0,0
1930,1,21,7990,7809,0,96,0.06785714285714285,0,1
1931,12,41,10490,3000,1,48,0.022,0,0
1932,16,52,4072,4495,0,36,0.1023076923076923,0,0
1933,4,33,10980,12704,0,60,0.07525083612040134,0,0
1934,0,51,22490,18990,0,60,0.2727272727272727,0,0
1935,29,53,6290,6201,0,48,0.07611111111111112,0,0
1936,4,36,21572,21711,0,48,0.2086148648648649,0,0
1937,0,20,10980,10980,0,24,0.28,0,0
1938,0,52,12490,10290,0,60,0.1541666666666667,0,0
1939,25,57,24990,24990,0,72,0.1415789473684211,0,0
1940,27,50,7185,7517,0,84,0.04260651629072681,0,0
1941,10,31,10500,7000,0,48,0.08333333333333333,0,0
1942,0,22,9500,7300,0,48,0.1088888888888889,0,0
1943,22,47,21590,18039,0,60,0.1886666666666667,0,0
1944,2,44,4888,5476,0,48,0.08888888888888889,0,0
1945,2,20,7990,7955,0,72,0.1285097192224622,0,0
1946,0,64,25900,25900,0,60,0.1065279770444763,0,1
1947,1,27,4900,4537,0,36,0.1133333333333333,0,0
1948,15,55,16500,16500,0,60,0.1349134001823154,0,0
1949,0,49,6340,6340,0,60,0.08714285714285715,0,1
1950,27,58,11990,15178,0,72,0.06860371267150928,0,0
1951,12,73,4850,3150,1,60,0.04603174603174603,0,0
1952,17,38,13000,13000,0,48,0.1143835616438356,1,1
1953,27,49,8750,6750,0,48,0.05333333333333334,0,0
1954,20,43,17000,17000,0,60,0.1530769230769231,0,0
1955,1,21,6450,7312,0,84,0.06451612903225806,0,1
1956,11,56,12690,9815,0,60,0.05238095238095238,0,0
1957,5,49,15050,9050,0,60,0.08936170212765958,0,0
1958,23,88,2500,2500,0,24,0.07857142857142857,0,0
1959,5,63,6254,6485,0,48,0.09782608695652174,0,0
1960,7,46,9600,8160,0,48,0.09885714285714285,0,0
1961,0,22,5990,7196,0,96,0.06916666666666667,0,1
1962,0,19,6780,5479,0,48,0.31,0,0
1963,27,59,8895,9264,0,84,0.04814814814814815,0,0
1964,36,59,7897,8173,0,24,0.1424,0,0
1965,6,36,19400,22603,0,72,0.1456844420010995,0,1
1966,0,23,17495,17495,0,60,0.14375,0,0
1967,24,42,9200,9200,0,36,0.08535071384233395,0,0
1968,15,51,7902,9112,0,60,0.1628571428571429,0,1
1969,0,24,11000,11245,0,48,0.1538461538461539,0,1
1970,9,69,12000,3000,1,24,0.081875,0,0
1971,23,63,19500,15477,0,48,0.1731578947368421,0,0
1972,26,49,9490,10425,0,72,0.1284615384615385,0,0
1973,9,55,8977,9470,0,48,0.1816666666666667,0,0
1974,1,36,16830,4830,1,36,0.04021164021164021,0,0
1975,27,61,15540,6368,1,48,0.1071428571428571,0,0
1976,2,31,8000,8000,0,96,0.06396063960639606,0,0
1977,0,36,26040,28490,0,36,0.1718213058419244,0,0
1978,3,21,23000,21250,0,72,0.1870748299319728,0,1
1979,0,20,11365,12225,0,60,0.1416666666666667,0,1
1980,1,28,22246,23617,0,72,0.150625,1,1
1981,0,21,8999,10054,0,96,0.1044520547945205,0,1
1982,3,22,6888,6888,0,48,0.212987012987013,0,0
1983,3,58,8325,8773,0,48,0.1042105263157895,0,0
1984,34,51,5690,1690,1,24,0.02970694500200723,0,1
1985,18,55,15990,10490,0,72,0.06693877551020408,0,0
1986,17,77,12589,7704,0,48,0.1264705882352941,0,0
1987,28,54,26000,11800,1,48,0.1,0,0
1988,3,35,11250,11452,0,96,0.06017316017316017,0,0
1989,23,49,5976,5976,0,24,0.1377659574468085,0,0
1990,2,27,13990,13990,0,36,0.2992857142857143,0,0
1991,40,57,32500,8793,1,24,0.1650655021834061,0,0
1992,25,54,20450,16837,0,72,0.124,0,0
1993,0,41,17790,17267,0,72,0.1176470588235294,0,0
1994,5,50,8290,7140,0,48,0.07348837209302325,0,0
1995,0,48,8595,8595,0,60,0.158,0,0
1996,14,54,6995,6995,0,72,0.09333333333333334,0,0
1997,15,53,25280,25280,0,72,0.1336363636363636,0,0
1998,7,43,15318,13890,0,48,0.08310344827586207,0,0
1999,1,26,7670,8317,0,60,0.08764705882352941,0,1
2000,20,56,4865,2365,0,24,0.102,0,0
2001,4,36,5990,5990,0,60,0.05136363636363636,0,0
2002,3,31,26490,13450,0,48,0.1414285714285714,0,0
2003,7,36,28120,27141,0,60,0.2513287775246773,0,1
2004,17,35,19900,14900,0,24,0.1523591087811271,0,0
2005,3,63,9990,11160,0,96,0.1672816728167282,0,0
2006,31,53,7520,7520,0,32,0.0685,0,0
2007,0,25,7150,5326,0,60,0.05529411764705883,0,0
2008,5,57,15550,17733,0,96,0.1653846153846154,0,0
2009,2,19,15890,15890,0,72,0.1092307692307692,0,0
2010,7,49,23500,25666,0,72,0.1716981132075472,0,0
2011,0,42,4840,5259,0,60,0.07101024890190337,0,1
2012,14,74,20680,19880,0,60,0.1761538461538462,0,1
2013,4,69,20000,12500,0,48,0.1,0,0
2014,1,25,9641,9641,0,39,0.1759656652360515,0,0
2015,7,26,16889,18184,0,60,0.1816666666666667,0,0
2016,3,31,14041,7137,1,48,0.1110344827586207,0,0
2017,1,64,14990,11790,0,36,0.1214285714285714,0,0
2018,1,26,11800,4298,1,24,0.115527950310559,0,0
2019,0,28,8240,5240,0,24,0.1135,0,0
2020,7,81,7590,7590,0,72,0.02179349767774205,0,1
2021,8,57,13800,8782,0,72,0.1462053571428572,0,0
2022,2,27,13990,15402,0,72,0.1129411764705882,0,1
2023,37,57,17880,18060,0,72,0.1064,0,0
2024,27,57,17250,13750,0,60,0.06578947368421052,0,0
2025,3,33,15650,5650,1,36,0.06,0,0
2026,30,62,15830,11480,0,48,0.0416,0,0
2027,4,47,7285,8139,0,96,0.04725536992840095,0,1
2028,14,51,10390,8390,0,60,0.06432748538011696,0,0
2029,7,28,6975,7843,0,48,0.08880118401578688,0,0
2030,38,55,15301,4625,1,24,0.0995,0,0
2031,6,64,3477,3592,0,24,0.156,0,0
2032,19,42,7290,6812,0,36,0.05003335557038025,0,0
2033,0,27,9217,10004,1,60,0.07692307692307693,0,1
2034,7,61,12000,11000,0,60,0.091875,0,0
2035,0,34,5095,5438,0,60,0.08849557522123894,0,0
2036,7,47,14800,13649,0,60,0.1259515570934256,0,0
2037,20,58,20560,17450,0,60,0.08695652173913043,0,0
2038,16,56,18590,14590,0,84,0.1636513157894737,0,0
2039,9,33,9900,9900,0,60,0.06173913043478261,0,0
2040,0,26,13100,14234,0,60,0.2927374301675978,0,0
2041,27,55,11110,11110,0,72,0.03553008595988539,0,0
