,Job tenure,Age,Car price,Funding amount,Default (y)
547,4,67,23900,12900,0
5609,5,50,7685,8342,0
4883,8,73,14914,14914,0
5767,25,51,16750,10750,0
121,1,59,11650,5906,0
6322,3,44,9250,7722,0
5758,1,57,7900,8057,0
5766,21,41,17305,20789,1
5683,16,46,13100,14209,0
3010,4,51,15450,11575,0
5080,28,54,10205,10205,0
1561,11,76,4405,2997,0
1883,22,50,10450,6570,0
3024,36,58,22487,14084,0
5391,2,46,5200,5584,0
2903,8,55,13750,10230,0
4919,9,55,10990,5166,0
6388,11,61,6630,5168,0
6772,23,49,6990,8415,1
3333,1,43,6000,2693,1
4764,10,50,10590,9417,1
7020,10,49,7450,2873,0
1912,12,76,16490,6990,0
5344,7,52,14200,15727,1
7311,21,47,6412,6894,0
1046,10,70,7190,8393,1
6767,15,58,5037,5618,1
4294,16,76,6885,6949,0
5723,11,46,6900,6000,0
7324,10,58,14980,14980,1
5579,4,54,15600,14600,0
2650,2,68,20950,16950,0
7273,24,45,7250,5566,0
1175,1,50,6350,6350,0
719,11,53,12490,9490,0
6219,8,54,6990,7277,0
3520,25,45,4300,4564,1
5199,28,47,16300,17304,0
4800,12,61,10030,4676,0
2836,4,62,21500,21500,0
6329,35,54,11000,11718,0
5835,6,59,7500,7991,0
5816,26,45,16695,10595,0
4046,19,50,21200,6500,0
5086,27,51,20467,8000,0
4246,5,44,2229,2251,0
4258,4,51,8237,4357,0
2119,26,59,11990,11990,0
1064,13,57,6900,3400,0
245,14,60,11385,11485,0
4664,18,56,7449,7449,0
7228,26,47,8900,9547,0
3148,25,53,3700,3758,0
6144,7,72,6900,6900,1
5593,15,61,9890,11742,0
6252,12,48,4440,4440,0
2178,10,63,19890,21137,1
4416,8,50,11990,4398,0
3758,11,76,5552,3000,0
6911,3,60,6849,5731,0
945,7,59,32875,21252,1
174,3,84,10800,5000,0
3414,35,52,9500,10465,0
322,7,57,15990,17518,1
6185,0,49,10750,9362,0
199,5,50,10338,11242,0
1506,14,52,3990,2146,0
812,33,50,9295,4912,0
6100,3,49,5704,5704,0
501,14,59,6000,7036,0
3014,1,58,9080,9775,0
3091,0,50,3990,4454,0
2941,5,55,8550,5422,0
3077,9,61,7700,8098,0
70,13,73,14950,10950,0
2542,43,60,11990,6990,0
6943,1,41,6350,1912,0
1195,6,73,12500,12500,0
2087,21,77,7600,8026,1
2642,27,51,17900,9211,0
779,11,74,10496,10993,1
7158,36,55,4683,4683,0
4190,14,74,7980,7278,0
6429,21,57,3486,3682,1
4938,12,72,7780,2580,0
4996,14,46,12790,9113,0
5087,15,60,11999,10150,0
2937,23,42,7490,6773,0
4645,2,51,14365,11773,0
4829,19,59,13990,9990,1
2224,4,41,7950,5262,0
2249,5,50,9900,9673,0
2239,3,47,6500,2500,0
7264,23,83,6420,6420,1
6357,2,44,4990,4052,0
622,6,49,7200,3600,0
4624,14,78,15490,15490,0
5241,10,51,18500,18689,0
2932,12,55,11890,9890,0
6077,4,58,11504,12041,0
274,9,49,19400,16900,0
6778,7,66,11950,10900,0
1714,15,41,9800,9694,0
2778,26,47,16490,16490,0
3358,27,57,17790,19174,0
2227,7,54,5031,5031,0
1350,10,73,8150,3384,0
4574,15,53,11895,9695,0
5846,5,48,21500,7000,0
5676,1,58,9900,10619,1
5330,5,56,15695,16911,0
5272,5,69,1501,1501,0
2788,34,52,15550,14118,0
326,8,50,6930,5430,0
4532,4,64,12990,12198,0
2677,25,45,8500,8500,0
2342,15,46,6095,6605,0
5617,9,57,3260,3587,0
6808,21,54,10989,9489,0
1520,0,51,10750,10866,0
5259,6,53,6298,6782,0
408,9,43,10520,5340,0
6899,8,73,4190,4190,0
573,17,74,24990,16990,0
4550,31,66,13550,10550,0
801,9,49,6479,6883,0
4482,11,48,14380,14380,0
5006,28,60,13209,13209,0
425,30,55,8900,9573,0
2973,28,50,16490,19178,1
3045,15,55,7890,8804,1
3578,2,48,13990,6646,0
4340,13,58,3290,2481,0
907,1,52,11500,11500,0
4842,7,52,11500,7595,0
4015,33,57,5682,6365,0
4789,16,40,3000,3000,0
5107,8,55,11821,6321,0
2005,3,63,9990,11160,0
4166,4,47,10400,5000,0
5735,18,37,21000,7549,0
6978,36,56,4749,4749,0
3755,34,52,25750,28889,0
5058,45,62,7500,7500,1
1233,1,42,4990,4990,1
2673,30,54,17940,19521,0
4102,14,78,12100,12100,1
3441,5,57,8800,8737,0
5858,2,56,11900,3900,0
3855,2,53,13600,7699,0
2845,17,48,11800,2800,0
3838,28,46,8870,9325,0
518,0,63,19300,13300,0
6815,2,51,6500,2500,0
5781,6,53,6000,6000,0
4511,13,53,16000,5500,0
471,0,66,10400,11266,0
5407,15,55,14890,12769,1
3312,8,57,12400,12212,0
5061,13,39,4600,3022,0
6391,17,51,11576,11576,0
5096,4,45,8990,9958,0
5719,1,53,14999,12114,0
6874,10,36,5540,6001,0
1783,5,58,20660,22237,0
5422,6,60,10900,9552,0
553,4,43,4875,5685,0
5366,7,47,7860,6329,0
739,1,62,3776,3974,0
3482,19,46,23950,11600,0
3960,11,51,7400,7400,0
1298,9,50,13090,6219,0
949,23,44,12490,16216,0
1022,4,56,13500,7327,0
1423,25,51,6860,6860,0
3625,16,47,19300,16300,0
5493,14,37,3660,3660,0
1397,21,45,15490,17575,1
7024,4,69,14320,11941,0
7080,20,45,9338,9338,0
3563,25,51,19910,17914,0
904,12,39,12500,9500,0
712,12,73,12688,12688,0
3050,16,37,7430,5430,0
652,27,61,1500,1581,0
6025,27,53,11975,10975,0
2225,18,51,16365,15461,0
5818,23,54,13500,9000,0
1548,5,51,14800,14300,0
5306,0,50,7551,8125,0
2229,1,60,8990,9650,1
4669,3,53,12599,14498,1
831,16,55,9300,7058,0
6784,32,59,13900,10283,0
5862,8,71,15980,18274,1
4647,18,41,7490,4742,0
1383,10,59,6795,7154,0
3869,12,56,5000,2090,0
6339,16,46,14790,11790,0
7392,39,62,15995,10995,0
763,15,49,15000,10000,0
2031,6,64,3477,3592,0
4890,44,61,3490,2617,0
4963,43,64,5666,6199,0
3550,0,63,11300,11300,0
724,2,65,4000,3569,0
2835,3,42,1501,1501,0
7129,22,65,9596,10497,0
1420,1,52,3750,2750,0
3317,23,55,6553,7070,0
3101,37,59,6630,6030,0
90,19,71,14850,10000,0
3235,18,50,22680,20180,1
5810,9,45,8350,9551,1
5969,19,49,11062,11062,0
7422,10,64,11990,11978,0
2543,2,45,9090,6665,0
6405,37,54,7950,8932,0
2099,12,48,14500,13300,0
4224,2,68,10408,10408,0
1737,13,53,12960,12099,0
5484,7,57,20550,22207,0
4796,18,65,17290,17290,0
7227,32,62,3629,3629,0
837,2,55,11950,6950,0
647,14,55,20400,17048,0
2291,30,56,12700,2792,0
5382,2,49,8298,5701,0
181,4,52,3927,4349,0
3822,21,80,10500,12835,1
6192,18,35,7500,7000,0
3071,16,79,12950,7972,0
1164,7,63,26000,21500,0
3492,35,56,9990,10904,0
457,0,63,19615,22096,0
3238,8,60,7990,5690,0
1372,2,54,17021,16224,0
4204,4,52,11990,11870,0
2586,22,77,11800,3800,0
2574,22,61,8970,6970,0
1047,0,50,7990,5827,0
3731,18,56,6990,7509,1
7013,3,68,17950,13190,1
57,28,52,22990,15410,0
6555,12,72,7950,8359,0
4457,20,49,7990,8100,0
3971,26,59,15500,15500,0
1615,0,60,6637,7113,0
3027,40,57,7106,7489,0
4982,21,39,16500,13500,0
503,14,77,10046,10046,1
2515,18,56,15975,11676,0
4086,5,70,15740,11004,0
5452,5,65,3990,4710,1
4650,17,62,5237,5237,0
5833,0,63,14990,13990,0
7242,35,59,26470,27490,0
6212,16,43,15724,9440,0
3689,11,75,18300,18300,1
5014,34,51,3075,3075,0
4483,7,55,15100,15100,0
642,11,67,19190,19190,0
3105,25,51,5149,5149,0
2968,8,71,20540,20540,0
2338,11,53,14440,15666,0
5686,23,58,8870,9000,0
2758,1,58,11400,4606,0
7132,1,46,7490,7122,0
6208,40,59,4990,4990,0
3204,2,58,9290,7937,0
4623,13,52,10490,7490,0
6598,16,76,8630,9162,0
1606,5,42,7430,8596,0
3997,9,51,4990,4990,1
7232,15,66,8990,7386,0
1317,12,71,5000,5205,0
1161,10,48,23940,10704,0
1461,31,51,7950,8638,1
4925,42,59,16110,5854,0
2587,27,53,8932,10023,0
3002,9,54,5812,5975,0
6962,26,61,11680,9810,0
4025,3,52,13490,14424,1
2369,36,60,25890,25890,0
2764,7,56,2373,2373,0
314,5,58,18950,16133,0
6193,4,51,3810,4211,0
7418,26,49,19800,23458,0
1870,15,75,6660,6660,1
2850,22,54,11591,12649,0
3378,3,51,11900,3690,0
6112,1,49,9990,6929,0
346,13,53,12500,12470,0
4786,12,53,17120,5660,0
3494,37,58,4450,4711,0
947,4,69,14450,10830,0
7393,17,46,11400,13445,0
31,9,71,22830,12330,0
5312,12,73,10890,10890,0
490,10,55,21189,21189,0
5913,10,56,7950,8471,0
2218,21,56,7300,7791,0
7369,1,52,15800,3700,0
6606,4,68,4342,3342,0
897,3,66,16090,11751,0
4237,9,52,6990,6441,0
5303,2,60,18000,19422,1
6937,24,62,22990,20000,0
1093,21,40,7100,5319,0
3799,17,53,13800,7800,0
4038,2,63,13990,13990,1
7364,9,46,5712,5712,1
6198,26,48,1700,1743,0
6927,4,55,9490,10621,0
5678,26,53,15290,13290,0
435,31,47,11400,5400,0
4447,27,56,5490,5850,0
1683,18,47,5582,5582,0
7189,9,45,8461,9301,0
434,23,45,11850,9704,0
5094,27,49,16500,11500,0
952,3,59,16940,10940,0
1188,7,50,13500,13677,0
2339,19,51,6778,6778,0
2380,0,49,8905,9488,0
6888,3,50,10000,9799,0
7216,24,53,22300,23627,0
5965,40,57,10500,5500,0
92,23,85,10000,7500,0
6878,5,51,14390,7890,0
2308,19,51,15995,15995,0
3206,4,57,9000,9000,0
3786,20,79,15958,15958,0
3377,31,54,13970,15159,0
2260,0,55,8180,8180,0
5916,25,59,6070,4070,0
5400,13,82,13480,13858,1
1897,8,73,12650,12650,1
2217,5,64,5000,5135,0
5156,21,43,10780,6683,0
378,0,56,5648,5648,0
864,15,56,16990,18177,0
4758,21,57,5490,5607,1
3849,15,48,10000,11271,0
1972,26,49,9490,10425,0
2943,24,52,7900,7900,0
5610,5,50,6200,6200,0
957,20,53,26980,24203,0
3352,19,43,7922,6922,0
5255,23,49,24100,22100,0
1558,41,58,8334,8334,0
6283,13,54,25500,13690,0
7361,15,47,9700,9532,0
278,15,78,4365,1550,0
1068,7,50,13600,15494,0
6483,39,56,19987,15000,0
5863,9,74,12500,12817,0
1815,0,53,4243,4243,0
2518,0,64,8248,7698,0
532,13,58,4990,5384,0
3221,19,78,13950,9895,0
4118,23,58,18142,18142,0
4974,23,88,4000,4000,0
6358,2,57,13000,8607,0
2843,6,40,11900,5300,1
6099,24,45,7991,7991,0
3753,41,59,19630,17830,0
1893,20,66,13385,9485,0
601,16,79,10489,8104,0
6520,4,67,8575,7662,0
6163,14,52,9000,11220,0
5246,11,50,20780,19409,0
683,11,45,27500,5312,0
5904,2,55,14290,4290,0
6971,3,42,5990,5647,0
7380,24,62,9000,4462,0
3121,17,45,13794,14925,1
865,23,49,19990,21880,0
7191,20,48,22250,11150,0
3721,0,56,13300,14970,1
6871,8,52,10125,10887,0
931,11,72,13819,12819,0
86,2,66,9500,11524,1
3443,15,47,9670,7170,0
6412,12,51,6147,6147,0
718,23,45,18280,17454,0
3165,36,61,13000,7235,1
5771,3,68,7069,6856,0
5516,25,46,13500,15118,0
5102,1,57,9600,4600,0
2985,5,55,4400,4940,0
1676,10,66,8900,8616,0
6506,18,51,15180,13080,0
3688,6,51,10205,10205,0
5703,15,71,19400,20397,0
2173,13,49,4700,3700,0
5060,34,55,17500,15532,0
3318,14,59,4790,5027,0
3942,23,50,22670,22670,0
452,38,60,5534,5534,0
4333,10,73,11590,7590,0
4270,10,49,11900,13210,0
3458,4,57,15655,19299,0
1837,0,52,11670,7270,0
1844,16,47,9985,10859,0
5646,17,81,6589,6427,0
449,1,53,10990,11556,0
4825,1,51,6300,7200,0
6128,5,53,4250,4745,0
4239,10,74,8999,6599,0
265,16,54,11990,6847,0
1039,28,49,4800,5470,1
1471,14,51,17272,12643,0
6450,16,36,5300,2358,0
2467,1,44,7990,6490,0
3893,19,44,9380,10116,0
1055,3,58,5628,4243,1
759,0,63,21188,13976,0
24,10,61,8600,8600,0
4950,7,50,6269,6877,0
2028,14,51,10390,8390,0
1609,19,48,23665,20764,0
2451,9,52,6850,6850,0
254,22,57,4472,4472,0
848,2,66,5990,6704,0
486,11,57,15800,10800,0
786,5,66,29990,28494,0
3914,15,53,9192,9192,0
1662,14,61,14900,12900,0
5724,8,37,6990,4822,0
6416,2,50,5543,6214,0
4378,41,61,15990,15990,0
958,26,55,17999,14120,0
6136,6,45,9000,10055,0
3035,9,69,5950,2560,0
926,3,59,7500,7850,0
6847,17,42,10905,12401,0
5049,36,52,4322,4696,0
2741,15,58,9850,9940,0
2034,7,61,12000,11000,0
5130,1,51,16990,6758,0
1235,11,44,12790,11490,0
5071,3,46,7800,6800,0
3647,20,84,16280,2287,0
2199,28,51,16000,7250,0
994,4,62,9300,6869,0
1583,20,75,6500,6000,0
3080,35,61,7439,8056,0
5792,21,45,13500,11000,0
4520,25,52,13890,15100,0
6161,10,59,14750,14750,0
5397,16,52,19800,14658,0
5141,0,52,12129,11562,0
2525,10,69,16613,16613,0
1346,6,69,18690,9690,0
4536,6,59,9400,10000,0
1144,27,46,6244,6244,0
4989,15,64,19550,12750,0
2080,20,55,21500,16500,0
463,23,57,3590,2238,0
2321,0,54,6985,1985,0
598,19,50,5690,6372,0
6790,2,59,5349,3533,0
1755,27,51,6040,6693,0
6925,22,62,3399,1947,0
5492,7,41,3500,3000,0
6714,35,56,11890,8890,0
5500,32,48,14790,12790,0
6647,20,59,16400,17122,0
7250,2,56,4650,4906,0
5933,27,62,11000,11789,0
3159,14,42,9200,10330,0
7414,19,37,15550,14408,0
655,4,55,5550,6109,0
240,22,40,23049,17931,0
63,0,65,11490,7690,0
1564,14,41,12300,9300,0
2966,22,56,12800,14045,0
3332,16,54,7700,3000,0
2894,9,54,14500,2000,0
1736,17,37,9096,9096,0
5808,16,46,6300,5707,0
7084,37,55,23622,25560,0
4304,30,48,5900,5900,0
3139,5,43,5980,5980,0
3608,20,59,6540,4225,0
5194,23,39,12650,13745,0
1057,5,64,5199,5875,1
3169,26,56,13050,14249,1
5787,23,40,20900,19200,0
4894,8,48,15809,14509,0
1881,16,43,16995,15191,0
7146,10,56,19880,21779,0
2802,9,67,9485,7441,0
2763,6,53,9850,9850,0
1509,16,55,23250,25080,0
4316,2,67,13000,11000,0
3282,1,50,9490,4087,0
602,7,46,3900,3900,0
6280,35,68,10690,8690,0
6262,19,43,4985,4339,0
1565,25,52,8590,9031,1
2405,15,41,4401,4401,0
5559,4,49,7800,7876,0
5304,2,54,12900,10832,0
4696,35,65,7500,6561,0
6840,15,38,12485,11184,0
3801,13,65,6100,6490,0
3722,14,67,12030,9930,1
6480,25,50,13600,15435,1
6858,2,67,9742,6654,0
1572,20,50,20990,20990,0
5655,8,67,18800,16800,1
1902,0,53,9030,10277,0
1505,20,74,4505,4631,0
37,25,58,18538,9273,0
5963,6,55,5990,6695,0
4812,1,65,5800,4300,0
1788,15,51,17490,13990,0
2164,20,45,7990,8318,0
2890,26,45,15990,17495,0
7368,9,55,10760,8639,0
3006,24,55,14990,7490,0
1752,35,52,14990,17051,1
4927,15,74,12500,10200,0
293,34,53,20245,20995,0
6345,16,46,17900,16000,0
1872,4,55,11343,10343,1
3209,25,49,14164,14164,0
4738,0,64,4500,4816,1
5790,17,75,20450,15450,0
2252,28,55,19360,20346,0
1877,26,55,22789,4150,0
2115,30,57,6900,3050,0
4649,39,60,19411,10590,0
6055,0,58,5990,2059,0
1940,27,50,7185,7517,0
887,7,69,10990,5990,0
1530,13,56,10000,7000,0
2358,14,42,16680,7005,0
7004,20,53,17500,13460,0
7288,6,59,13880,11077,0
889,15,36,9170,10084,0
1869,19,51,18990,19027,0
1278,2,46,8690,9057,0
2873,23,79,6353,6353,0
730,24,53,15990,7517,0
19,44,60,13800,11808,0
4076,2,63,20590,17590,0
4368,9,68,4126,4126,0
5876,23,41,6490,6490,1
6226,30,47,13690,11690,0
4189,17,77,19500,16500,0
3308,38,57,11110,9110,0
1354,48,64,7955,7955,1
6073,11,77,17460,5350,0
6336,29,48,6500,6645,0
6773,23,58,15775,10000,0
2908,40,62,7617,7617,0
113,26,52,10990,10890,0
2655,23,48,15470,12815,0
2478,17,59,4300,2967,0
3008,6,57,7790,7790,0
2678,17,60,11900,6400,0
4174,3,66,9873,2873,0
7026,4,66,25950,21150,0
7193,13,44,9000,4500,0
5338,12,58,20290,21813,0
548,18,40,6300,6236,0
3910,4,59,14950,11548,0
2549,12,66,8900,7400,0
6703,17,35,10775,5823,0
6204,1,46,6409,7476,0
5548,23,45,7813,8381,0
2240,7,48,13285,10715,0
2742,24,61,7795,7795,1
2718,0,54,15120,5773,0
6991,4,41,3900,2900,0
4414,16,48,27840,8000,0
4359,5,67,6712,7226,0
742,13,46,15635,9035,0
1791,13,48,19000,11500,0
5852,10,74,4430,4555,0
217,1,64,22610,18874,1
6764,4,57,7800,7800,0
5296,5,44,6500,7231,0
4857,24,51,14990,5350,0
166,18,46,2500,2656,0
4888,10,72,8389,2489,0
1710,11,47,10390,11745,0
3936,19,40,13490,13490,0
6253,40,66,16150,14104,0
6009,13,36,6200,7173,0
3813,21,77,5800,5800,0
3182,30,61,9100,9100,0
2471,11,52,19900,13000,0
2463,0,63,8450,6148,0
2949,1,54,8800,10414,1
3299,37,69,23300,20800,0
5716,24,47,5255,5255,0
4275,24,54,18789,18490,1
940,12,54,5480,5826,1
5717,26,45,14800,10902,0
6725,27,58,7067,7067,0
1413,6,55,11700,12393,0
5458,4,53,11000,12033,1
4505,32,51,15990,8500,0
6859,34,54,15700,3000,0
1053,15,32,3900,4464,0
3821,2,63,13510,16775,1
880,28,72,14105,14829,0
4523,1,52,11990,11432,0
1600,14,73,7078,4000,0
4100,1,39,1600,1600,0
6224,4,54,9586,9586,0
2847,16,77,5990,2990,0
2263,13,49,14280,12906,0
5446,16,61,15570,12170,0
7083,39,56,5985,6004,0
2926,2,44,5641,5851,0
5549,25,48,11450,11450,0
2387,12,49,15990,13766,0
2755,18,49,12950,11933,0
6063,5,61,10561,10542,0
1034,11,45,9990,7698,0
1061,1,52,10990,11917,0
4700,23,52,3757,3757,1
1189,5,70,20458,16208,0
881,46,62,13420,16278,1
5955,20,44,8999,9529,0
1412,9,52,14410,17302,0
5822,16,72,14500,13585,1
5505,11,71,16990,9490,0
26,44,61,19312,19312,0
3334,17,57,5690,5690,0
2440,18,46,9900,7100,0
4420,3,50,10990,10301,0
6696,15,45,9600,6110,0
1623,30,47,8469,9202,0
4215,7,44,6200,6315,0
5820,30,46,14350,16100,0
5129,13,58,9990,4990,0
5856,28,55,17945,20863,0
6368,24,83,9850,2592,0
6792,16,48,12750,4750,0
3193,37,55,22770,19865,0
5419,4,53,11480,15292,0
2259,15,56,14390,15851,1
1957,5,49,15050,9050,0
1490,15,44,9820,6665,0
2072,28,52,27500,24133,0
620,4,52,4781,4781,1
1146,6,66,6490,2490,0
5953,24,48,5768,6262,0
1611,13,57,24950,24950,0
1001,3,56,16490,13000,0
3871,4,59,11420,11420,0
1748,22,55,16280,11200,0
6141,20,65,26495,26989,1
5159,2,49,5698,5698,0
2006,31,53,7520,7520,0
2818,16,43,6600,7980,0
393,8,69,8021,8021,0
3270,10,54,8059,8691,0
4077,33,68,3246,3409,0
4848,9,73,14100,9600,0
1995,0,48,8595,8595,0
5523,16,46,17860,16640,0
4503,16,77,11890,6445,0
4745,2,68,1600,1675,0
5286,24,51,6749,6164,0
1477,17,55,8500,8500,0
1665,1,66,7896,7896,0
6422,14,57,20600,20600,0
4099,1,47,6100,6572,1
4305,1,64,13994,14626,1
1415,2,51,6789,6533,0
3617,8,58,6373,6373,0
5747,17,40,12290,3000,0
2310,25,42,15980,15980,0
6502,17,44,10900,5900,0
3548,15,50,13990,12263,0
4220,31,59,16400,11923,0
6524,13,62,15830,10524,0
2535,17,50,14495,8706,0
2388,21,76,5900,2400,0
2268,17,50,4812,5173,0
3977,28,59,9932,11431,0
3824,15,54,6590,4506,0
4977,6,65,12900,12900,1
2191,32,51,4200,4200,0
3316,4,48,8200,9150,0
1694,2,58,6069,6546,0
5186,15,60,9300,8514,0
1002,24,53,25530,16420,0
6222,24,51,4761,4761,0
1745,7,58,7731,7731,0
214,21,42,9016,9016,0
2210,26,46,12470,9470,0
3792,0,50,16500,9500,0
3130,25,62,5700,1700,0
517,8,55,12500,4200,0
4865,8,57,5069,3140,0
733,8,82,25990,23315,0
1193,2,55,7990,6508,0
2264,1,47,8100,8100,0
662,5,54,6731,6731,0
1782,8,62,6400,7159,0
3393,6,66,2700,2700,0
7269,15,64,7890,8133,1
7377,3,48,4600,2764,0
3989,6,66,9085,9735,0
1117,22,59,13900,14621,1
6103,3,65,5101,5271,0
5753,7,46,12490,7611,0
6469,37,63,8828,8828,0
4509,19,54,13900,13900,0
6691,12,77,10000,5000,0
297,26,45,8900,6900,0
6548,2,54,4888,4888,0
87,8,47,9950,7950,0
3540,16,80,22450,15450,0
1878,4,58,15800,13800,0
3428,33,61,11800,3800,0
3404,7,59,24585,21585,0
6245,25,53,12500,8000,0
3720,13,54,7500,8149,0
5204,13,72,13170,7170,0
534,4,68,6600,8186,1
691,13,77,6500,6500,1
7038,31,52,8690,6514,0
144,4,45,3490,3490,0
6337,5,52,10990,10990,0
7163,16,53,8990,10487,1
7306,13,46,8028,6824,0
2522,23,45,8950,8518,0
3208,9,69,13300,12300,0
993,27,55,29400,18800,0
476,12,76,11770,9770,0
307,6,69,5850,6292,0
2671,31,59,16519,6877,0
3185,30,47,20190,17814,0
1951,12,73,4850,3150,0
402,5,64,12900,14510,0
3145,11,71,16799,14789,0
3263,11,56,4450,4000,0
2117,26,62,8239,9497,1
7291,9,61,10930,10930,0
2996,7,47,7500,6551,1
5426,17,54,6045,6045,0
6671,1,55,7860,5990,0
4981,18,58,4950,5434,0
4252,26,48,8800,8800,0
4908,6,62,20839,17035,0
4369,26,45,6787,7304,0
615,30,59,9900,8489,0
5679,9,48,15340,15450,1
5899,2,55,5900,5707,0
567,4,47,6594,7532,1
6033,5,53,9980,8680,0
1789,2,48,5602,5969,0
1964,36,59,7897,8173,0
4323,4,53,16990,13990,0
3227,8,71,18500,13760,0
2434,27,43,14748,16097,0
2157,11,61,11900,7400,0
3826,19,81,23490,18169,0
2446,15,47,22500,18636,1
6377,17,62,7990,1611,0
1042,5,49,11999,11999,0
3543,30,54,4598,4598,0
3116,7,46,5327,3327,0
5425,23,43,10000,10000,0
1888,26,66,4856,4856,0
1225,15,46,11390,9254,0
1738,14,74,7804,8263,0
6818,2,56,5000,5174,0
1503,7,60,13990,13990,0
1808,17,48,9440,10241,0
3288,27,52,11690,12728,0
5324,9,51,3500,3338,0
1170,4,63,13230,13230,0
7156,9,69,13190,8190,0
5091,17,49,5890,7217,0
1840,10,70,6490,4990,0
873,4,58,9780,10755,0
3771,16,71,14590,14590,1
