,Job tenure,Age,Car price,Funding amount,Default (y)
1879,0,21,20600,19609,0
2163,3,47,23720,14099,0
3979,1,24,14050,15462,1
1572,20,50,20990,20990,0
5655,8,67,18800,16800,1
3277,9,39,22472,22030,0
1788,15,51,17490,13990,0
2864,0,20,22990,25703,1
6348,1,43,19000,19000,0
2890,26,45,15990,17495,0
1752,35,52,14990,17051,1
293,34,53,20245,20995,0
6345,16,46,17900,16000,0
3945,2,28,18390,15890,0
1769,0,30,29790,29790,1
3410,2,24,12490,13009,0
5790,17,75,20450,15450,0
4685,2,20,27490,26490,0
2252,28,55,19360,20346,0
3671,0,32,24600,18300,1
1612,3,39,21990,16990,0
7004,20,53,17500,13460,0
1869,19,51,18990,19027,0
1244,0,36,15990,18984,1
6836,0,27,18400,20469,1
4076,2,63,20590,17590,0
4189,17,77,19500,16500,0
6591,2,26,21000,21000,0
3607,0,22,25500,25500,1
3961,1,50,15990,15990,0
6820,7,38,29490,21490,0
4952,7,47,18490,21146,1
1978,3,21,23000,21250,1
6973,3,23,17950,17950,1
2420,1,54,20168,20168,0
7026,4,66,25950,21150,0
5338,12,58,20290,21813,0
1618,0,43,12600,14708,1
1534,0,25,14500,16540,0
680,1,46,13500,14957,1
3383,2,26,14950,14950,1
83,14,35,17960,14960,0
5464,8,30,16990,13204,1
2929,2,21,27000,29425,1
4414,16,48,27840,8000,0
5838,7,35,16200,13000,0
1791,13,48,19000,11500,0
217,1,64,22610,18874,1
2458,3,47,17999,12600,0
289,3,27,13590,13700,1
1617,0,33,14950,14950,0
5152,3,40,12980,14444,0
5030,1,31,20250,18250,0
2471,11,52,19900,13000,0
3299,37,69,23300,20800,0
4275,24,54,18789,18490,1
2287,12,43,15500,17684,0
1559,1,31,15000,14000,0
3821,2,63,13510,16775,1
3800,0,38,25390,25390,0
5137,5,30,15800,15822,1
6443,3,31,14300,15181,0
682,9,54,24550,21550,0
2366,1,31,22950,25108,1
5106,1,19,15950,16449,1
1052,4,36,20980,17380,0
5491,11,39,15958,15958,1
4024,0,36,18900,18900,1
446,4,51,25290,24155,0
6455,0,48,19990,19610,0
2387,12,49,15990,13766,0
1101,3,23,21942,21942,0
5404,3,25,18000,19599,1
2083,14,46,27950,26750,1
5270,2,52,17800,18934,1
1189,5,70,20458,16208,0
4198,1,25,20000,20000,1
1412,9,52,14410,17302,0
2615,0,41,14500,16911,1
4674,2,18,20890,23055,0
4081,0,20,21600,21612,0
26,44,61,19312,19312,0
5820,30,46,14350,16100,0
1152,1,24,11690,14164,0
5856,28,55,17945,20863,0
3193,37,55,22770,19865,0
2259,15,56,14390,15851,1
1867,14,39,17090,17990,0
6722,4,32,22777,25107,1
2072,28,52,27500,24133,0
4845,3,23,18500,19211,0
1699,9,36,29172,16172,0
5362,3,22,18990,17490,1
1611,13,57,24950,24950,0
1001,3,56,16490,13000,0
7186,2,49,19990,19990,1
3078,3,48,19250,19250,0
5155,1,29,14990,12768,0
3279,15,40,18900,20499,0
6141,20,65,26495,26989,1
2124,0,54,16937,18330,0
6020,1,54,33485,26485,0
5523,16,46,17860,16640,0
3560,5,28,16200,13128,0
2413,0,30,12990,14130,0
7287,0,23,20990,20895,0
6422,14,57,20600,20600,0
4305,1,64,13994,14626,1
2310,25,42,15980,15980,0
344,10,51,27990,18990,0
7255,1,36,23490,25708,0
5737,0,39,19500,18361,1
5912,2,23,18900,22048,1
1002,24,53,25530,16420,0
7423,22,43,23900,27815,0
733,8,82,25990,23315,0
2694,2,34,16800,15800,0
684,5,34,13174,13174,0
3956,6,45,15490,12484,0
4019,0,37,16500,18798,1
6865,9,38,29980,28341,0
4746,5,38,18700,16566,0
2053,5,35,14351,14182,0
3540,16,80,22450,15450,0
1878,4,58,15800,13800,0
6951,2,29,15730,14620,0
3404,7,59,24585,21585,0
2988,1,44,18900,15900,0
4593,1,23,15000,15000,0
1407,1,21,15000,14428,0
2569,3,41,21990,20279,0
993,27,55,29400,18800,0
6504,1,45,18900,21025,0
3185,30,47,20190,17814,0
6950,0,28,13490,13490,0
328,9,37,20485,19485,0
3145,11,71,16799,14789,0
4299,0,20,27980,27980,0
106,6,28,20400,18900,0
1642,1,45,18990,20912,0
6507,5,32,13800,13800,1
349,1,29,16800,14000,0
2722,0,29,14080,14890,0
4908,6,62,20839,17035,0
5679,9,48,15340,15450,1
4947,11,44,14185,15583,1
7299,4,45,16660,19447,1
4323,4,53,16990,13990,0
109,2,23,17990,19713,1
3227,8,71,18500,13760,0
4039,0,25,13500,13500,0
2434,27,43,14748,16097,0
507,4,23,20960,27184,0
3826,19,81,23490,18169,0
2446,15,47,22500,18636,1
577,2,25,27839,27954,1
4059,12,48,29500,24000,0
2002,3,31,26490,13450,0
3658,4,31,16050,12800,0
6996,4,29,15980,13608,0
1705,0,20,26000,28504,1
1780,5,22,15370,17099,1
4844,1,55,28980,24376,0
6490,11,38,23186,6557,0
6531,0,35,14320,12820,0
82,4,37,28854,29000,1
2276,5,37,25000,25000,0
1513,3,20,11900,13073,0
