,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
3571,1,39,14600,14600,0,84,1
3558,4,60,25900,21854,0,60,1
5026,23,53,18881,17988,0,60,0
6142,1,27,10950,6465,0,60,0
50,1,19,18990,20450,0,72,1
3574,11,47,25870,26790,0,48,0
6315,1,32,9990,9140,0,60,0
643,0,59,16125,17111,0,96,1
3058,0,23,12600,13705,0,60,0
4935,3,66,17900,19003,0,72,0
2780,2,22,26000,19122,0,72,0
592,6,25,8500,8500,0,84,1
4119,0,37,25400,28502,0,96,1
5018,23,51,24900,26983,0,60,1
5525,1,58,18390,19471,0,96,0
6012,3,26,7650,9225,0,96,0
6637,6,31,13070,11070,0,72,0
2185,9,29,33670,25670,1,84,0
6393,6,30,13992,15090,0,48,0
6590,16,35,16990,8500,0,72,0
4694,1,44,29900,28250,0,60,0
5687,7,51,14490,14919,0,84,1
6889,2,34,16480,15480,0,96,1
5471,0,39,17480,13480,0,48,0
5220,4,21,12800,13986,0,72,0
279,5,32,11490,11490,0,48,0
3096,1,51,15990,15990,0,60,0
5120,0,34,15714,15003,0,48,1
700,0,53,13590,13490,0,48,0
4614,1,42,18400,17698,0,60,0
2500,0,47,26800,19300,0,96,0
5918,5,58,17500,11200,0,36,0
3692,3,36,15890,17035,0,48,1
4590,27,56,20000,18000,0,48,0
807,1,24,11289,11812,0,60,0
6119,19,42,12780,14341,0,96,0
107,0,45,16300,16300,0,72,0
2905,2,31,26877,22873,0,60,0
636,0,19,19248,19248,0,72,0
3881,3,23,6750,7073,0,84,1
2833,17,33,24190,17370,0,96,0
1732,4,40,18087,18087,0,60,1
1450,2,56,15560,15250,0,36,0
6553,1,36,13490,14983,0,60,1
487,3,43,18850,8478,1,60,0
4172,2,20,13195,16129,0,60,1
6364,3,20,10490,9076,0,48,0
7114,32,48,21300,16300,0,60,0
2314,0,21,8500,8924,0,84,0
1739,2,24,20990,17490,0,72,0
6649,7,30,13300,13544,0,60,0
3717,5,46,9990,9990,0,96,1
1417,7,44,22440,24281,0,60,0
2706,1,27,15185,12185,0,60,0
1099,21,54,27450,21750,0,72,0
2110,0,53,12480,12480,0,60,1
1684,17,44,30809,24499,0,72,1
1027,20,56,29480,27480,0,60,0
6864,3,57,14990,15749,0,72,0
2329,0,23,13400,14430,0,48,0
6475,7,65,16000,16000,0,48,0
5206,3,68,16289,14789,0,48,0
5825,2,22,12150,12512,0,96,0
6924,1,49,28365,27800,0,96,0
1006,0,47,8564,9626,0,84,1
3487,4,40,20990,20990,0,72,1
817,0,21,20500,20500,0,36,1
494,0,56,14990,14990,0,72,1
1966,0,23,17495,17495,0,60,0
4534,13,32,14490,12490,0,60,0
3639,2,57,10690,10690,0,84,1
6258,3,26,14030,14598,0,48,1
1805,1,19,9900,9490,0,48,1
4991,4,49,12840,12637,0,48,0
4750,10,41,13000,11952,0,60,0
3199,29,63,27500,10500,1,48,0
1905,4,34,16750,15050,0,72,0
4379,1,44,12487,11429,0,72,0
3551,1,44,11770,11735,0,60,0
1359,4,33,16989,14589,0,60,0
1473,1,46,17611,17611,0,24,0
5665,1,40,10078,11194,0,72,0
1922,4,55,18620,21884,0,96,0
2414,27,60,19646,21324,0,60,0
468,15,49,26290,14590,0,24,0
696,13,53,16760,17924,0,48,1
5487,0,26,12000,12000,0,60,0
5802,6,29,34990,27306,0,72,0
7420,0,36,13900,13900,0,72,0
5477,3,19,18990,20281,0,72,1
1259,8,32,11598,9344,0,60,0
896,0,51,15500,15500,0,72,0
179,1,20,16790,18821,0,60,1
6201,2,38,25200,12700,0,48,0
1858,22,46,23390,11869,1,36,0
4740,17,38,14000,15895,0,60,0
6664,23,63,21950,17352,0,48,0
4071,1,24,25500,25810,0,72,1
4075,33,49,13990,16761,0,96,0
4761,1,63,16450,18180,0,48,0
4035,15,50,14950,14950,0,96,1
3184,2,39,18219,18219,0,72,0
4747,3,30,12790,9630,0,72,0
6445,26,60,18990,16759,0,84,0
7113,7,43,11990,13186,0,72,0
2640,3,39,12570,12396,0,72,0
5857,18,36,14550,15828,0,60,1
777,9,55,26456,21569,0,60,0
3886,1,52,16800,17941,0,48,0
4881,2,34,21950,21950,0,84,0
1832,2,30,14700,17351,0,84,1
3469,38,54,18590,16590,0,96,0
6454,0,23,15990,15579,0,60,1
4267,3,53,13489,11098,0,60,0
2008,5,57,15550,17733,0,96,0
5140,1,58,15740,13280,0,48,0
547,4,67,23900,12900,0,60,0
5704,1,34,17500,17500,0,72,0
2114,0,31,17000,15641,0,96,0
6147,0,25,10990,10100,0,48,0
5766,21,41,17305,20789,0,96,1
5683,16,46,13100,14209,0,60,0
5738,1,42,18485,18585,0,96,0
2348,1,18,17964,17797,0,60,1
2548,0,25,12105,13167,0,60,0
2970,4,27,14990,14600,0,96,0
3010,4,51,15450,11575,0,48,0
6987,0,19,9000,10155,0,48,0
857,0,22,13950,15914,0,60,1
3341,1,37,24900,26597,0,60,0
2487,0,22,9600,8600,0,48,0
3024,36,58,22487,14084,0,48,0
5498,1,23,7970,7970,0,72,0
6273,0,21,8690,7330,0,72,0
5594,3,40,12990,12025,0,72,0
426,5,24,9490,9768,0,60,0
5344,7,52,14200,15727,0,96,1
5905,1,35,13730,15520,0,60,1
877,8,26,18200,15200,0,60,0
1496,6,31,14590,14590,0,72,0
6576,15,36,15040,18176,1,72,1
2222,0,46,15950,12760,0,48,0
7347,1,35,21400,7680,1,48,0
7324,10,58,14980,14980,0,84,1
5579,4,54,15600,14600,0,96,0
2650,2,68,20950,16950,0,72,0
7079,7,29,5990,7196,0,96,0
2306,4,62,34460,26960,0,72,0
5199,28,47,16300,17304,0,72,0
2836,4,62,21500,21500,0,48,0
1106,1,51,18747,19537,0,72,0
6601,0,31,11729,10573,0,60,0
2384,9,26,21000,18257,0,48,0
5816,26,45,16695,10595,1,60,0
3624,1,22,6008,6684,0,96,0
4046,19,50,21200,6500,1,48,0
5086,27,51,20467,8000,0,60,0
245,14,60,11385,11485,0,96,0
3761,0,33,18990,18990,0,48,1
1851,1,21,18500,19363,0,60,1
977,6,24,12025,18473,0,96,0
491,10,31,21593,11571,1,48,0
2251,5,27,23999,23999,0,60,1
7111,0,35,8850,9833,0,72,0
2178,10,63,19890,21137,0,72,1
4988,1,38,31000,22000,0,84,1
945,7,59,32875,21252,1,60,1
322,7,57,15990,17518,0,84,1
5252,1,36,13250,12423,0,60,0
6152,3,26,14990,16431,0,60,1
195,0,44,11389,13738,0,84,0
3422,5,29,19293,23164,0,96,1
4706,2,39,13701,14958,0,72,1
5160,6,25,19280,18608,0,48,0
1297,0,31,12400,12400,0,48,0
1174,1,35,9500,8800,0,72,0
1158,9,40,13990,12002,0,72,0
2642,27,51,17900,9211,0,84,0
4148,0,44,11140,11140,0,60,0
2628,9,39,10450,11636,0,72,1
5626,8,36,12120,5901,1,96,0
4920,0,40,15990,15990,0,36,0
1850,0,19,8700,8200,0,48,0
4645,2,51,14365,11773,0,60,0
1173,13,33,12030,10280,0,60,0
4949,1,32,10040,10040,0,96,0
3064,5,22,20000,18334,0,48,0
2249,5,50,9900,9673,0,96,0
3513,3,27,11200,11200,0,48,1
2876,0,38,19990,22738,0,60,1
5241,10,51,18500,18689,0,96,0
4942,3,27,19015,21407,1,48,0
274,9,49,19400,16900,0,48,0
4250,1,20,13000,13533,0,72,0
2778,26,47,16490,16490,0,84,0
3358,27,57,17790,19174,0,72,0
3433,4,48,13680,13691,0,96,1
4222,1,24,17970,21228,0,72,1
3686,2,20,27500,27000,0,72,1
3396,1,26,8600,9305,0,60,0
5330,5,56,15695,16911,0,36,0
4886,10,31,9990,10822,0,60,0
5597,4,48,14990,14890,0,60,0
2016,3,31,14041,7137,1,48,0
573,17,74,24990,16990,0,48,0
5100,6,35,17350,17500,0,96,1
4482,11,48,14380,14380,0,72,0
2245,8,28,24900,12100,0,48,0
2973,28,50,16490,19178,0,72,1
3578,2,48,13990,6646,1,72,0
907,1,52,11500,11500,0,60,0
2431,4,23,17090,18688,0,60,0
6549,5,31,7790,9061,0,72,1
746,1,23,24890,23890,0,72,1
1512,0,25,16750,18434,0,72,0
2005,3,63,9990,11160,0,96,0
5409,1,23,13000,13000,0,48,0
7229,10,51,26999,19897,0,60,0
5735,18,37,21000,7549,1,48,0
3755,34,52,25750,28889,0,60,0
2673,30,54,17940,19521,0,72,0
2015,7,26,16889,18184,0,60,0
6008,16,42,19910,20336,0,84,0
2589,14,39,22000,22000,0,72,0
805,0,33,16400,10400,0,24,0
2127,1,27,20390,23768,0,96,0
6404,0,24,7800,7800,0,72,1
5831,3,38,11480,11480,0,60,1
518,0,63,19300,13300,0,36,0
4794,0,29,16730,11730,0,36,0
4519,0,37,15150,8940,1,60,0
3026,3,19,18900,19677,0,48,1
350,19,41,19921,21775,0,72,0
4667,1,43,15110,16384,0,60,0
5943,1,30,13070,13423,0,60,0
2098,2,26,20500,20500,0,60,0
5680,0,20,20000,22677,0,60,1
5340,10,27,25858,25972,0,60,1
6342,3,21,13450,7650,0,36,0
5769,7,24,25600,23300,0,72,0
4050,0,50,12490,12490,0,60,0
6625,1,32,11750,12786,0,60,0
4663,2,21,24000,24000,0,60,1
1087,2,26,10360,10490,0,60,0
5719,1,53,14999,12114,0,96,0
4606,1,21,10800,11639,0,48,1
1783,5,58,20660,22237,0,60,0
3482,19,46,23950,11600,1,48,0
949,23,44,12490,16216,0,84,0
7313,4,52,17490,18741,0,48,1
7142,2,26,16850,18312,0,60,0
3625,16,47,19300,16300,0,60,0
3240,10,48,18990,20262,0,48,1
1397,21,45,15490,17575,0,60,1
451,1,27,11984,8164,1,48,1
893,0,35,10470,11612,0,72,1
3781,1,37,15450,16027,0,48,0
3563,25,51,19910,17914,0,96,0
4010,9,33,16980,15286,0,72,0
5817,8,39,29899,23899,0,60,0
3409,1,32,13495,15696,0,72,1
2225,18,51,16365,15461,1,72,0
5410,2,37,11000,11000,0,96,0
1548,5,51,14800,14300,0,60,0
3611,1,49,32000,30000,0,36,1
5039,1,18,21990,23346,0,72,1
4669,3,53,12599,14498,0,60,1
6983,1,27,9980,9730,0,60,1
6961,3,38,15190,15732,0,72,1
396,0,31,15869,15869,0,96,0
497,0,26,16324,16423,0,84,0
4315,3,23,22422,22672,0,60,0
1839,1,21,21690,25931,0,96,1
5862,8,71,15980,18274,0,60,1
4210,3,23,14990,16451,0,72,0
6339,16,46,14790,11790,0,72,0
256,7,32,15680,17430,0,48,0
2142,1,22,14000,11756,0,48,0
5661,10,30,12985,11917,0,60,0
4640,1,54,15990,18408,0,60,0
5004,6,35,23819,21441,0,60,0
3150,10,37,19490,21202,0,60,0
3235,18,50,22680,20180,0,84,1
5360,4,31,12537,13594,0,60,0
4195,0,36,14990,14580,0,72,0
586,1,28,10990,10990,0,72,0
2099,12,48,14500,13300,0,96,0
3258,1,37,13890,15313,0,60,1
1746,5,42,20990,21895,0,72,0
5860,4,45,16325,17570,0,96,0
6608,9,42,14990,15975,0,96,0
758,6,34,12740,10990,0,60,0
1737,13,53,12960,12099,0,72,0
5484,7,57,20550,22207,0,72,0
4796,18,65,17290,17290,0,60,0
842,0,28,9500,10453,0,72,1
2101,5,43,26990,26990,0,36,1
647,14,55,20400,17048,1,60,0
2499,3,46,13499,12137,0,48,0
1328,0,18,10990,11955,0,60,1
6060,1,25,10900,12291,0,48,1
1164,7,63,26000,21500,0,60,0
457,0,63,19615,22096,0,72,0
5840,4,37,17000,17000,0,72,1
1372,2,54,17021,16224,0,72,0
3882,3,31,11370,12402,0,60,1
2907,2,46,12980,13718,0,72,0
2917,1,51,14519,15594,0,60,0
7013,3,68,17950,13190,0,84,1
2215,3,20,24377,24016,0,60,1
57,28,52,22990,15410,1,72,0
6809,9,35,9600,11361,0,84,0
3606,0,26,14490,13055,0,60,0
2579,4,20,8566,8675,0,60,0
2364,7,27,25000,24679,0,60,0
4982,21,39,16500,13500,0,72,0
6687,1,29,8626,8626,0,72,1
7107,1,46,16410,17678,0,60,1
1822,0,43,18950,18950,0,60,0
5833,0,63,14990,13990,0,84,0
7242,35,59,26470,27490,0,72,0
29,2,29,8200,7352,0,84,0
6212,16,43,15724,9440,0,60,0
3689,11,75,18300,18300,0,84,1
4483,7,55,15100,15100,0,96,0
3715,6,33,13659,14449,1,72,1
642,11,67,19190,19190,0,96,0
2968,8,71,20540,20540,0,48,0
4051,6,33,15079,15769,1,72,1
2338,11,53,14440,15666,0,60,0
1945,2,20,7990,7955,0,72,0
5812,1,21,21990,21990,0,60,0
3053,1,27,14790,17249,0,72,0
1253,5,38,11990,11941,0,60,0
2751,3,38,11834,12450,0,60,0
3626,7,49,16388,16388,0,60,0
5515,0,51,18710,19700,0,72,0
1161,10,48,23940,10704,1,48,0
3100,0,33,10950,9715,0,60,0
6527,4,43,26500,21500,0,60,0
5165,1,20,8700,9319,0,48,0
4025,3,52,13490,14424,0,48,1
2369,36,60,25890,25890,0,48,0
6869,4,39,12500,12500,0,60,0
6282,18,43,19990,21815,0,60,1
314,5,58,18950,16133,0,60,0
3025,22,43,26014,26014,0,48,1
7418,26,49,19800,23458,0,72,0
219,0,19,13000,11615,0,60,0
6451,4,23,12035,13167,0,96,1
4140,3,32,10900,10900,0,48,0
7106,0,27,11990,12088,0,60,1
6156,1,25,9385,7867,0,60,0
2850,22,54,11591,12649,0,96,0
2206,4,29,22750,14742,0,36,0
4236,0,21,8900,8965,0,48,1
7393,17,46,11400,13445,0,84,0
6459,1,33,17690,16150,0,72,0
3875,0,24,12890,13704,0,72,0
859,3,50,13450,15228,0,96,1
1379,2,19,16500,15000,0,72,1
2197,3,35,13500,11504,0,72,0
31,9,71,22830,12330,0,36,0
6355,0,50,12990,14089,0,60,0
490,10,55,21189,21189,0,48,0
6371,2,24,23900,23900,0,72,0
3038,3,44,18500,18500,0,60,0
4446,1,41,25900,16900,0,60,0
5303,2,60,18000,19422,0,60,1
6476,0,49,14900,16223,0,60,1
6937,24,62,22990,20000,0,36,0
2301,6,31,19985,13985,0,60,0
5079,0,40,13040,11168,0,60,0
3125,0,27,14890,14890,0,60,0
4038,2,63,13990,13990,0,60,1
6248,4,41,9150,10313,0,96,0
220,1,26,12490,13112,0,72,0
1405,7,41,15785,17151,0,60,0
5678,26,53,15290,13290,0,72,0
6989,6,33,15340,16330,0,96,0
5841,2,19,11853,11853,0,60,0
4003,1,35,21080,21080,0,72,0
1088,0,42,22000,24804,0,96,1
3567,7,33,17500,12500,0,72,0
3269,0,24,10500,10500,0,48,0
4154,0,31,17303,17303,0,72,1
952,3,59,16940,10940,0,60,0
2561,3,47,22000,20355,0,84,0
1188,7,50,13500,13677,0,72,0
438,4,38,20590,21810,0,48,0
6162,1,24,7900,8969,0,60,1
7312,12,48,22500,21565,0,48,0
4094,0,27,13550,14796,0,72,0
1104,0,33,30069,20069,0,72,0
4411,0,48,15000,15000,0,36,0
7216,24,53,22300,23627,0,36,0
2991,2,49,19179,22929,0,96,0
4335,0,23,12950,13781,0,24,1
2308,19,51,15995,15995,0,60,0
1115,3,31,17205,18000,1,72,0
1419,1,34,12890,14338,0,48,1
1030,0,18,9900,9900,0,60,1
76,0,34,16700,14886,0,60,0
4838,2,20,21990,24215,0,72,1
2886,6,23,19400,9400,0,48,0
4959,5,34,17900,17397,0,72,0
5444,1,32,9990,9990,0,72,0
596,2,21,13660,14966,0,72,0
6666,1,21,11750,12767,0,60,1
864,15,56,16990,18177,0,72,0
6243,0,52,29500,23101,0,72,0
3849,15,48,10000,11271,0,96,0
3552,7,52,19500,20954,0,60,0
4941,0,29,10990,9890,0,60,0
3590,12,44,14990,16098,0,36,0
957,20,53,26980,24203,0,60,0
4830,5,29,16990,23509,0,96,1
1406,1,18,10990,11822,0,48,1
5584,0,20,11313,8490,0,48,0
5255,23,49,24100,22100,0,48,0
2857,0,23,11950,11950,0,60,0
6179,8,26,7970,8709,0,72,0
6091,0,29,11800,13266,0,96,1
6283,13,54,25500,13690,1,24,0
6122,4,52,18100,18100,0,96,0
1472,7,49,23987,23011,0,60,0
5814,0,47,15990,13990,0,60,0
5939,0,20,10120,11001,0,36,0
3418,4,22,7995,8505,0,60,1
1068,7,50,13600,15494,0,60,0
2121,6,38,13500,14647,0,60,0
7064,6,42,14600,13100,0,48,0
7028,0,37,16885,13885,0,60,0
3119,0,32,29990,29990,0,60,1
1630,4,36,9680,10724,0,84,0
4118,23,58,18142,18142,0,72,0
2715,1,24,13490,15007,0,96,1
3992,0,27,9750,9251,0,60,0
2598,1,18,11690,11690,0,60,1
1541,1,26,14686,14782,0,60,0
3753,41,59,19630,17830,0,72,0
3985,2,22,10900,11061,0,96,0
7058,8,39,12990,14585,0,48,1
15,1,30,18400,13169,0,36,0
5246,11,50,20780,19409,0,48,0
4717,15,38,20790,24038,0,96,0
683,11,45,27500,5312,1,24,0
1620,4,21,8890,9714,0,72,1
65,9,36,19683,22848,0,72,0
5035,11,40,25049,15049,0,36,0
3121,17,45,13794,14925,0,60,1
865,23,49,19990,21880,0,72,0
7191,20,48,22250,11150,1,60,0
3721,0,56,13300,14970,0,60,1
1532,9,44,26990,23344,0,48,0
5974,4,29,10585,11878,0,96,1
1891,3,19,27290,26911,0,60,1
6094,5,31,9080,9080,0,72,0
1121,2,45,19209,21002,0,72,0
1162,0,38,16500,13500,0,60,0
5887,0,42,16950,17639,0,72,0
5076,0,28,14420,14420,0,84,0
2107,0,23,10990,11941,0,60,1
718,23,45,18280,17454,0,60,0
5516,25,46,13500,15118,0,96,0
5576,0,29,23000,25306,0,84,0
3861,0,45,13500,12198,0,48,0
2728,0,29,10980,13133,0,84,1
6680,1,21,22995,22995,0,72,1
5703,15,71,19400,20397,0,60,0
4708,5,27,15150,13766,1,60,0
1961,0,22,5990,7196,0,96,1
257,4,35,12490,13838,0,84,0
5060,34,55,17500,15532,0,60,0
7030,1,22,9990,11087,0,84,0
3942,23,50,22670,22670,0,60,0
3589,6,34,13659,17476,1,72,1
4270,10,49,11900,13210,0,96,0
3458,4,57,15655,19299,0,72,0
2441,8,27,24000,22500,0,72,0
2153,1,42,13990,15227,0,84,0
3780,6,23,7340,8064,0,72,0
4836,11,47,26797,26797,0,18,1
1471,14,51,17272,12643,0,84,0
1916,6,24,13500,13500,0,60,0
1464,0,43,10990,12154,0,84,1
2588,2,45,26159,24159,0,60,0
4970,1,28,14351,14351,1,60,1
6804,4,34,12790,12790,0,48,0
2112,2,47,14000,13200,0,60,0
4438,1,46,25590,22877,0,60,0
3891,0,30,19590,21705,0,72,0
759,0,63,21188,13976,0,72,0
1609,19,48,23665,20764,0,96,0
3908,0,22,10333,11181,0,60,1
486,11,57,15800,10800,0,72,0
786,5,66,29990,28494,0,84,0
3966,4,21,14950,17447,0,72,0
6570,2,32,17780,16298,0,72,0
1309,1,26,18980,22948,0,96,1
228,4,50,17460,18490,1,60,0
6980,7,44,19400,21018,0,60,1
958,26,55,17999,14120,0,72,0
6136,6,45,9000,10055,0,96,0
112,8,30,11375,11375,0,96,0
4713,7,34,14800,11785,0,72,0
5935,3,43,23779,21912,0,72,0
3305,2,41,10800,9767,0,84,0
7074,0,32,7390,7390,0,96,1
4392,2,35,11770,12230,0,72,0
2337,12,43,22885,13885,0,48,0
3779,6,38,16490,14490,0,60,0
1235,11,44,12790,11490,0,60,0
4320,0,43,15990,15572,0,60,0
6230,1,27,11984,10318,0,48,1
509,0,21,13590,14830,0,72,1
3555,4,21,15900,17674,0,96,0
1416,2,32,13990,13048,0,60,0
6881,1,31,19286,19286,0,36,0
5707,1,23,28400,26448,0,60,0
5792,21,45,13500,11000,0,72,0
1437,2,22,12990,13182,0,72,0
2804,0,20,12300,11944,0,48,0
7048,3,27,12890,17259,0,60,0
7267,2,25,19303,17573,0,60,0
6161,10,59,14750,14750,0,72,0
2977,3,29,24900,26833,0,48,0
3326,7,27,19181,17681,0,48,0
5397,16,52,19800,14658,0,84,0
5141,0,52,12129,11562,0,60,0
3909,0,39,20900,19697,0,24,1
175,4,26,11650,12917,0,72,1
2505,3,61,24990,24990,0,36,0
757,1,26,16790,18823,0,48,1
7008,11,37,13548,15290,0,48,0
2423,11,41,12814,13933,0,60,0
4989,15,64,19550,12750,0,72,0
2080,20,55,21500,16500,0,60,0
4671,2,34,13980,14555,0,48,0
324,2,38,11480,12522,0,60,1
1210,0,18,10078,11118,0,60,1
5062,1,24,18380,11801,0,60,0
3931,12,32,14090,10822,0,60,0
4385,4,21,10900,10081,0,60,1
3315,1,49,11990,12159,0,60,0
4651,1,46,13410,12500,0,72,0
268,5,28,16250,12750,0,48,0
6647,20,59,16400,17122,0,72,0
856,4,21,9985,10114,0,96,0
205,1,37,18490,20058,0,60,1
7284,2,20,16877,17016,0,72,1
6045,14,32,21657,18766,0,72,0
3127,7,28,16871,16818,0,60,0
7414,19,37,15550,14408,0,84,0
7001,1,25,11000,7896,0,48,0
3126,0,36,12717,12717,0,72,0
2254,1,23,11990,12939,0,60,0
2209,1,29,14400,11216,0,48,1
3973,4,47,22500,12741,0,84,0
240,22,40,23049,17931,0,36,0
5824,1,18,24990,24990,0,96,1
2086,9,31,15990,13990,0,96,0
1564,14,41,12300,9300,0,96,0
4705,0,22,8900,9826,0,84,1
7174,13,35,13990,13031,0,48,0
7084,37,55,23622,25560,0,72,0
7338,2,26,13990,11990,0,60,1
745,4,31,13990,12990,0,48,1
5385,0,22,10900,11843,0,60,1
2167,3,26,8490,8490,0,84,0
5668,1,20,15334,15334,0,60,0
6510,0,22,11485,12463,0,60,0
7145,1,25,12900,12400,0,36,1
3426,0,49,26450,24170,0,48,0
551,0,19,8999,9323,0,72,1
5194,23,39,12650,13745,0,60,0
6633,4,42,12990,14077,0,60,0
5787,23,40,20900,19200,0,60,0
5212,0,21,11950,10333,0,60,0
4894,8,48,15809,14509,0,72,0
6250,2,22,19085,19674,0,60,0
7050,0,25,14900,14273,0,48,0
1881,16,43,16995,15191,0,60,0
4928,2,34,8700,10362,0,60,1
7146,10,56,19880,21779,0,96,0
5257,4,46,22618,7378,1,60,0
6053,2,48,12000,13957,0,72,0
1509,16,55,23250,25080,0,72,0
4316,2,67,13000,11000,0,96,0
2077,2,33,16139,18458,0,60,1
252,19,36,19500,18200,0,60,0
6194,2,32,12000,9000,0,48,0
5304,2,54,12900,10832,0,60,0
5103,1,25,15900,15300,0,72,0
371,2,22,26480,29039,0,60,1
2495,1,30,15100,16384,0,60,0
1879,0,21,20600,19609,0,60,0
650,4,40,12990,10901,0,72,0
6480,25,50,13600,15435,0,60,1
883,2,19,12700,10700,0,48,0
2163,3,47,23720,14099,0,60,0
3979,1,24,14050,15462,0,60,1
1572,20,50,20990,20990,0,60,0
5655,8,67,18800,16800,0,60,1
1902,0,53,9030,10277,0,96,0
3277,9,39,22472,22030,0,72,0
2580,1,27,9900,10779,0,60,1
1788,15,51,17490,13990,0,48,0
2864,0,20,22990,25703,0,96,1
6348,1,43,19000,19000,0,60,0
2890,26,45,15990,17495,0,72,0
1752,35,52,14990,17051,0,60,1
4994,6,32,8500,9941,0,72,0
293,34,53,20245,20995,0,72,0
5285,0,22,14000,9000,0,24,0
1142,5,35,10105,11339,0,96,1
6345,16,46,17900,16000,0,60,0
3945,2,28,18390,15890,0,60,0
1769,0,30,29790,29790,0,60,1
3209,25,49,14164,14164,0,72,0
4058,8,39,12100,9497,0,60,0
3410,2,24,12490,13009,0,72,0
5790,17,75,20450,15450,0,60,0
3934,0,32,12490,12490,0,84,1
4685,2,20,27490,26490,0,72,0
6704,3,26,13430,10089,0,72,0
2252,28,55,19360,20346,0,48,0
3671,0,32,24600,18300,0,72,1
1612,3,39,21990,16990,0,72,0
5488,0,28,10900,10900,0,96,0
4563,6,24,12200,12200,0,60,0
7004,20,53,17500,13460,0,48,0
4317,4,23,7701,7701,0,72,0
7157,6,33,15000,5444,1,60,0
3927,1,49,13750,13012,0,60,0
1869,19,51,18990,19027,0,84,0
2486,0,20,10890,10890,0,60,1
1244,0,36,15990,18984,0,84,1
6836,0,27,18400,20469,0,96,1
4076,2,63,20590,17590,0,60,0
4189,17,77,19500,16500,0,60,0
6591,2,26,21000,21000,0,72,0
3607,0,22,25500,25500,0,96,1
1657,4,22,9490,10270,0,60,1
3961,1,50,15990,15990,0,60,0
6820,7,38,29490,21490,0,60,0
4952,7,47,18490,21146,0,60,1
1915,0,30,8700,9506,0,72,0
6057,11,38,15340,11340,0,36,0
1978,3,21,23000,21250,0,72,1
6973,3,23,17950,17950,0,72,1
2655,23,48,15470,12815,0,96,0
1677,0,43,11990,11990,0,60,0
1476,2,38,14999,9499,0,60,0
2420,1,54,20168,20168,0,60,0
7026,4,66,25950,21150,0,72,0
5338,12,58,20290,21813,0,72,0
1618,0,43,12600,14708,0,72,1
2345,15,35,14500,12259,0,60,0
1534,0,25,14500,16540,0,60,0
4578,0,28,15799,6214,1,36,0
3910,4,59,14950,11548,0,60,0
680,1,46,13500,14957,0,84,1
3383,2,26,14950,14950,0,72,1
83,14,35,17960,14960,0,48,0
5586,7,27,12400,12008,0,84,0
5464,8,30,16990,13204,0,72,1
2929,2,21,27000,29425,0,60,1
4078,11,28,10500,6093,0,84,0
4414,16,48,27840,8000,1,24,0
5838,7,35,16200,13000,0,60,0
1071,1,24,11590,8736,0,60,0
1791,13,48,19000,11500,0,48,0
6537,3,26,7990,9456,0,84,0
217,1,64,22610,18874,0,48,1
2458,3,47,17999,12600,0,36,0
289,3,27,13590,13700,0,60,1
1271,3,36,13500,10486,0,72,0
3936,19,40,13490,13490,0,96,0
1385,3,25,11290,12337,0,60,1
1617,0,33,14950,14950,0,24,0
5152,3,40,12980,14444,0,48,0
5030,1,31,20250,18250,0,96,0
2471,11,52,19900,13000,0,36,0
3299,37,69,23300,20800,0,48,0
4275,24,54,18789,18490,0,60,1
2287,12,43,15500,17684,0,60,0
5717,26,45,14800,10902,0,96,0
1559,1,31,15000,14000,0,60,0
5458,4,53,11000,12033,0,72,1
7138,0,24,10548,12423,0,72,0
3821,2,63,13510,16775,0,72,1
2951,4,28,11090,13090,0,84,0
3800,0,38,25390,25390,0,96,0
5137,5,30,15800,15822,0,72,1
6443,3,31,14300,15181,0,60,0
682,9,54,24550,21550,0,96,0
4523,1,52,11990,11432,0,72,0
2263,13,49,14280,12906,0,72,0
6027,0,28,14500,6000,1,60,0
5446,16,61,15570,12170,0,72,0
2366,1,31,22950,25108,0,72,1
5106,1,19,15950,16449,0,60,1
1052,4,36,20980,17380,0,60,0
5491,11,39,15958,15958,0,30,1
4024,0,36,18900,18900,0,60,1
446,4,51,25290,24155,0,60,0
2488,2,45,11990,13101,0,72,1
6455,0,48,19990,19610,0,36,0
2387,12,49,15990,13766,0,60,0
1101,3,23,21942,21942,0,24,0
5404,3,25,18000,19599,0,60,1
2083,14,46,27950,26750,0,96,1
2755,18,49,12950,11933,0,72,0
3286,1,24,11400,8400,0,60,0
5270,2,52,17800,18934,0,72,1
2620,4,27,14975,7396,0,36,0
1189,5,70,20458,16208,1,60,0
1586,10,30,20710,5710,1,96,0
6312,2,44,12990,12990,0,48,1
4198,1,25,20000,20000,0,72,1
17,3,22,9078,9909,0,60,0
1412,9,52,14410,17302,0,96,0
2615,0,41,14500,16911,0,72,1
4674,2,18,20890,23055,0,72,0
5377,8,32,7940,9463,0,84,0
4081,0,20,21600,21612,0,72,0
26,44,61,19312,19312,0,72,0
4709,6,39,9500,10546,0,96,0
5820,30,46,14350,16100,0,60,0
3937,0,30,10900,8900,0,60,0
389,5,29,12990,12026,0,60,1
1152,1,24,11690,14164,0,60,0
5856,28,55,17945,20863,0,72,0
3193,37,55,22770,19865,0,48,0
5419,4,53,11480,15292,0,60,0
496,1,48,13000,10000,0,60,0
2259,15,56,14390,15851,0,96,1
5659,4,37,9900,10172,0,60,0
