,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
5509,0,57,10300,9710,0,48,1
6597,1,51,16290,9557,1,48,0
2351,5,36,13684,13927,0,12,0
3896,9,63,11508,11508,0,96,1
6266,3,50,14200,9869,0,36,0
4325,2,33,15990,17661,0,72,1
852,17,63,21380,21380,0,60,0
5451,13,36,12639,12639,0,60,0
1599,12,42,13600,13093,0,60,0
3575,9,57,9519,10845,0,72,1
4129,24,51,4100,3500,0,48,0
292,0,32,14900,10900,0,48,0
1321,8,51,9540,7113,0,60,0
208,21,46,8914,8914,0,30,0
3653,13,58,18900,8900,1,72,0
1128,2,28,7200,7200,0,36,0
4508,13,48,8839,8839,0,48,0
4301,0,45,22390,22390,0,60,1
6150,1,55,6340,7455,0,36,1
7137,15,54,17500,12000,0,60,0
3381,1,23,19990,19990,0,72,1
5828,24,72,16490,16490,0,48,0
3707,23,42,15547,10329,0,60,0
6470,0,52,10980,10980,0,72,1
2716,8,73,26839,16839,0,60,1
6423,2,48,14500,4853,1,48,0
210,12,32,20016,23250,0,96,1
3106,15,35,8190,5890,0,72,0
3857,0,29,22000,24031,0,72,1
4782,27,70,6850,6621,0,60,1
6486,13,42,14736,4856,1,12,0
2638,4,38,19100,14068,0,48,0
5570,0,19,11900,11900,0,60,1
3429,5,22,10500,8149,0,60,1
5711,4,22,8000,8130,0,72,1
912,8,48,1501,1598,0,24,0
4176,18,46,12500,9653,0,48,1
4879,13,49,7037,3037,0,24,0
1907,32,51,13950,12833,0,48,0
2004,17,35,19900,14900,0,24,0
4880,25,58,7238,4427,0,36,0
4319,25,59,5546,5546,0,36,0
2069,16,39,13870,12752,0,72,0
981,4,37,1643,1643,0,8,1
5650,6,57,15627,14007,0,60,0
450,13,57,6077,6077,0,48,1
4322,0,22,9990,11385,0,60,1
2617,12,33,15450,8350,0,48,0
1860,2,19,13990,14237,0,72,1
183,0,34,28650,26973,0,72,1
1102,30,43,13500,8361,0,36,0
6621,0,37,6890,2890,1,24,0
7115,15,71,5990,6158,0,36,0
802,2,40,26490,29146,0,72,1
695,30,46,8485,6635,0,60,0
6805,2,21,24800,26756,0,96,1
4561,0,33,9500,10562,0,84,1
101,1,40,15990,14990,0,60,1
3527,16,45,7179,6438,0,48,1
3885,10,32,17910,13410,0,48,0
2302,9,38,19880,13880,0,72,0
2481,23,51,10980,6412,0,36,0
2582,5,49,10407,10582,0,12,0
380,0,19,9999,10882,0,60,1
5744,15,60,10500,6790,0,36,0
4084,29,46,16809,16939,0,72,0
1973,9,55,8977,9470,0,48,0
5994,0,42,7200,8025,0,72,1
2691,1,26,11990,4501,1,24,0
4776,10,54,16500,15212,0,60,0
2795,7,68,13940,10513,0,48,0
6284,15,43,14320,13510,0,60,0
4907,1,45,22145,22145,0,60,1
2600,1,21,16890,6890,1,24,0
4401,15,53,8938,9711,0,60,0
5284,6,66,15125,12939,0,60,0
5936,2,37,17890,16790,0,96,1
2417,11,55,22880,22656,0,60,0
4993,24,58,13130,14019,0,72,1
7417,20,51,11300,5000,0,36,0
705,1,19,23990,24105,0,72,1
4553,2,29,12800,14209,0,96,1
6146,32,54,9200,8694,0,60,0
7403,10,41,29000,25500,0,60,0
131,10,52,715,715,0,8,0
6841,10,67,4475,4478,0,48,0
6999,30,58,24554,8737,1,60,0
4280,12,58,5098,5378,0,48,0
4098,1,41,12500,13965,0,96,1
330,10,39,14000,12000,0,36,0
4793,4,41,9710,6800,0,48,0
212,3,22,3990,4290,0,36,1
1892,0,22,7600,2600,1,24,0
2437,26,52,4835,4835,0,36,0
4461,33,58,22000,22000,0,48,0
2244,23,43,17990,12434,0,60,0
5879,13,42,8983,8983,0,36,0
1795,4,67,14950,7450,0,48,0
6424,17,53,13980,11980,0,60,0
5167,20,52,8676,8919,0,12,0
7237,6,47,12450,10924,0,48,0
432,3,68,7990,2190,1,24,0
1119,14,79,7490,2630,1,24,0
6837,2,65,5254,5590,0,36,0
381,2,62,28930,26930,0,60,1
6762,0,46,15439,3939,1,12,0
1553,16,36,10000,9065,0,84,0
6733,6,32,11970,11005,0,60,0
1238,2,24,7990,9220,0,72,1
1109,4,47,14950,12950,0,48,0
4288,4,47,14600,5412,1,36,0
3459,1,23,9900,9900,0,48,1
1813,6,43,12300,12276,0,60,0
5166,32,57,5389,3783,0,48,0
4424,2,33,22500,22500,0,60,1
3323,4,26,20770,20658,0,96,1
2018,1,26,11800,4298,1,24,0
2438,2,19,26980,29191,0,60,1
3347,21,47,4990,3419,0,24,0
2389,18,46,29490,25813,0,36,0
1448,18,85,18089,15589,0,60,0
604,28,59,6475,6475,0,36,1
5807,8,47,11490,5301,1,48,0
765,12,30,9999,7999,0,84,1
3968,0,52,8000,5364,0,36,0
3023,47,64,25099,19099,0,60,0
5008,10,33,19990,8717,0,36,0
2750,6,33,13000,12510,0,96,1
2181,4,40,17400,10200,0,36,0
3879,0,64,4240,4832,0,48,1
3538,18,40,9300,6272,0,60,0
7045,15,46,16700,11828,0,72,1
6932,1,25,7825,8562,0,72,1
4714,2,46,14080,15272,0,60,1
2415,5,30,12750,7005,1,60,0
2942,32,53,6500,7276,0,48,0
535,20,40,26000,11000,1,36,0
1563,25,48,17900,15041,0,60,0
1862,3,26,24962,24962,0,60,1
4235,4,45,8480,3795,1,36,0
3984,33,50,29800,27300,0,96,0
1675,10,41,9850,9850,0,48,0
4516,19,57,5566,5566,0,36,0
7359,1,35,10522,11363,0,60,1
1924,8,41,16500,10500,0,48,0
4559,1,44,13000,11952,0,60,1
2470,2,43,17900,12000,0,48,0
2770,1,51,7990,4990,0,36,0
5082,0,42,14500,12384,0,48,0
4913,0,21,10985,11487,0,72,1
383,2,40,4700,5350,0,60,1
2453,7,27,11130,8630,0,60,0
3573,3,56,8000,8374,0,36,0
7134,37,59,10490,5902,1,24,0
3951,4,51,10950,9450,0,60,1
4063,9,40,16085,11085,0,48,0
1731,5,70,14200,5000,1,24,0
3872,25,45,16950,8950,0,60,0
2341,8,62,11900,10079,0,48,0
5930,18,47,13500,12826,0,48,0
3571,1,39,14600,14600,0,84,1
3558,4,60,25900,21854,0,60,1
1010,12,57,8490,7721,0,48,1
50,1,19,18990,20450,0,72,1
7034,33,49,9818,10429,0,36,0
6620,31,55,12669,13881,0,72,0
643,0,59,16125,17111,0,96,1
5065,26,65,9190,9190,0,12,0
843,26,47,14970,10860,0,48,0
447,4,47,6268,7037,0,48,1
3017,11,54,13189,10041,0,72,0
4960,40,63,12150,9650,0,60,0
592,6,25,8500,8500,0,84,1
1029,18,57,4200,4200,0,36,0
4119,0,37,25400,28502,0,96,1
4475,18,55,13000,8000,0,12,0
5018,23,51,24900,26983,0,60,1
2344,0,65,8999,6252,0,36,0
2187,0,42,6690,7507,0,96,1
4397,4,47,6717,7504,0,96,1
3244,19,51,15000,6500,0,48,0
2272,15,56,4471,4471,0,48,0
6637,6,31,13070,11070,0,72,0
6590,16,35,16990,8500,0,72,0
1729,1,55,8010,5113,0,36,0
5687,7,51,14490,14919,0,84,1
1049,6,72,11700,7300,0,36,0
6889,2,34,16480,15480,0,96,1
3660,0,48,13000,14116,0,24,0
1621,21,64,4335,4335,0,36,0
5471,0,39,17480,13480,0,48,0
4047,9,37,4000,3759,0,36,0
135,38,55,15800,6315,0,48,0
4194,20,53,5990,6949,0,72,1
5120,0,34,15714,15003,0,48,1
700,0,53,13590,13490,0,48,0
1550,15,33,12900,4600,1,36,0
5918,5,58,17500,11200,0,36,0
6754,5,32,10390,4658,1,24,0
3692,3,36,15890,17035,0,48,1
2145,30,47,5308,5308,0,36,0
4590,27,56,20000,18000,0,48,0
1339,15,74,14090,15056,0,72,1
1502,21,48,9898,9898,0,24,0
3881,3,23,6750,7073,0,84,1
1732,4,40,18087,18087,0,60,1
4984,9,48,9425,9575,0,60,0
1450,2,56,15560,15250,0,36,0
1741,36,54,13140,8435,0,84,0
6553,1,36,13490,14983,0,60,1
6088,29,45,5173,5173,0,36,0
487,3,43,18850,8478,1,60,0
4172,2,20,13195,16129,0,60,1
5944,24,54,10850,6000,0,12,0
1825,21,60,6234,5000,0,12,0
7114,32,48,21300,16300,0,60,0
1305,16,33,21980,5480,1,12,0
332,48,64,13620,9000,0,12,0
3877,18,53,12328,6723,0,24,0
5566,22,45,12870,8353,0,24,0
1456,3,39,8980,4980,0,36,0
6649,7,30,13300,13544,0,60,0
4619,0,62,14000,9979,0,36,0
7121,8,55,4200,4526,0,36,0
1776,13,37,10470,6990,0,48,0
3717,5,46,9990,9990,0,96,1
570,23,47,9880,9677,0,72,0
3413,20,80,13940,8440,0,60,0
1151,15,60,13980,7522,0,24,0
4266,17,59,10950,10950,0,48,0
5551,20,40,8800,8800,0,48,0
99,3,37,9990,8052,0,36,0
2110,0,53,12480,12480,0,60,1
263,32,59,13700,12700,0,84,0
1684,17,44,30809,24499,0,72,1
2298,19,54,7719,8230,0,36,0
1027,20,56,29480,27480,0,60,0
3370,3,68,16990,4058,1,36,0
422,20,46,11000,11000,0,72,0
3109,19,83,4455,4455,0,48,0
4781,0,27,9700,4997,1,24,0
1345,14,77,4939,5077,0,36,0
6475,7,65,16000,16000,0,48,0
5206,3,68,16289,14789,0,48,0
1956,11,56,12690,9815,0,60,0
1006,0,47,8564,9626,0,84,1
3487,4,40,20990,20990,0,72,1
817,0,21,20500,20500,0,36,1
494,0,56,14990,14990,0,72,1
3765,9,64,9900,9900,0,48,0
5819,4,43,6900,7525,0,72,1
1172,7,51,10689,4153,1,24,0
4534,13,32,14490,12490,0,60,0
3639,2,57,10690,10690,0,84,1
2473,3,55,12390,4390,1,36,0
3467,6,50,8200,8816,0,36,0
6501,5,62,10400,9827,0,48,0
6258,3,26,14030,14598,0,48,1
5075,20,50,3990,4405,0,36,0
6866,3,19,7990,5000,0,36,1
2784,5,46,7990,9281,0,60,1
1805,1,19,9900,9490,0,48,1
4587,2,39,7190,5190,0,60,1
710,7,40,6490,7315,0,96,1
4750,10,41,13000,11952,0,60,0
1086,8,30,10990,6441,0,48,1
4022,2,50,11073,11073,0,36,0
5381,5,41,5990,6635,0,72,1
7147,1,25,3300,3544,0,36,1
3142,2,68,6590,2722,1,24,0
3199,29,63,27500,10500,1,48,0
674,26,48,11900,9900,0,60,0
2803,35,55,23596,5885,1,48,1
1595,1,64,13950,7309,1,36,0
1359,4,33,16989,14589,0,60,0
2422,0,29,11600,2045,1,36,0
7110,2,26,12990,6990,0,24,0
149,8,32,14640,8122,1,24,0
2414,27,60,19646,21324,0,60,0
582,2,42,7900,8584,0,60,1
468,15,49,26290,14590,0,24,0
696,13,53,16760,17924,0,48,1
4690,24,55,7500,3500,1,36,0
5477,3,19,18990,20281,0,72,1
1259,8,32,11598,9344,0,60,0
4332,2,54,6500,2400,1,24,0
2893,21,60,8250,3250,1,48,0
6268,15,62,4000,4000,0,36,0
179,1,20,16790,18821,0,60,1
6201,2,38,25200,12700,0,48,0
1858,22,46,23390,11869,1,36,0
3047,1,30,7990,7324,0,48,1
3903,3,27,9500,2695,1,24,1
6341,3,67,7233,7233,0,60,1
6664,23,63,21950,17352,0,48,0
5993,16,48,13870,9725,0,60,0
4603,0,56,11895,13296,1,36,0
7262,4,68,4720,4366,0,48,1
47,3,49,6166,6841,0,60,1
4071,1,24,25500,25810,0,72,1
6536,27,61,14060,15873,0,60,1
4914,10,69,8900,4378,1,48,0
3509,15,78,11990,1990,1,24,0
7404,8,69,4989,4989,0,48,0
4035,15,50,14950,14950,0,96,1
5187,7,28,6701,4701,0,24,0
5469,12,77,17100,14200,0,60,0
6445,26,60,18990,16759,0,84,0
2925,12,48,8490,5990,0,48,0
221,8,54,8999,10364,0,60,0
6551,33,60,4400,4627,0,48,0
3402,8,51,11130,12433,0,48,0
7022,13,51,5480,5047,0,48,0
5857,18,36,14550,15828,0,60,1
4472,1,67,11215,7865,0,60,0
777,9,55,26456,21569,0,60,0
1479,2,40,9995,4199,1,12,0
3438,13,52,8833,5190,0,36,0
6675,5,54,7590,4620,1,48,0
4915,10,63,11900,11900,0,60,0
7148,11,76,6850,4992,0,36,0
288,7,55,11390,11390,0,60,0
1832,2,30,14700,17351,0,84,1
2732,22,57,2700,2700,0,12,0
3469,38,54,18590,16590,0,96,0
6454,0,23,15990,15579,0,60,1
4267,3,53,13489,11098,0,60,0
5140,1,58,15740,13280,0,48,0
2091,26,47,7690,8660,0,48,0
547,4,67,23900,12900,0,60,0
564,3,25,9000,7000,0,36,0
5767,25,51,16750,10750,0,60,0
121,1,59,11650,5906,0,36,0
6322,3,44,9250,7722,0,48,0
5766,21,41,17305,20789,0,96,1
2348,1,18,17964,17797,0,60,1
2513,2,29,12590,1751,1,12,0
1498,9,37,11007,11007,0,48,0
3010,4,51,15450,11575,0,48,0
7116,9,36,9470,6420,0,48,0
857,0,22,13950,15914,0,60,1
5080,28,54,10205,10205,0,24,0
1561,11,76,4405,2997,0,36,0
1883,22,50,10450,6570,0,24,0
3024,36,58,22487,14084,0,48,0
5391,2,46,5200,5584,0,36,0
2903,8,55,13750,10230,0,48,0
4919,9,55,10990,5166,1,24,0
531,2,19,5000,5455,0,60,1
6772,23,49,6990,8415,0,96,1
3333,1,43,6000,2693,0,36,1
4764,10,50,10590,9417,0,60,1
7020,10,49,7450,2873,0,24,0
1871,0,26,11700,6108,0,36,0
1912,12,76,16490,6990,0,24,0
5344,7,52,14200,15727,0,96,1
5905,1,35,13730,15520,0,60,1
1046,10,70,7190,8393,0,60,1
6767,15,58,5037,5618,0,60,1
877,8,26,18200,15200,0,60,0
6576,15,36,15040,18176,1,72,1
2222,0,46,15950,12760,0,48,0
7347,1,35,21400,7680,1,48,0
7324,10,58,14980,14980,0,84,1
7273,24,45,7250,5566,0,60,0
719,11,53,12490,9490,0,60,0
3520,25,45,4300,4564,0,36,1
5199,28,47,16300,17304,0,72,0
4800,12,61,10030,4676,1,36,0
1702,1,28,7656,8354,0,60,1
6329,35,54,11000,11718,0,36,0
2384,9,26,21000,18257,0,48,0
5816,26,45,16695,10595,1,60,0
4046,19,50,21200,6500,1,48,0
5086,27,51,20467,8000,0,60,0
4246,5,44,2229,2251,0,12,0
2119,26,59,11990,11990,0,60,0
1064,13,57,6900,3400,1,36,0
2877,1,20,6400,6940,0,60,1
7228,26,47,8900,9547,0,48,0
3761,0,33,18990,18990,0,48,1
3148,25,53,3700,3758,0,48,0
1851,1,21,18500,19363,0,60,1
6144,7,72,6900,6900,0,60,1
491,10,31,21593,11571,1,48,0
2251,5,27,23999,23999,0,60,1
6252,12,48,4440,4440,0,24,0
2178,10,63,19890,21137,0,72,1
4416,8,50,11990,4398,1,36,0
3758,11,76,5552,3000,0,24,0
4988,1,38,31000,22000,0,84,1
945,7,59,32875,21252,1,60,1
174,3,84,10800,5000,0,48,0
3414,35,52,9500,10465,0,72,0
322,7,57,15990,17518,0,84,1
6152,3,26,14990,16431,0,60,1
3844,4,27,10000,3615,1,24,0
6185,0,49,10750,9362,0,48,0
3422,5,29,19293,23164,0,96,1
4706,2,39,13701,14958,0,72,1
1506,14,52,3990,2146,1,48,0
812,33,50,9295,4912,0,36,0
6100,3,49,5704,5704,0,24,0
4556,9,29,7990,8183,0,60,1
70,13,73,14950,10950,0,84,0
2542,43,60,11990,6990,0,24,0
6943,1,41,6350,1912,1,24,0
2087,21,77,7600,8026,0,72,1
1158,9,40,13990,12002,0,72,0
2642,27,51,17900,9211,0,84,0
779,11,74,10496,10993,0,36,1
7158,36,55,4683,4683,0,48,0
2628,9,39,10450,11636,0,72,1
5626,8,36,12120,5901,1,96,0
4920,0,40,15990,15990,0,36,0
6429,21,57,3486,3682,0,24,1
4938,12,72,7780,2580,1,24,0
4996,14,46,12790,9113,0,60,0
5087,15,60,11999,10150,0,96,0
2937,23,42,7490,6773,0,48,0
4645,2,51,14365,11773,0,60,0
1173,13,33,12030,10280,0,60,0
4829,19,59,13990,9990,0,60,1
2224,4,41,7950,5262,0,24,0
2753,4,41,7300,7831,0,36,0
868,4,29,5480,3906,0,36,0
3513,3,27,11200,11200,0,48,1
2876,0,38,19990,22738,0,60,1
2239,3,47,6500,2500,1,24,0
7264,23,83,6420,6420,0,48,1
622,6,49,7200,3600,1,24,0
2932,12,55,11890,9890,0,60,0
6077,4,58,11504,12041,0,36,0
274,9,49,19400,16900,0,48,0
6778,7,66,11950,10900,0,60,0
1714,15,41,9800,9694,0,72,0
2778,26,47,16490,16490,0,84,0
7002,5,35,5500,6175,0,48,1
3358,27,57,17790,19174,0,72,0
3433,4,48,13680,13691,0,96,1
4222,1,24,17970,21228,0,72,1
1350,10,73,8150,3384,1,12,0
4574,15,53,11895,9695,0,60,0
5846,5,48,21500,7000,1,12,0
3686,2,20,27500,27000,0,72,1
5676,1,58,9900,10619,0,60,1
5330,5,56,15695,16911,0,36,0
5272,5,69,1501,1501,0,12,0
2788,34,52,15550,14118,0,48,0
326,8,50,6930,5430,0,36,0
4532,4,64,12990,12198,0,36,0
2677,25,45,8500,8500,0,60,0
2342,15,46,6095,6605,0,24,0
5617,9,57,3260,3587,0,24,0
6808,21,54,10989,9489,0,96,0
2016,3,31,14041,7137,1,48,0
408,9,43,10520,5340,0,24,0
6899,8,73,4190,4190,0,36,0
573,17,74,24990,16990,0,48,0
5100,6,35,17350,17500,0,96,1
4550,31,66,13550,10550,0,84,0
801,9,49,6479,6883,0,24,0
4482,11,48,14380,14380,0,72,0
5006,28,60,13209,13209,0,72,0
425,30,55,8900,9573,0,36,0
2245,8,28,24900,12100,0,48,0
2973,28,50,16490,19178,0,72,1
3045,15,55,7890,8804,0,84,1
3578,2,48,13990,6646,1,72,0
4340,13,58,3290,2481,0,12,0
6549,5,31,7790,9061,0,72,1
746,1,23,24890,23890,0,72,1
4842,7,52,11500,7595,0,60,0
4015,33,57,5682,6365,0,60,0
4789,16,40,3000,3000,0,12,0
5107,8,55,11821,6321,0,48,0
4166,4,47,10400,5000,1,36,0
7229,10,51,26999,19897,0,60,0
5735,18,37,21000,7549,1,48,0
6978,36,56,4749,4749,0,36,0
5563,1,40,11950,8565,0,48,0
3755,34,52,25750,28889,0,60,0
5058,45,62,7500,7500,0,72,1
1233,1,42,4990,4990,0,60,1
2673,30,54,17940,19521,0,72,0
4102,14,78,12100,12100,0,48,1
5858,2,56,11900,3900,1,48,0
3855,2,53,13600,7699,0,60,0
2845,17,48,11800,2800,1,24,0
805,0,33,16400,10400,0,24,0
3470,2,40,13980,4286,1,48,0
3838,28,46,8870,9325,0,60,0
6404,0,24,7800,7800,0,72,1
5831,3,38,11480,11480,0,60,1
518,0,63,19300,13300,0,36,0
4794,0,29,16730,11730,0,36,0
6815,2,51,6500,2500,1,12,0
4519,0,37,15150,8940,1,60,0
3026,3,19,18900,19677,0,48,1
3231,2,27,5990,5530,0,24,0
5781,6,53,6000,6000,0,36,0
5680,0,20,20000,22677,0,60,1
4511,13,53,16000,5500,1,36,0
5407,15,55,14890,12769,0,36,1
5340,10,27,25858,25972,0,60,1
6342,3,21,13450,7650,0,36,0
3859,0,23,3200,3200,0,36,1
3312,8,57,12400,12212,0,60,0
5061,13,39,4600,3022,0,24,0
6391,17,51,11576,11576,0,36,0
4393,10,29,8500,6059,0,72,0
4663,2,21,24000,24000,0,60,1
5719,1,53,14999,12114,0,96,0
4606,1,21,10800,11639,0,48,1
5251,7,29,4300,4750,0,36,1
5422,6,60,10900,9552,0,72,0
5366,7,47,7860,6329,0,48,0
3482,19,46,23950,11600,1,48,0
1298,9,50,13090,6219,0,36,0
7313,4,52,17490,18741,0,48,1
1022,4,56,13500,7327,1,36,0
3625,16,47,19300,16300,0,60,0
5493,14,37,3660,3660,0,12,0
7246,1,22,5823,6279,0,48,1
3240,10,48,18990,20262,0,48,1
1397,21,45,15490,17575,0,60,1
7024,4,69,14320,11941,0,24,0
451,1,27,11984,8164,1,48,1
893,0,35,10470,11612,0,72,1
7080,20,45,9338,9338,0,36,0
3563,25,51,19910,17914,0,96,0
904,12,39,12500,9500,0,60,0
3050,16,37,7430,5430,0,60,0
3409,1,32,13495,15696,0,72,1
652,27,61,1500,1581,0,24,0
6025,27,53,11975,10975,0,60,0
5818,23,54,13500,9000,0,60,0
3611,1,49,32000,30000,0,36,1
2229,1,60,8990,9650,0,60,1
5039,1,18,21990,23346,0,72,1
4669,3,53,12599,14498,0,60,1
6983,1,27,9980,9730,0,60,1
6961,3,38,15190,15732,0,72,1
831,16,55,9300,7058,0,36,0
6784,32,59,13900,10283,0,60,0
1839,1,21,21690,25931,0,96,1
5862,8,71,15980,18274,0,60,1
4647,18,41,7490,4742,0,36,0
3869,12,56,5000,2090,1,24,0
6339,16,46,14790,11790,0,72,0
7392,39,62,15995,10995,0,60,0
763,15,49,15000,10000,0,48,0
2031,6,64,3477,3592,0,24,0
4890,44,61,3490,2617,0,36,0
4963,43,64,5666,6199,0,60,0
3550,0,63,11300,11300,0,24,0
724,2,65,4000,3569,0,12,0
5662,1,38,7990,8816,0,72,1
2835,3,42,1501,1501,0,12,0
7129,22,65,9596,10497,0,60,0
5661,10,30,12985,11917,0,60,0
3101,37,59,6630,6030,0,60,0
90,19,71,14850,10000,0,60,0
3235,18,50,22680,20180,0,84,1
5810,9,45,8350,9551,0,60,1
5969,19,49,11062,11062,0,60,0
7422,10,64,11990,11978,0,48,0
2543,2,45,9090,6665,0,24,0
6405,37,54,7950,8932,0,48,0
2099,12,48,14500,13300,0,96,0
3258,1,37,13890,15313,0,60,1
758,6,34,12740,10990,0,60,0
7227,32,62,3629,3629,0,12,0
837,2,55,11950,6950,0,36,0
3802,12,33,10000,8147,0,60,0
842,0,28,9500,10453,0,72,1
6305,0,40,12390,7390,0,36,0
2101,5,43,26990,26990,0,36,1
647,14,55,20400,17048,1,60,0
2291,30,56,12700,2792,1,24,0
5382,2,49,8298,5701,0,36,0
3822,21,80,10500,12835,0,72,1
2499,3,46,13499,12137,0,48,0
3071,16,79,12950,7972,0,60,0
1328,0,18,10990,11955,0,60,1
6060,1,25,10900,12291,0,48,1
5044,1,28,10600,6379,1,24,0
3492,35,56,9990,10904,0,48,0
5840,4,37,17000,17000,0,72,1
3882,3,31,11370,12402,0,60,1
2586,22,77,11800,3800,1,12,0
2574,22,61,8970,6970,0,60,0
3731,18,56,6990,7509,0,72,1
7013,3,68,17950,13190,0,84,1
2215,3,20,24377,24016,0,60,1
57,28,52,22990,15410,1,72,0
4457,20,49,7990,8100,0,36,0
3971,26,59,15500,15500,0,60,0
3027,40,57,7106,7489,0,48,0
4982,21,39,16500,13500,0,72,0
503,14,77,10046,10046,0,36,1
6687,1,29,8626,8626,0,72,1
2515,18,56,15975,11676,0,60,0
7107,1,46,16410,17678,0,60,1
4086,5,70,15740,11004,0,60,0
5452,5,65,3990,4710,0,60,1
4650,17,62,5237,5237,0,36,0
5833,0,63,14990,13990,0,84,0
7242,35,59,26470,27490,0,72,0
6212,16,43,15724,9440,0,60,0
3689,11,75,18300,18300,0,84,1
5014,34,51,3075,3075,0,36,0
3715,6,33,13659,14449,1,72,1
2794,2,40,10900,8900,0,48,0
3105,25,51,5149,5149,0,36,0
527,0,46,8990,8938,0,48,1
4051,6,33,15079,15769,1,72,1
3836,4,44,12480,11071,0,36,0
2758,1,58,11400,4606,1,36,0
6208,40,59,4990,4990,0,72,0
4623,13,52,10490,7490,0,60,0
3355,7,29,5205,5602,0,36,0
3997,9,51,4990,4990,0,48,1
3626,7,49,16388,16388,0,60,0
1317,12,71,5000,5205,0,48,0
1161,10,48,23940,10704,1,48,0
1461,31,51,7950,8638,0,60,1
4925,42,59,16110,5854,1,36,0
2587,27,53,8932,10023,0,48,0
3002,9,54,5812,5975,0,36,0
5972,5,31,9900,7900,0,48,0
6962,26,61,11680,9810,0,60,0
4025,3,52,13490,14424,0,48,1
2369,36,60,25890,25890,0,48,0
2764,7,56,2373,2373,0,24,0
6282,18,43,19990,21815,0,60,1
314,5,58,18950,16133,0,60,0
6193,4,51,3810,4211,0,36,0
3055,0,18,6690,7605,0,48,1
3025,22,43,26014,26014,0,48,1
7418,26,49,19800,23458,0,72,0
2350,0,34,5900,4206,0,48,1
6451,4,23,12035,13167,0,96,1
1870,15,75,6660,6660,0,36,1
7106,0,27,11990,12088,0,60,1
3378,3,51,11900,3690,1,24,0
6827,7,39,12100,6200,0,48,0
2206,4,29,22750,14742,0,36,0
6112,1,49,9990,6929,0,36,0
346,13,53,12500,12470,0,60,0
4786,12,53,17120,5660,0,48,0
3494,37,58,4450,4711,0,96,0
4236,0,21,8900,8965,0,48,1
947,4,69,14450,10830,0,36,0
859,3,50,13450,15228,0,96,1
1379,2,19,16500,15000,0,72,1
31,9,71,22830,12330,0,36,0
5312,12,73,10890,10890,0,36,0
490,10,55,21189,21189,0,48,0
5635,1,23,5666,5666,0,60,1
7369,1,52,15800,3700,1,36,0
6606,4,68,4342,3342,0,24,0
897,3,66,16090,11751,0,48,0
4237,9,52,6990,6441,0,48,0
5303,2,60,18000,19422,0,60,1
6476,0,49,14900,16223,0,60,1
3742,2,38,8500,9217,0,60,1
6937,24,62,22990,20000,0,36,0
1093,21,40,7100,5319,0,36,0
2301,6,31,19985,13985,0,60,0
233,0,27,3546,3809,0,36,1
3799,17,53,13800,7800,0,24,0
4038,2,63,13990,13990,0,60,1
7364,9,46,5712,5712,0,48,1
6198,26,48,1700,1743,0,12,0
5678,26,53,15290,13290,0,72,0
435,31,47,11400,5400,0,48,0
1919,6,28,4600,4985,0,24,0
1683,18,47,5582,5582,0,36,0
1088,0,42,22000,24804,0,96,1
7189,9,45,8461,9301,0,36,0
434,23,45,11850,9704,0,48,0
2554,1,43,11602,10317,0,36,0
3567,7,33,17500,12500,0,72,0
4154,0,31,17303,17303,0,72,1
5094,27,49,16500,11500,0,36,0
952,3,59,16940,10940,0,60,0
2339,19,51,6778,6778,0,48,0
6162,1,24,7900,8969,0,60,1
7312,12,48,22500,21565,0,48,0
3954,2,30,9246,9725,0,36,0
4411,0,48,15000,15000,0,36,0
7216,24,53,22300,23627,0,36,0
5965,40,57,10500,5500,0,24,0
4335,0,23,12950,13781,0,24,1
6878,5,51,14390,7890,1,48,0
2308,19,51,15995,15995,0,60,0
1419,1,34,12890,14338,0,48,1
5388,6,40,10430,10430,0,48,0
1030,0,18,9900,9900,0,60,1
3377,31,54,13970,15159,0,60,0
4370,1,24,7990,8556,0,36,1
5916,25,59,6070,4070,0,36,0
5400,13,82,13480,13858,0,36,1
4838,2,20,21990,24215,0,72,1
2886,6,23,19400,9400,0,48,0
1897,8,73,12650,12650,0,48,1
2217,5,64,5000,5135,0,12,0
5156,21,43,10780,6683,0,48,0
6666,1,21,11750,12767,0,60,1
4672,0,22,3895,4312,0,36,1
4758,21,57,5490,5607,0,60,1
1972,26,49,9490,10425,0,72,0
3590,12,44,14990,16098,0,36,0
957,20,53,26980,24203,0,60,0
4830,5,29,16990,23509,0,96,1
1406,1,18,10990,11822,0,48,1
5255,23,49,24100,22100,0,48,0
1558,41,58,8334,8334,0,24,0
6091,0,29,11800,13266,0,96,1
6283,13,54,25500,13690,1,24,0
7361,15,47,9700,9532,0,72,0
5114,0,32,7165,6685,0,60,1
5814,0,47,15990,13990,0,60,0
3418,4,22,7995,8505,0,60,1
278,15,78,4365,1550,1,12,0
6483,39,56,19987,15000,0,48,0
7064,6,42,14600,13100,0,48,0
7028,0,37,16885,13885,0,60,0
532,13,58,4990,5384,0,36,0
3119,0,32,29990,29990,0,60,1
3221,19,78,13950,9895,0,60,0
4974,23,88,4000,4000,0,12,0
6358,2,57,13000,8607,0,60,0
2715,1,24,13490,15007,0,96,1
2598,1,18,11690,11690,0,60,1
2843,6,40,11900,5300,1,72,1
6099,24,45,7991,7991,0,36,0
3753,41,59,19630,17830,0,72,0
1893,20,66,13385,9485,0,48,0
