,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
6266,3,50,14200,9869,0,36,0
852,17,63,21380,21380,0,60,0
178,6,29,35010,29010,0,60,0
5451,13,36,12639,12639,0,60,0
1599,12,42,13600,13093,0,60,0
3575,9,57,9519,10845,0,72,1
292,0,32,14900,10900,0,48,0
1321,8,51,9540,7113,0,60,0
3653,13,58,18900,8900,1,72,0
6150,1,55,6340,7455,0,36,1
2858,5,49,15700,14950,0,72,0
7137,15,54,17500,12000,0,60,0
6851,7,70,13690,13600,0,48,0
5828,24,72,16490,16490,0,48,0
3707,23,42,15547,10329,0,60,0
2707,3,61,15700,15700,0,72,0
6423,2,48,14500,4853,1,48,0
2807,5,26,10200,12113,0,84,0
2884,4,38,21180,20142,0,84,0
4782,27,70,6850,6621,0,60,1
6486,13,42,14736,4856,1,12,0
2638,4,38,19100,14068,0,48,0
122,5,31,16110,15870,1,96,0
5570,0,19,11900,11900,0,60,1
5218,6,42,9990,10124,0,72,0
3429,5,22,10500,8149,0,60,1
5711,4,22,8000,8130,0,72,1
4176,18,46,12500,9653,0,48,1
1907,32,51,13950,12833,0,48,0
2004,17,35,19900,14900,0,24,0
1469,23,53,14990,14990,0,72,0
2069,16,39,13870,12752,0,72,0
981,4,37,1643,1643,0,8,1
4013,4,53,11490,9768,0,84,0
2776,7,48,21383,23432,0,72,0
5650,6,57,15627,14007,0,60,0
450,13,57,6077,6077,0,48,1
4322,0,22,9990,11385,0,60,1
2617,12,33,15450,8350,0,48,0
1860,2,19,13990,14237,0,72,1
6306,6,34,20081,22174,0,72,0
1102,30,43,13500,8361,0,36,0
6621,0,37,6890,2890,1,24,0
4742,0,18,6000,2000,1,24,0
1424,18,36,16190,17829,0,72,0
2236,3,67,12990,11590,0,60,0
410,6,29,19890,19890,0,60,0
637,0,44,11950,11950,0,60,0
4561,0,33,9500,10562,0,84,1
5521,4,27,10970,10290,0,60,0
3527,16,45,7179,6438,0,48,1
3885,10,32,17910,13410,0,48,0
2302,9,38,19880,13880,0,72,0
2481,23,51,10980,6412,0,36,0
3668,0,25,21495,21495,0,72,0
380,0,19,9999,10882,0,60,1
4084,29,46,16809,16939,0,72,0
5994,0,42,7200,8025,0,72,1
4060,16,49,30180,24301,0,72,0
2691,1,26,11990,4501,1,24,0
4776,10,54,16500,15212,0,60,0
2795,7,68,13940,10513,0,48,0
6284,15,43,14320,13510,0,60,0
3764,5,49,9690,9470,0,72,0
4787,4,44,16000,16000,0,72,0
2600,1,21,16890,6890,1,24,0
5284,6,66,15125,12939,0,60,0
5612,8,53,13409,15271,0,60,0
5202,3,35,6710,8228,1,72,0
2417,11,55,22880,22656,0,60,0
7417,20,51,11300,5000,0,36,0
6146,32,54,9200,8694,0,60,0
6826,0,43,10420,10334,0,60,0
6727,2,34,17589,18379,0,72,0
7403,10,41,29000,25500,0,60,0
6999,30,58,24554,8737,1,60,0
6957,2,43,19340,19340,0,72,0
982,4,36,17140,15940,0,48,0
6753,6,28,11318,12367,0,72,0
330,10,39,14000,12000,0,36,0
1566,2,57,13744,14698,0,60,0
212,3,22,3990,4290,0,36,1
1892,0,22,7600,2600,1,24,0
4537,2,41,22329,26658,0,96,0
4461,33,58,22000,22000,0,48,0
2244,23,43,17990,12434,0,60,0
1795,4,67,14950,7450,0,48,0
6424,17,53,13980,11980,0,60,0
6868,2,64,25800,21391,0,36,0
7237,6,47,12450,10924,0,48,0
432,3,68,7990,2190,1,24,0
1119,14,79,7490,2630,1,24,0
7029,1,29,3798,1911,1,24,0
2829,12,58,19199,20327,0,96,0
6762,0,46,15439,3939,1,12,0
1553,16,36,10000,9065,0,84,0
6733,6,32,11970,11005,0,60,0
1238,2,24,7990,9220,0,72,1
1228,2,65,11600,10455,0,72,0
1109,4,47,14950,12950,0,48,0
4288,4,47,14600,5412,1,36,0
272,6,28,14690,14690,0,60,0
3459,1,23,9900,9900,0,48,1
1813,6,43,12300,12276,0,60,0
5701,5,61,14490,14490,0,60,0
2018,1,26,11800,4298,1,24,0
6854,4,41,8990,4115,1,96,0
1988,3,35,11250,11452,0,96,0
2879,1,28,20039,21680,0,60,0
2389,18,46,29490,25813,0,36,0
1448,18,85,18089,15589,0,60,0
604,28,59,6475,6475,0,36,1
5807,8,47,11490,5301,1,48,0
6089,8,32,33500,27500,0,60,0
765,12,30,9999,7999,0,84,1
5888,5,36,24783,27112,0,72,0
4381,0,30,20950,22352,0,48,0
6478,3,65,12700,11200,0,60,0
3023,47,64,25099,19099,0,60,0
5482,20,58,13990,15871,0,72,0
5008,10,33,19990,8717,0,36,0
4043,2,57,9950,9950,0,96,0
2181,4,40,17400,10200,0,36,0
1242,10,70,11990,6990,0,72,0
5638,1,66,16500,18576,0,60,0
3879,0,64,4240,4832,0,48,1
2531,3,37,20922,24245,0,72,0
607,8,33,23220,18495,0,60,0
1427,2,27,14250,12050,0,60,0
6932,1,25,7825,8562,0,72,1
2415,5,30,12750,7005,1,60,0
251,3,36,18470,20098,0,60,0
2775,0,63,18339,15639,0,60,0
535,20,40,26000,11000,1,36,0
1563,25,48,17900,15041,0,60,0
4235,4,45,8480,3795,1,36,0
4295,1,26,11390,12331,0,72,0
3984,33,50,29800,27300,0,96,0
1675,10,41,9850,9850,0,48,0
6985,1,65,9985,8485,0,72,0
7359,1,35,10522,11363,0,60,1
693,1,35,10900,9900,0,96,0
6699,2,26,17650,15150,0,60,0
3481,3,26,24800,24800,0,48,0
1924,8,41,16500,10500,0,48,0
2470,2,43,17900,12000,0,48,0
1251,3,27,19390,17360,0,36,0
5082,0,42,14500,12384,0,48,0
4913,0,21,10985,11487,0,72,1
383,2,40,4700,5350,0,60,1
7289,4,64,35200,25200,0,24,0
2453,7,27,11130,8630,0,60,0
7134,37,59,10490,5902,1,24,0
333,0,34,14160,14160,0,48,0
5631,9,40,22900,24093,0,84,0
4063,9,40,16085,11085,0,48,0
1731,5,70,14200,5000,1,24,0
3872,25,45,16950,8950,0,60,0
2341,8,62,11900,10079,0,48,0
4168,12,29,28900,27937,0,36,0
4634,2,60,17067,15154,1,60,0
5930,18,47,13500,12826,0,48,0
4755,15,49,9990,17290,0,60,0
5026,23,53,18881,17988,0,60,0
1010,12,57,8490,7721,0,48,1
3574,11,47,25870,26790,0,48,0
7034,33,49,9818,10429,0,36,0
6315,1,32,9990,9140,0,60,0
6620,31,55,12669,13881,0,72,0
843,26,47,14970,10860,0,48,0
447,4,47,6268,7037,0,48,1
3058,0,23,12600,13705,0,60,0
4935,3,66,17900,19003,0,72,0
2780,2,22,26000,19122,0,72,0
3017,11,54,13189,10041,0,72,0
4960,40,63,12150,9650,0,60,0
592,6,25,8500,8500,0,84,1
7140,8,68,14400,14400,0,60,0
4475,18,55,13000,8000,0,12,0
5525,1,58,18390,19471,0,96,0
2187,0,42,6690,7507,0,96,1
4397,4,47,6717,7504,0,96,1
3244,19,51,15000,6500,0,48,0
756,2,67,13680,11680,0,60,0
6637,6,31,13070,11070,0,72,0
2185,9,29,33670,25670,1,84,0
6590,16,35,16990,8500,0,72,0
4694,1,44,29900,28250,0,60,0
3660,0,48,13000,14116,0,24,0
5471,0,39,17480,13480,0,48,0
5220,4,21,12800,13986,0,72,0
135,38,55,15800,6315,0,48,0
4194,20,53,5990,6949,0,72,1
279,5,32,11490,11490,0,48,0
3096,1,51,15990,15990,0,60,0
700,0,53,13590,13490,0,48,0
4614,1,42,18400,17698,0,60,0
2500,0,47,26800,19300,0,96,0
1550,15,33,12900,4600,1,36,0
5918,5,58,17500,11200,0,36,0
6754,5,32,10390,4658,1,24,0
4590,27,56,20000,18000,0,48,0
807,1,24,11289,11812,0,60,0
6119,19,42,12780,14341,0,96,0
1339,15,74,14090,15056,0,72,1
107,0,45,16300,16300,0,72,0
2905,2,31,26877,22873,0,60,0
636,0,19,19248,19248,0,72,0
3881,3,23,6750,7073,0,84,1
2833,17,33,24190,17370,0,96,0
4984,9,48,9425,9575,0,60,0
1450,2,56,15560,15250,0,36,0
1741,36,54,13140,8435,0,84,0
487,3,43,18850,8478,1,60,0
4172,2,20,13195,16129,0,60,1
7114,32,48,21300,16300,0,60,0
1305,16,33,21980,5480,1,12,0
1739,2,24,20990,17490,0,72,0
3877,18,53,12328,6723,0,24,0
5566,22,45,12870,8353,0,24,0
6649,7,30,13300,13544,0,60,0
4619,0,62,14000,9979,0,36,0
1776,13,37,10470,6990,0,48,0
1417,7,44,22440,24281,0,60,0
2706,1,27,15185,12185,0,60,0
570,23,47,9880,9677,0,72,0
1151,15,60,13980,7522,0,24,0
4266,17,59,10950,10950,0,48,0
1099,21,54,27450,21750,0,72,0
263,32,59,13700,12700,0,84,0
1027,20,56,29480,27480,0,60,0
3370,3,68,16990,4058,1,36,0
422,20,46,11000,11000,0,72,0
6864,3,57,14990,15749,0,72,0
2329,0,23,13400,14430,0,48,0
4781,0,27,9700,4997,1,24,0
6475,7,65,16000,16000,0,48,0
5206,3,68,16289,14789,0,48,0
5825,2,22,12150,12512,0,96,0
1956,11,56,12690,9815,0,60,0
6924,1,49,28365,27800,0,96,0
1006,0,47,8564,9626,0,84,1
5819,4,43,6900,7525,0,72,1
1966,0,23,17495,17495,0,60,0
1172,7,51,10689,4153,1,24,0
4534,13,32,14490,12490,0,60,0
2473,3,55,12390,4390,1,36,0
6258,3,26,14030,14598,0,48,1
6866,3,19,7990,5000,0,36,1
2784,5,46,7990,9281,0,60,1
1805,1,19,9900,9490,0,48,1
4991,4,49,12840,12637,0,48,0
4587,2,39,7190,5190,0,60,1
710,7,40,6490,7315,0,96,1
4750,10,41,13000,11952,0,60,0
1086,8,30,10990,6441,0,48,1
4022,2,50,11073,11073,0,36,0
5381,5,41,5990,6635,0,72,1
7147,1,25,3300,3544,0,36,1
3142,2,68,6590,2722,1,24,0
3199,29,63,27500,10500,1,48,0
674,26,48,11900,9900,0,60,0
1905,4,34,16750,15050,0,72,0
4379,1,44,12487,11429,0,72,0
3551,1,44,11770,11735,0,60,0
1595,1,64,13950,7309,1,36,0
1359,4,33,16989,14589,0,60,0
2422,0,29,11600,2045,1,36,0
1473,1,46,17611,17611,0,24,0
5665,1,40,10078,11194,0,72,0
149,8,32,14640,8122,1,24,0
1922,4,55,18620,21884,0,96,0
2414,27,60,19646,21324,0,60,0
582,2,42,7900,8584,0,60,1
468,15,49,26290,14590,0,24,0
5487,0,26,12000,12000,0,60,0
5802,6,29,34990,27306,0,72,0
4690,24,55,7500,3500,1,36,0
7420,0,36,13900,13900,0,72,0
1259,8,32,11598,9344,0,60,0
4332,2,54,6500,2400,1,24,0
896,0,51,15500,15500,0,72,0
2893,21,60,8250,3250,1,48,0
6201,2,38,25200,12700,0,48,0
1858,22,46,23390,11869,1,36,0
3047,1,30,7990,7324,0,48,1
6341,3,67,7233,7233,0,60,1
4740,17,38,14000,15895,0,60,0
6664,23,63,21950,17352,0,48,0
5993,16,48,13870,9725,0,60,0
4603,0,56,11895,13296,1,36,0
7262,4,68,4720,4366,0,48,1
47,3,49,6166,6841,0,60,1
4075,33,49,13990,16761,0,96,0
4914,10,69,8900,4378,1,48,0
4761,1,63,16450,18180,0,48,0
3509,15,78,11990,1990,1,24,0
3184,2,39,18219,18219,0,72,0
4747,3,30,12790,9630,0,72,0
5469,12,77,17100,14200,0,60,0
6445,26,60,18990,16759,0,84,0
7113,7,43,11990,13186,0,72,0
2640,3,39,12570,12396,0,72,0
3402,8,51,11130,12433,0,48,0
4472,1,67,11215,7865,0,60,0
777,9,55,26456,21569,0,60,0
1479,2,40,9995,4199,1,12,0
3886,1,52,16800,17941,0,48,0
4881,2,34,21950,21950,0,84,0
6675,5,54,7590,4620,1,48,0
4915,10,63,11900,11900,0,60,0
288,7,55,11390,11390,0,60,0
3469,38,54,18590,16590,0,96,0
2796,0,55,10400,9400,0,72,0
4267,3,53,13489,11098,0,60,0
2008,5,57,15550,17733,0,96,0
5140,1,58,15740,13280,0,48,0
547,4,67,23900,12900,0,60,0
5704,1,34,17500,17500,0,72,0
4883,8,73,14914,14914,0,60,0
5767,25,51,16750,10750,0,60,0
2114,0,31,17000,15641,0,96,0
121,1,59,11650,5906,0,36,0
5683,16,46,13100,14209,0,60,0
5738,1,42,18485,18585,0,96,0
2348,1,18,17964,17797,0,60,1
2513,2,29,12590,1751,1,12,0
2548,0,25,12105,13167,0,60,0
2970,4,27,14990,14600,0,96,0
1498,9,37,11007,11007,0,48,0
3010,4,51,15450,11575,0,48,0
857,0,22,13950,15914,0,60,1
5080,28,54,10205,10205,0,24,0
3341,1,37,24900,26597,0,60,0
3024,36,58,22487,14084,0,48,0
2903,8,55,13750,10230,0,48,0
4919,9,55,10990,5166,1,24,0
531,2,19,5000,5455,0,60,1
6772,23,49,6990,8415,0,96,1
5594,3,40,12990,12025,0,72,0
3333,1,43,6000,2693,0,36,1
4764,10,50,10590,9417,0,60,1
1912,12,76,16490,6990,0,24,0
1046,10,70,7190,8393,0,60,1
6767,15,58,5037,5618,0,60,1
877,8,26,18200,15200,0,60,0
1496,6,31,14590,14590,0,72,0
2222,0,46,15950,12760,0,48,0
7347,1,35,21400,7680,1,48,0
5579,4,54,15600,14600,0,96,0
2650,2,68,20950,16950,0,72,0
2306,4,62,34460,26960,0,72,0
719,11,53,12490,9490,0,60,0
3520,25,45,4300,4564,0,36,1
5199,28,47,16300,17304,0,72,0
4800,12,61,10030,4676,1,36,0
1702,1,28,7656,8354,0,60,1
2836,4,62,21500,21500,0,48,0
1106,1,51,18747,19537,0,72,0
6329,35,54,11000,11718,0,36,0
6601,0,31,11729,10573,0,60,0
2384,9,26,21000,18257,0,48,0
5816,26,45,16695,10595,1,60,0
4046,19,50,21200,6500,1,48,0
5086,27,51,20467,8000,0,60,0
2119,26,59,11990,11990,0,60,0
1064,13,57,6900,3400,1,36,0
245,14,60,11385,11485,0,96,0
2877,1,20,6400,6940,0,60,1
6144,7,72,6900,6900,0,60,1
977,6,24,12025,18473,0,96,0
5593,15,61,9890,11742,0,96,0
491,10,31,21593,11571,1,48,0
4416,8,50,11990,4398,1,36,0
3414,35,52,9500,10465,0,72,0
5252,1,36,13250,12423,0,60,0
195,0,44,11389,13738,0,84,0
3844,4,27,10000,3615,1,24,0
6185,0,49,10750,9362,0,48,0
199,5,50,10338,11242,0,60,0
1506,14,52,3990,2146,1,48,0
5160,6,25,19280,18608,0,48,0
4556,9,29,7990,8183,0,60,1
1297,0,31,12400,12400,0,48,0
1174,1,35,9500,8800,0,72,0
70,13,73,14950,10950,0,84,0
2542,43,60,11990,6990,0,24,0
6943,1,41,6350,1912,1,24,0
1195,6,73,12500,12500,0,84,0
2087,21,77,7600,8026,0,72,1
1158,9,40,13990,12002,0,72,0
2642,27,51,17900,9211,0,84,0
4148,0,44,11140,11140,0,60,0
779,11,74,10496,10993,0,36,1
2628,9,39,10450,11636,0,72,1
5626,8,36,12120,5901,1,96,0
4920,0,40,15990,15990,0,36,0
6429,21,57,3486,3682,0,24,1
4938,12,72,7780,2580,1,24,0
4996,14,46,12790,9113,0,60,0
5087,15,60,11999,10150,0,96,0
4645,2,51,14365,11773,0,60,0
1173,13,33,12030,10280,0,60,0
4949,1,32,10040,10040,0,96,0
3064,5,22,20000,18334,0,48,0
2249,5,50,9900,9673,0,96,0
3513,3,27,11200,11200,0,48,1
2239,3,47,6500,2500,1,24,0
7264,23,83,6420,6420,0,48,1
622,6,49,7200,3600,1,24,0
4624,14,78,15490,15490,0,72,0
5241,10,51,18500,18689,0,96,0
2932,12,55,11890,9890,0,60,0
4942,3,27,19015,21407,1,48,0
274,9,49,19400,16900,0,48,0
6778,7,66,11950,10900,0,60,0
4250,1,20,13000,13533,0,72,0
1714,15,41,9800,9694,0,72,0
2778,26,47,16490,16490,0,84,0
7002,5,35,5500,6175,0,48,1
3358,27,57,17790,19174,0,72,0
1350,10,73,8150,3384,1,12,0
4574,15,53,11895,9695,0,60,0
5846,5,48,21500,7000,1,12,0
5676,1,58,9900,10619,0,60,1
5330,5,56,15695,16911,0,36,0
2788,34,52,15550,14118,0,48,0
5597,4,48,14990,14890,0,60,0
6808,21,54,10989,9489,0,96,0
1520,0,51,10750,10866,0,60,0
2016,3,31,14041,7137,1,48,0
573,17,74,24990,16990,0,48,0
4550,31,66,13550,10550,0,84,0
4482,11,48,14380,14380,0,72,0
5006,28,60,13209,13209,0,72,0
2245,8,28,24900,12100,0,48,0
3045,15,55,7890,8804,0,84,1
3578,2,48,13990,6646,1,72,0
907,1,52,11500,11500,0,60,0
2431,4,23,17090,18688,0,60,0
6549,5,31,7790,9061,0,72,1
4842,7,52,11500,7595,0,60,0
5107,8,55,11821,6321,0,48,0
1512,0,25,16750,18434,0,72,0
2005,3,63,9990,11160,0,96,0
4166,4,47,10400,5000,1,36,0
5409,1,23,13000,13000,0,48,0
7229,10,51,26999,19897,0,60,0
5735,18,37,21000,7549,1,48,0
5563,1,40,11950,8565,0,48,0
3755,34,52,25750,28889,0,60,0
5058,45,62,7500,7500,0,72,1
1233,1,42,4990,4990,0,60,1
2673,30,54,17940,19521,0,72,0
2015,7,26,16889,18184,0,60,0
4102,14,78,12100,12100,0,48,1
6008,16,42,19910,20336,0,84,0
5858,2,56,11900,3900,1,48,0
3855,2,53,13600,7699,0,60,0
2589,14,39,22000,22000,0,72,0
2845,17,48,11800,2800,1,24,0
805,0,33,16400,10400,0,24,0
2127,1,27,20390,23768,0,96,0
3470,2,40,13980,4286,1,48,0
6404,0,24,7800,7800,0,72,1
518,0,63,19300,13300,0,36,0
4794,0,29,16730,11730,0,36,0
6815,2,51,6500,2500,1,12,0
4519,0,37,15150,8940,1,60,0
350,19,41,19921,21775,0,72,0
4667,1,43,15110,16384,0,60,0
5943,1,30,13070,13423,0,60,0
2098,2,26,20500,20500,0,60,0
4511,13,53,16000,5500,1,36,0
3859,0,23,3200,3200,0,36,1
3312,8,57,12400,12212,0,60,0
5769,7,24,25600,23300,0,72,0
6391,17,51,11576,11576,0,36,0
4050,0,50,12490,12490,0,60,0
6625,1,32,11750,12786,0,60,0
5719,1,53,14999,12114,0,96,0
4606,1,21,10800,11639,0,48,1
5251,7,29,4300,4750,0,36,1
1783,5,58,20660,22237,0,60,0
5422,6,60,10900,9552,0,72,0
3482,19,46,23950,11600,1,48,0
1298,9,50,13090,6219,0,36,0
949,23,44,12490,16216,0,84,0
1022,4,56,13500,7327,1,36,0
7142,2,26,16850,18312,0,60,0
3625,16,47,19300,16300,0,60,0
7246,1,22,5823,6279,0,48,1
7024,4,69,14320,11941,0,24,0
893,0,35,10470,11612,0,72,1
3781,1,37,15450,16027,0,48,0
3563,25,51,19910,17914,0,96,0
904,12,39,12500,9500,0,60,0
4010,9,33,16980,15286,0,72,0
5817,8,39,29899,23899,0,60,0
6025,27,53,11975,10975,0,60,0
2225,18,51,16365,15461,1,72,0
5818,23,54,13500,9000,0,60,0
5410,2,37,11000,11000,0,96,0
1548,5,51,14800,14300,0,60,0
2229,1,60,8990,9650,0,60,1
6983,1,27,9980,9730,0,60,1
396,0,31,15869,15869,0,96,0
497,0,26,16324,16423,0,84,0
4315,3,23,22422,22672,0,60,0
6784,32,59,13900,10283,0,60,0
4210,3,23,14990,16451,0,72,0
3869,12,56,5000,2090,1,24,0
6339,16,46,14790,11790,0,72,0
7392,39,62,15995,10995,0,60,0
763,15,49,15000,10000,0,48,0
256,7,32,15680,17430,0,48,0
5662,1,38,7990,8816,0,72,1
2142,1,22,14000,11756,0,48,0
5661,10,30,12985,11917,0,60,0
4640,1,54,15990,18408,0,60,0
90,19,71,14850,10000,0,60,0
5004,6,35,23819,21441,0,60,0
3150,10,37,19490,21202,0,60,0
5810,9,45,8350,9551,0,60,1
5360,4,31,12537,13594,0,60,0
5969,19,49,11062,11062,0,60,0
7422,10,64,11990,11978,0,48,0
4195,0,36,14990,14580,0,72,0
586,1,28,10990,10990,0,72,0
2099,12,48,14500,13300,0,96,0
1746,5,42,20990,21895,0,72,0
5860,4,45,16325,17570,0,96,0
6608,9,42,14990,15975,0,96,0
758,6,34,12740,10990,0,60,0
1737,13,53,12960,12099,0,72,0
5484,7,57,20550,22207,0,72,0
4796,18,65,17290,17290,0,60,0
837,2,55,11950,6950,0,36,0
3802,12,33,10000,8147,0,60,0
842,0,28,9500,10453,0,72,1
647,14,55,20400,17048,1,60,0
2291,30,56,12700,2792,1,24,0
3822,21,80,10500,12835,0,72,1
2499,3,46,13499,12137,0,48,0
1328,0,18,10990,11955,0,60,1
6060,1,25,10900,12291,0,48,1
1164,7,63,26000,21500,0,60,0
5044,1,28,10600,6379,1,24,0
3492,35,56,9990,10904,0,48,0
457,0,63,19615,22096,0,72,0
1372,2,54,17021,16224,0,72,0
4204,4,52,11990,11870,0,48,0
2586,22,77,11800,3800,1,12,0
2907,2,46,12980,13718,0,72,0
2917,1,51,14519,15594,0,60,0
3731,18,56,6990,7509,0,72,1
57,28,52,22990,15410,1,72,0
6809,9,35,9600,11361,0,84,0
3606,0,26,14490,13055,0,60,0
3971,26,59,15500,15500,0,60,0
2364,7,27,25000,24679,0,60,0
4982,21,39,16500,13500,0,72,0
503,14,77,10046,10046,0,36,1
6687,1,29,8626,8626,0,72,1
2515,18,56,15975,11676,0,60,0
4086,5,70,15740,11004,0,60,0
5452,5,65,3990,4710,0,60,1
1822,0,43,18950,18950,0,60,0
5833,0,63,14990,13990,0,84,0
7242,35,59,26470,27490,0,72,0
6212,16,43,15724,9440,0,60,0
4483,7,55,15100,15100,0,96,0
2794,2,40,10900,8900,0,48,0
642,11,67,19190,19190,0,96,0
527,0,46,8990,8938,0,48,1
2968,8,71,20540,20540,0,48,0
2338,11,53,14440,15666,0,60,0
3836,4,44,12480,11071,0,36,0
2758,1,58,11400,4606,1,36,0
5812,1,21,21990,21990,0,60,0
3053,1,27,14790,17249,0,72,0
1253,5,38,11990,11941,0,60,0
4623,13,52,10490,7490,0,60,0
3997,9,51,4990,4990,0,48,1
2751,3,38,11834,12450,0,60,0
3626,7,49,16388,16388,0,60,0
5515,0,51,18710,19700,0,72,0
1161,10,48,23940,10704,1,48,0
1461,31,51,7950,8638,0,60,1
4925,42,59,16110,5854,1,36,0
3100,0,33,10950,9715,0,60,0
6527,4,43,26500,21500,0,60,0
6962,26,61,11680,9810,0,60,0
2369,36,60,25890,25890,0,48,0
6869,4,39,12500,12500,0,60,0
314,5,58,18950,16133,0,60,0
3055,0,18,6690,7605,0,48,1
7418,26,49,19800,23458,0,72,0
2350,0,34,5900,4206,0,48,1
219,0,19,13000,11615,0,60,0
6451,4,23,12035,13167,0,96,1
1870,15,75,6660,6660,0,36,1
2850,22,54,11591,12649,0,96,0
3378,3,51,11900,3690,1,24,0
6827,7,39,12100,6200,0,48,0
2206,4,29,22750,14742,0,36,0
346,13,53,12500,12470,0,60,0
4786,12,53,17120,5660,0,48,0
4236,0,21,8900,8965,0,48,1
947,4,69,14450,10830,0,36,0
7393,17,46,11400,13445,0,84,0
6459,1,33,17690,16150,0,72,0
3875,0,24,12890,13704,0,72,0
2197,3,35,13500,11504,0,72,0
31,9,71,22830,12330,0,36,0
6355,0,50,12990,14089,0,60,0
490,10,55,21189,21189,0,48,0
5635,1,23,5666,5666,0,60,1
6371,2,24,23900,23900,0,72,0
7369,1,52,15800,3700,1,36,0
897,3,66,16090,11751,0,48,0
3038,3,44,18500,18500,0,60,0
4446,1,41,25900,16900,0,60,0
3742,2,38,8500,9217,0,60,1
6937,24,62,22990,20000,0,36,0
2301,6,31,19985,13985,0,60,0
5079,0,40,13040,11168,0,60,0
3125,0,27,14890,14890,0,60,0
233,0,27,3546,3809,0,36,1
3799,17,53,13800,7800,0,24,0
7364,9,46,5712,5712,0,48,1
6248,4,41,9150,10313,0,96,0
220,1,26,12490,13112,0,72,0
1405,7,41,15785,17151,0,60,0
5678,26,53,15290,13290,0,72,0
435,31,47,11400,5400,0,48,0
6989,6,33,15340,16330,0,96,0
4003,1,35,21080,21080,0,72,0
434,23,45,11850,9704,0,48,0
3567,7,33,17500,12500,0,72,0
5094,27,49,16500,11500,0,36,0
952,3,59,16940,10940,0,60,0
2561,3,47,22000,20355,0,84,0
1188,7,50,13500,13677,0,72,0
438,4,38,20590,21810,0,48,0
6162,1,24,7900,8969,0,60,1
2380,0,49,8905,9488,1,48,0
7312,12,48,22500,21565,0,48,0
4094,0,27,13550,14796,0,72,0
1104,0,33,30069,20069,0,72,0
6888,3,50,10000,9799,0,60,0
4411,0,48,15000,15000,0,36,0
7216,24,53,22300,23627,0,36,0
2991,2,49,19179,22929,0,96,0
4335,0,23,12950,13781,0,24,1
6878,5,51,14390,7890,1,48,0
2308,19,51,15995,15995,0,60,0
1115,3,31,17205,18000,1,72,0
1419,1,34,12890,14338,0,48,1
5388,6,40,10430,10430,0,48,0
3786,20,79,15958,15958,0,48,0
1030,0,18,9900,9900,0,60,1
3377,31,54,13970,15159,0,60,0
76,0,34,16700,14886,0,60,0
4370,1,24,7990,8556,0,36,1
5400,13,82,13480,13858,0,36,1
2886,6,23,19400,9400,0,48,0
1897,8,73,12650,12650,0,48,1
4959,5,34,17900,17397,0,72,0
5156,21,43,10780,6683,0,48,0
5444,1,32,9990,9990,0,72,0
596,2,21,13660,14966,0,72,0
6666,1,21,11750,12767,0,60,1
4672,0,22,3895,4312,0,36,1
864,15,56,16990,18177,0,72,0
4758,21,57,5490,5607,0,60,1
6243,0,52,29500,23101,0,72,0
3849,15,48,10000,11271,0,96,0
3552,7,52,19500,20954,0,60,0
1972,26,49,9490,10425,0,72,0
4941,0,29,10990,9890,0,60,0
3590,12,44,14990,16098,0,36,0
957,20,53,26980,24203,0,60,0
1406,1,18,10990,11822,0,48,1
5255,23,49,24100,22100,0,48,0
2857,0,23,11950,11950,0,60,0
6283,13,54,25500,13690,1,24,0
6122,4,52,18100,18100,0,96,0
7361,15,47,9700,9532,0,72,0
5114,0,32,7165,6685,0,60,1
1472,7,49,23987,23011,0,60,0
5814,0,47,15990,13990,0,60,0
3418,4,22,7995,8505,0,60,1
278,15,78,4365,1550,1,12,0
1068,7,50,13600,15494,0,60,0
2121,6,38,13500,14647,0,60,0
6483,39,56,19987,15000,0,48,0
5863,9,74,12500,12817,0,84,0
7064,6,42,14600,13100,0,48,0
7028,0,37,16885,13885,0,60,0
1630,4,36,9680,10724,0,84,0
4118,23,58,18142,18142,0,72,0
6358,2,57,13000,8607,0,60,0
2598,1,18,11690,11690,0,60,1
1541,1,26,14686,14782,0,60,0
3753,41,59,19630,17830,0,72,0
1893,20,66,13385,9485,0,48,0
3985,2,22,10900,11061,0,96,0
259,0,26,5019,5548,0,36,1
7058,8,39,12990,14585,0,48,1
6163,14,52,9000,11220,0,96,0
15,1,30,18400,13169,0,36,0
5246,11,50,20780,19409,0,48,0
4717,15,38,20790,24038,0,96,0
683,11,45,27500,5312,1,24,0
5904,2,55,14290,4290,1,24,0
1620,4,21,8890,9714,0,72,1
65,9,36,19683,22848,0,72,0
7380,24,62,9000,4462,1,24,0
5035,11,40,25049,15049,0,36,0
865,23,49,19990,21880,0,72,0
7191,20,48,22250,11150,1,60,0
1532,9,44,26990,23344,0,48,0
5974,4,29,10585,11878,0,96,1
6871,8,52,10125,10887,0,48,0
931,11,72,13819,12819,0,72,0
6094,5,31,9080,9080,0,72,0
1121,2,45,19209,21002,0,72,0
1162,0,38,16500,13500,0,60,0
5887,0,42,16950,17639,0,72,0
86,2,66,9500,11524,0,72,1
3443,15,47,9670,7170,0,60,0
5076,0,28,14420,14420,0,84,0
3620,6,34,6190,6720,0,24,1
2107,0,23,10990,11941,0,60,1
718,23,45,18280,17454,0,60,0
5516,25,46,13500,15118,0,96,0
5102,1,57,9600,4600,1,48,0
5889,1,38,2500,2132,0,24,1
5576,0,29,23000,25306,0,84,0
