,Job tenure,Age,Car price,Funding amount,Default (y)
4482,11,48,14380,14380,0
5006,28,60,13209,13209,0
425,30,55,8900,9573,0
2245,8,28,24900,12100,0
2973,28,50,16490,19178,1
3045,15,55,7890,8804,1
3578,2,48,13990,6646,0
4340,13,58,3290,2481,0
4842,7,52,11500,7595,0
4015,33,57,5682,6365,0
4789,16,40,3000,3000,0
5107,8,55,11821,6321,0
4166,4,47,10400,5000,0
7229,10,51,26999,19897,0
5735,18,37,21000,7549,0
6978,36,56,4749,4749,0
5563,1,40,11950,8565,0
3755,34,52,25750,28889,0
5058,45,62,7500,7500,1
2673,30,54,17940,19521,0
4102,14,78,12100,12100,1
6008,16,42,19910,20336,0
5858,2,56,11900,3900,0
3855,2,53,13600,7699,0
2589,14,39,22000,22000,0
5607,10,36,8476,9005,0
2845,17,48,11800,2800,0
805,0,33,16400,10400,0
3470,2,40,13980,4286,0
3838,28,46,8870,9325,0
518,0,63,19300,13300,0
4794,0,29,16730,11730,0
6815,2,51,6500,2500,0
4519,0,37,15150,8940,0
350,19,41,19921,21775,0
4511,13,53,16000,5500,0
5407,15,55,14890,12769,1
5340,10,27,25858,25972,1
6342,3,21,13450,7650,0
5769,7,24,25600,23300,0
5061,13,39,4600,3022,0
6391,17,51,11576,11576,0
4393,10,29,8500,6059,0
2311,13,34,7690,8218,0
5719,1,53,14999,12114,0
6874,10,36,5540,6001,0
3482,19,46,23950,11600,0
3960,11,51,7400,7400,0
1298,9,50,13090,6219,0
949,23,44,12490,16216,0
1022,4,56,13500,7327,0
1423,25,51,6860,6860,0
3625,16,47,19300,16300,0
5493,14,37,3660,3660,0
3240,10,48,18990,20262,1
1397,21,45,15490,17575,1
451,1,27,11984,8164,1
7080,20,45,9338,9338,0
3563,25,51,19910,17914,0
904,12,39,12500,9500,0
4010,9,33,16980,15286,0
712,12,73,12688,12688,0
3050,16,37,7430,5430,0
5817,8,39,29899,23899,0
652,27,61,1500,1581,0
6025,27,53,11975,10975,0
2225,18,51,16365,15461,0
5818,23,54,13500,9000,0
3611,1,49,32000,30000,1
831,16,55,9300,7058,0
6784,32,59,13900,10283,0
4647,18,41,7490,4742,0
1383,10,59,6795,7154,0
3869,12,56,5000,2090,0
6339,16,46,14790,11790,0
7392,39,62,15995,10995,0
763,15,49,15000,10000,0
4890,44,61,3490,2617,0
4963,43,64,5666,6199,0
7129,22,65,9596,10497,0
5661,10,30,12985,11917,0
3317,23,55,6553,7070,0
3101,37,59,6630,6030,0
90,19,71,14850,10000,0
5004,6,35,23819,21441,0
3150,10,37,19490,21202,0
3235,18,50,22680,20180,1
5969,19,49,11062,11062,0
7422,10,64,11990,11978,0
6405,37,54,7950,8932,0
2099,12,48,14500,13300,0
1737,13,53,12960,12099,0
4796,18,65,17290,17290,0
7227,32,62,3629,3629,0
837,2,55,11950,6950,0
3802,12,33,10000,8147,0
6305,0,40,12390,7390,0
647,14,55,20400,17048,0
2291,30,56,12700,2792,0
3822,21,80,10500,12835,1
6192,18,35,7500,7000,0
3071,16,79,12950,7972,0
1164,7,63,26000,21500,0
5044,1,28,10600,6379,0
3492,35,56,9990,10904,0
3238,8,60,7990,5690,0
2586,22,77,11800,3800,0
2574,22,61,8970,6970,0
3731,18,56,6990,7509,1
7013,3,68,17950,13190,1
57,28,52,22990,15410,0
6555,12,72,7950,8359,0
4457,20,49,7990,8100,0
3971,26,59,15500,15500,0
3027,40,57,7106,7489,0
4982,21,39,16500,13500,0
503,14,77,10046,10046,1
2515,18,56,15975,11676,0
4086,5,70,15740,11004,0
4650,17,62,5237,5237,0
7242,35,59,26470,27490,0
6212,16,43,15724,9440,0
3689,11,75,18300,18300,1
5014,34,51,3075,3075,0
642,11,67,19190,19190,0
3105,25,51,5149,5149,0
2338,11,53,14440,15666,0
5686,23,58,8870,9000,0
2758,1,58,11400,4606,0
6208,40,59,4990,4990,0
4623,13,52,10490,7490,0
6598,16,76,8630,9162,0
7232,15,66,8990,7386,0
1317,12,71,5000,5205,0
1161,10,48,23940,10704,0
1461,31,51,7950,8638,1
4925,42,59,16110,5854,0
2587,27,53,8932,10023,0
6527,4,43,26500,21500,0
6962,26,61,11680,9810,0
2369,36,60,25890,25890,0
6282,18,43,19990,21815,1
314,5,58,18950,16133,0
3025,22,43,26014,26014,1
7418,26,49,19800,23458,0
1870,15,75,6660,6660,1
2850,22,54,11591,12649,0
3378,3,51,11900,3690,0
6827,7,39,12100,6200,0
2206,4,29,22750,14742,0
346,13,53,12500,12470,0
4786,12,53,17120,5660,0
3494,37,58,4450,4711,0
947,4,69,14450,10830,0
7393,17,46,11400,13445,0
31,9,71,22830,12330,0
5312,12,73,10890,10890,0
490,10,55,21189,21189,0
5913,10,56,7950,8471,0
2218,21,56,7300,7791,0
7369,1,52,15800,3700,0
897,3,66,16090,11751,0
4446,1,41,25900,16900,0
6937,24,62,22990,20000,0
1093,21,40,7100,5319,0
2301,6,31,19985,13985,0
3799,17,53,13800,7800,0
6198,26,48,1700,1743,0
5678,26,53,15290,13290,0
435,31,47,11400,5400,0
4447,27,56,5490,5850,0
4810,11,33,8040,8845,0
1683,18,47,5582,5582,0
434,23,45,11850,9704,0
3567,7,33,17500,12500,0
5094,27,49,16500,11500,0
952,3,59,16940,10940,0
2339,19,51,6778,6778,0
7312,12,48,22500,21565,0
1104,0,33,30069,20069,0
7216,24,53,22300,23627,0
5965,40,57,10500,5500,0
92,23,85,10000,7500,0
6878,5,51,14390,7890,0
2308,19,51,15995,15995,0
3786,20,79,15958,15958,0
3377,31,54,13970,15159,0
5916,25,59,6070,4070,0
5400,13,82,13480,13858,1
2886,6,23,19400,9400,0
5156,21,43,10780,6683,0
864,15,56,16990,18177,0
4758,21,57,5490,5607,1
6243,0,52,29500,23101,0
3849,15,48,10000,11271,0
1972,26,49,9490,10425,0
2943,24,52,7900,7900,0
3590,12,44,14990,16098,0
957,20,53,26980,24203,0
4830,5,29,16990,23509,1
3352,19,43,7922,6922,0
5255,23,49,24100,22100,0
1558,41,58,8334,8334,0
6283,13,54,25500,13690,0
7361,15,47,9700,9532,0
1472,7,49,23987,23011,0
278,15,78,4365,1550,0
6483,39,56,19987,15000,0
7028,0,37,16885,13885,0
532,13,58,4990,5384,0
3221,19,78,13950,9895,0
4118,23,58,18142,18142,0
4974,23,88,4000,4000,0
6358,2,57,13000,8607,0
2843,6,40,11900,5300,1
6099,24,45,7991,7991,0
3753,41,59,19630,17830,0
1893,20,66,13385,9485,0
601,16,79,10489,8104,0
6163,14,52,9000,11220,0
15,1,30,18400,13169,0
5246,11,50,20780,19409,0
4717,15,38,20790,24038,0
683,11,45,27500,5312,0
5904,2,55,14290,4290,0
65,9,36,19683,22848,0
7380,24,62,9000,4462,0
5035,11,40,25049,15049,0
3121,17,45,13794,14925,1
865,23,49,19990,21880,0
7191,20,48,22250,11150,0
1532,9,44,26990,23344,0
931,11,72,13819,12819,0
1162,0,38,16500,13500,0
3443,15,47,9670,7170,0
6412,12,51,6147,6147,0
718,23,45,18280,17454,0
3165,36,61,13000,7235,1
5516,25,46,13500,15118,0
347,2,23,8875,4649,0
5102,1,57,9600,4600,0
1676,10,66,8900,8616,0
6506,18,51,15180,13080,0
5703,15,71,19400,20397,0
2173,13,49,4700,3700,0
3980,1,32,6598,1598,0
5060,34,55,17500,15532,0
3318,14,59,4790,5027,0
3942,23,50,22670,22670,0
452,38,60,5534,5534,0
4333,10,73,11590,7590,0
4270,10,49,11900,13210,0
1837,0,52,11670,7270,0
1844,16,47,9985,10859,0
2441,8,27,24000,22500,0
5646,17,81,6589,6427,0
4239,10,74,8999,6599,0
265,16,54,11990,6847,0
4836,11,47,26797,26797,1
1039,28,49,4800,5470,1
1471,14,51,17272,12643,0
2588,2,45,26159,24159,0
6450,16,36,5300,2358,0
4438,1,46,25590,22877,0
3893,19,44,9380,10116,0
759,0,63,21188,13976,0
24,10,61,8600,8600,0
2028,14,51,10390,8390,0
1609,19,48,23665,20764,0
254,22,57,4472,4472,0
486,11,57,15800,10800,0
786,5,66,29990,28494,0
3914,15,53,9192,9192,0
1662,14,61,14900,12900,0
4378,41,61,15990,15990,0
958,26,55,17999,14120,0
3035,9,69,5950,2560,0
4713,7,34,14800,11785,0
6847,17,42,10905,12401,0
5049,36,52,4322,4696,0
2741,15,58,9850,9940,0
5130,1,51,16990,6758,0
100,8,25,5900,3315,0
2337,12,43,22885,13885,0
1235,11,44,12790,11490,0
3647,20,84,16280,2287,0
2199,28,51,16000,7250,0
1583,20,75,6500,6000,0
3080,35,61,7439,8056,0
5792,21,45,13500,11000,0
4520,25,52,13890,15100,0
6161,10,59,14750,14750,0
5397,16,52,19800,14658,0
4355,7,36,18500,2500,0
2525,10,69,16613,16613,0
1346,6,69,18690,9690,0
7008,11,37,13548,15290,0
1144,27,46,6244,6244,0
2423,11,41,12814,13933,0
4989,15,64,19550,12750,0
2080,20,55,21500,16500,0
463,23,57,3590,2238,0
5062,1,24,18380,11801,0
2321,0,54,6985,1985,0
598,19,50,5690,6372,0
3931,12,32,14090,10822,0
1755,27,51,6040,6693,0
6925,22,62,3399,1947,0
6714,35,56,11890,8890,0
5500,32,48,14790,12790,0
268,5,28,16250,12750,0
6647,20,59,16400,17122,0
5933,27,62,11000,11789,0
3159,14,42,9200,10330,0
6045,14,32,21657,18766,0
7414,19,37,15550,14408,0
3973,4,47,22500,12741,0
240,22,40,23049,17931,0
63,0,65,11490,7690,0
2086,9,31,15990,13990,0
1564,14,41,12300,9300,0
2966,22,56,12800,14045,0
3332,16,54,7700,3000,0
2894,9,54,14500,2000,0
1736,17,37,9096,9096,0
7174,13,35,13990,13031,0
5808,16,46,6300,5707,0
7084,37,55,23622,25560,0
4304,30,48,5900,5900,0
7303,3,34,8900,3085,0
3608,20,59,6540,4225,0
3426,0,49,26450,24170,0
5194,23,39,12650,13745,0
3169,26,56,13050,14249,1
6430,11,28,8910,3889,0
5787,23,40,20900,19200,0
4894,8,48,15809,14509,0
1881,16,43,16995,15191,0
7146,10,56,19880,21779,0
5257,4,46,22618,7378,0
6660,4,35,8900,2900,0
2802,9,67,9485,7441,0
1509,16,55,23250,25080,0
1941,10,31,10500,7000,0
3282,1,50,9490,4087,0
6280,35,68,10690,8690,0
6262,19,43,4985,4339,0
252,19,36,19500,18200,0
1565,25,52,8590,9031,1
2405,15,41,4401,4401,0
4696,35,65,7500,6561,0
6840,15,38,12485,11184,0
3801,13,65,6100,6490,0
3722,14,67,12030,9930,1
6480,25,50,13600,15435,1
2163,3,47,23720,14099,0
6858,2,67,9742,6654,0
1572,20,50,20990,20990,0
5655,8,67,18800,16800,1
3277,9,39,22472,22030,0
1505,20,74,4505,4631,0
37,25,58,18538,9273,0
1788,15,51,17490,13990,0
2164,20,45,7990,8318,0
2890,26,45,15990,17495,0
7368,9,55,10760,8639,0
3006,24,55,14990,7490,0
1752,35,52,14990,17051,1
4927,15,74,12500,10200,0
293,34,53,20245,20995,0
5285,0,22,14000,9000,0
6345,16,46,17900,16000,0
3209,25,49,14164,14164,0
4058,8,39,12100,9497,0
5790,17,75,20450,15450,0
1400,1,29,8990,4129,0
2252,28,55,19360,20346,0
1877,26,55,22789,4150,0
2115,30,57,6900,3050,0
4649,39,60,19411,10590,0
6055,0,58,5990,2059,0
1940,27,50,7185,7517,0
3671,0,32,24600,18300,1
1612,3,39,21990,16990,0
887,7,69,10990,5990,0
1530,13,56,10000,7000,0
2358,14,42,16680,7005,0
7004,20,53,17500,13460,0
7288,6,59,13880,11077,0
889,15,36,9170,10084,0
7157,6,33,15000,5444,0
1869,19,51,18990,19027,0
2873,23,79,6353,6353,0
730,24,53,15990,7517,0
19,44,60,13800,11808,0
4076,2,63,20590,17590,0
5876,23,41,6490,6490,1
6226,30,47,13690,11690,0
4189,17,77,19500,16500,0
3308,38,57,11110,9110,0
1354,48,64,7955,7955,1
1351,2,38,6500,2000,0
6073,11,77,17460,5350,0
6820,7,38,29490,21490,0
6336,29,48,6500,6645,0
6057,11,38,15340,11340,0
6773,23,58,15775,10000,0
2908,40,62,7617,7617,0
113,26,52,10990,10890,0
2655,23,48,15470,12815,0
2478,17,59,4300,2967,0
1476,2,38,14999,9499,0
2678,17,60,11900,6400,0
4174,3,66,9873,2873,0
7026,4,66,25950,21150,0
7193,13,44,9000,4500,0
6618,10,26,4554,5101,1
5338,12,58,20290,21813,0
2345,15,35,14500,12259,0
4578,0,28,15799,6214,0
548,18,40,6300,6236,0
3910,4,59,14950,11548,0
2549,12,66,8900,7400,0
6703,17,35,10775,5823,0
5548,23,45,7813,8381,0
2240,7,48,13285,10715,0
83,14,35,17960,14960,0
2742,24,61,7795,7795,1
2718,0,54,15120,5773,0
5464,8,30,16990,13204,1
4078,11,28,10500,6093,0
4414,16,48,27840,8000,0
5838,7,35,16200,13000,0
742,13,46,15635,9035,0
1791,13,48,19000,11500,0
217,1,64,22610,18874,1
2458,3,47,17999,12600,0
4857,24,51,14990,5350,0
166,18,46,2500,2656,0
4888,10,72,8389,2489,0
1710,11,47,10390,11745,0
3936,19,40,13490,13490,0
6253,40,66,16150,14104,0
6009,13,36,6200,7173,0
5460,0,29,10970,7118,0
3813,21,77,5800,5800,0
3182,30,61,9100,9100,0
2471,11,52,19900,13000,0
3299,37,69,23300,20800,0
5716,24,47,5255,5255,0
4275,24,54,18789,18490,1
940,12,54,5480,5826,1
2287,12,43,15500,17684,0
5717,26,45,14800,10902,0
6725,27,58,7067,7067,0
4505,32,51,15990,8500,0
6859,34,54,15700,3000,0
1053,15,32,3900,4464,0
682,9,54,24550,21550,0
880,28,72,14105,14829,0
1600,14,73,7078,4000,0
2847,16,77,5990,2990,0
2263,13,49,14280,12906,0
6027,0,28,14500,6000,0
5446,16,61,15570,12170,0
7083,39,56,5985,6004,0
1052,4,36,20980,17380,0
5491,11,39,15958,15958,1
5549,25,48,11450,11450,0
2387,12,49,15990,13766,0
2083,14,46,27950,26750,1
2755,18,49,12950,11933,0
1034,11,45,9990,7698,0
1381,1,30,7725,1897,0
2620,4,27,14975,7396,0
4700,23,52,3757,3757,1
1189,5,70,20458,16208,0
1586,10,30,20710,5710,0
881,46,62,13420,16278,1
5955,20,44,8999,9529,0
1412,9,52,14410,17302,0
5822,16,72,14500,13585,1
1149,1,38,10790,4790,0
5505,11,71,16990,9490,0
5157,10,30,9490,7696,0
26,44,61,19312,19312,0
3334,17,57,5690,5690,0
2440,18,46,9900,7100,0
6696,15,45,9600,6110,0
1623,30,47,8469,9202,0
5820,30,46,14350,16100,0
5129,13,58,9990,4990,0
5856,28,55,17945,20863,0
6368,24,83,9850,2592,0
6792,16,48,12750,4750,0
3193,37,55,22770,19865,0
496,1,48,13000,10000,0
2259,15,56,14390,15851,1
1867,14,39,17090,17990,0
1957,5,49,15050,9050,0
1490,15,44,9820,6665,0
2072,28,52,27500,24133,0
1146,6,66,6490,2490,0
1699,9,36,29172,16172,0
5953,24,48,5768,6262,0
1611,13,57,24950,24950,0
1001,3,56,16490,13000,0
3279,15,40,18900,20499,0
1748,22,55,16280,11200,0
6141,20,65,26495,26989,1
1112,1,31,12500,7500,0
2006,31,53,7520,7520,0
2818,16,43,6600,7980,0
3270,10,54,8059,8691,0
4077,33,68,3246,3409,0
4848,9,73,14100,9600,0
6020,1,54,33485,26485,0
5523,16,46,17860,16640,0
3560,5,28,16200,13128,0
4503,16,77,11890,6445,0
5286,24,51,6749,6164,0
1477,17,55,8500,8500,0
6422,14,57,20600,20600,0
5747,17,40,12290,3000,0
2310,25,42,15980,15980,0
6502,17,44,10900,5900,0
3548,15,50,13990,12263,0
4220,31,59,16400,11923,0
344,10,51,27990,18990,0
6524,13,62,15830,10524,0
2535,17,50,14495,8706,0
2388,21,76,5900,2400,0
2268,17,50,4812,5173,0
3977,28,59,9932,11431,0
3824,15,54,6590,4506,0
2191,32,51,4200,4200,0
4602,1,39,16890,4218,0
5186,15,60,9300,8514,0
1002,24,53,25530,16420,0
6222,24,51,4761,4761,0
214,21,42,9016,9016,0
2210,26,46,12470,9470,0
3792,0,50,16500,9500,0
7423,22,43,23900,27815,0
3130,25,62,5700,1700,0
517,8,55,12500,4200,0
733,8,82,25990,23315,0
6830,1,18,13690,8690,0
3123,14,35,12500,13839,0
3956,6,45,15490,12484,0
7269,15,64,7890,8133,1
6865,9,38,29980,28341,0
3406,5,33,13000,8615,0
1117,22,59,13900,14621,1
5753,7,46,12490,7611,0
6469,37,63,8828,8828,0
4509,19,54,13900,13900,0
6691,12,77,10000,5000,0
297,26,45,8900,6900,0
87,8,47,9950,7950,0
3540,16,80,22450,15450,0
3428,33,61,11800,3800,0
3404,7,59,24585,21585,0
6245,25,53,12500,8000,0
3720,13,54,7500,8149,0
5204,13,72,13170,7170,0
691,13,77,6500,6500,1
2988,1,44,18900,15900,0
7038,31,52,8690,6514,0
5198,7,29,10850,5850,0
3129,10,31,5193,5193,0
7163,16,53,8990,10487,1
7306,13,46,8028,6824,0
2522,23,45,8950,8518,0
993,27,55,29400,18800,0
476,12,76,11770,9770,0
2671,31,59,16519,6877,0
3185,30,47,20190,17814,0
1951,12,73,4850,3150,0
328,9,37,20485,19485,0
3145,11,71,16799,14789,0
3263,11,56,4450,4000,0
2117,26,62,8239,9497,1
5426,17,54,6045,6045,0
4981,18,58,4950,5434,0
4252,26,48,8800,8800,0
4908,6,62,20839,17035,0
4369,26,45,6787,7304,0
615,30,59,9900,8489,0
4947,11,44,14185,15583,1
1964,36,59,7897,8173,0
4323,4,53,16990,13990,0
3227,8,71,18500,13760,0
2434,27,43,14748,16097,0
507,4,23,20960,27184,0
2157,11,61,11900,7400,0
3826,19,81,23490,18169,0
2446,15,47,22500,18636,1
6377,17,62,7990,1611,0
4059,12,48,29500,24000,0
2002,3,31,26490,13450,0
3543,30,54,4598,4598,0
3658,4,31,16050,12800,0
51,2,22,13000,2500,0
5425,23,43,10000,10000,0
1888,26,66,4856,4856,0
1225,15,46,11390,9254,0
1738,14,74,7804,8263,0
4844,1,55,28980,24376,0
1808,17,48,9440,10241,0
3288,27,52,11690,12728,0
6490,11,38,23186,6557,0
7156,9,69,13190,8190,0
5091,17,49,5890,7217,0
1840,10,70,6490,4990,0
3771,16,71,14590,14590,1
