,Job tenure,Age,Car price,Default (y)
3910,4,59,14950,0
2549,12,66,8900,0
5548,23,45,7813,0
2742,24,61,7795,1
4414,16,48,27840,0
4359,5,67,6712,0
742,13,46,15635,0
1791,13,48,19000,0
5852,10,74,4430,0
6764,4,57,7800,0
4857,24,51,14990,0
166,18,46,2500,0
4888,10,72,8389,0
1710,11,47,10390,0
3936,19,40,13490,0
6253,40,66,16150,0
3813,21,77,5800,0
3182,30,61,9100,0
2471,11,52,19900,0
2463,0,63,8450,0
3299,37,69,23300,0
5716,24,47,5255,0
4275,24,54,18789,1
940,12,54,5480,1
5717,26,45,14800,0
6725,27,58,7067,0
1413,6,55,11700,0
4505,32,51,15990,0
6859,34,54,15700,0
3821,2,63,13510,1
682,9,54,24550,0
880,28,72,14105,0
1600,14,73,7078,0
2847,16,77,5990,0
2263,13,49,14280,0
5446,16,61,15570,0
7083,39,56,5985,0
5549,25,48,11450,0
2387,12,49,15990,0
2755,18,49,12950,0
6063,5,61,10561,0
1034,11,45,9990,0
4700,23,52,3757,1
1189,5,70,20458,0
881,46,62,13420,1
5955,20,44,8999,0
1412,9,52,14410,0
5822,16,72,14500,1
5505,11,71,16990,0
26,44,61,19312,0
3334,17,57,5690,0
2440,18,46,9900,0
6696,15,45,9600,0
1623,30,47,8469,0
5820,30,46,14350,0
5129,13,58,9990,0
5856,28,55,17945,0
6368,24,83,9850,0
6792,16,48,12750,0
3193,37,55,22770,0
2259,15,56,14390,1
1490,15,44,9820,0
2072,28,52,27500,0
1146,6,66,6490,0
5953,24,48,5768,0
1611,13,57,24950,0
3871,4,59,11420,0
1748,22,55,16280,0
6141,20,65,26495,1
2006,31,53,7520,0
2818,16,43,6600,0
393,8,69,8021,0
3270,10,54,8059,0
4077,33,68,3246,0
4848,9,73,14100,0
5523,16,46,17860,0
4503,16,77,11890,0
4745,2,68,1600,0
5286,24,51,6749,0
1477,17,55,8500,0
1665,1,66,7896,0
6422,14,57,20600,0
4305,1,64,13994,1
3617,8,58,6373,0
5747,17,40,12290,0
2310,25,42,15980,0
6502,17,44,10900,0
3548,15,50,13990,0
4220,31,59,16400,0
6524,13,62,15830,0
2535,17,50,14495,0
2388,21,76,5900,0
2268,17,50,4812,0
3977,28,59,9932,0
3824,15,54,6590,0
4977,6,65,12900,1
2191,32,51,4200,0
1694,2,58,6069,0
5186,15,60,9300,0
1002,24,53,25530,0
6222,24,51,4761,0
1745,7,58,7731,0
214,21,42,9016,0
2210,26,46,12470,0
7423,22,43,23900,0
3130,25,62,5700,0
517,8,55,12500,0
4865,8,57,5069,0
733,8,82,25990,0
662,5,54,6731,0
1782,8,62,6400,0
3393,6,66,2700,0
7269,15,64,7890,1
3989,6,66,9085,0
1117,22,59,13900,1
6103,3,65,5101,0
6469,37,63,8828,0
4509,19,54,13900,0
6691,12,77,10000,0
297,26,45,8900,0
3540,16,80,22450,0
1878,4,58,15800,0
3428,33,61,11800,0
3404,7,59,24585,0
6245,25,53,12500,0
3720,13,54,7500,0
5204,13,72,13170,0
534,4,68,6600,1
691,13,77,6500,1
7038,31,52,8690,0
7163,16,53,8990,1
7306,13,46,8028,0
2522,23,45,8950,0
3208,9,69,13300,0
993,27,55,29400,0
476,12,76,11770,0
307,6,69,5850,0
2671,31,59,16519,0
3185,30,47,20190,0
1951,12,73,4850,0
402,5,64,12900,0
3145,11,71,16799,0
3263,11,56,4450,0
2117,26,62,8239,1
7291,9,61,10930,0
5426,17,54,6045,0
4981,18,58,4950,0
4252,26,48,8800,0
4908,6,62,20839,0
4369,26,45,6787,0
615,30,59,9900,0
1964,36,59,7897,0
3227,8,71,18500,0
2434,27,43,14748,0
2157,11,61,11900,0
3826,19,81,23490,0
2446,15,47,22500,1
6377,17,62,7990,0
3543,30,54,4598,0
5425,23,43,10000,0
1888,26,66,4856,0
1225,15,46,11390,0
1738,14,74,7804,0
6818,2,56,5000,0
1503,7,60,13990,0
1808,17,48,9440,0
3288,27,52,11690,0
5324,9,51,3500,0
1170,4,63,13230,0
7156,9,69,13190,0
5091,17,49,5890,0
1840,10,70,6490,0
873,4,58,9780,0
3771,16,71,14590,1
