,Job tenure,Age,Car price,Funding amount,Down payment,Default (y)
350,19,41,19921,21775,0,0
4667,1,43,15110,16384,0,0
5943,1,30,13070,13423,0,0
2098,2,26,20500,20500,0,0
5680,0,20,20000,22677,0,1
5340,10,27,25858,25972,0,1
6342,3,21,13450,7650,0,0
5769,7,24,25600,23300,0,0
4050,0,50,12490,12490,0,0
6625,1,32,11750,12786,0,0
4663,2,21,24000,24000,0,1
1087,2,26,10360,10490,0,0
5719,1,53,14999,12114,0,0
4606,1,21,10800,11639,0,1
1783,5,58,20660,22237,0,0
3482,19,46,23950,11600,1,0
7313,4,52,17490,18741,0,1
7142,2,26,16850,18312,0,0
3625,16,47,19300,16300,0,0
3240,10,48,18990,20262,0,1
1397,21,45,15490,17575,0,1
451,1,27,11984,8164,1,1
893,0,35,10470,11612,0,1
3781,1,37,15450,16027,0,0
3563,25,51,19910,17914,0,0
4010,9,33,16980,15286,0,0
5817,8,39,29899,23899,0,0
3409,1,32,13495,15696,0,1
2225,18,51,16365,15461,1,0
5410,2,37,11000,11000,0,0
1548,5,51,14800,14300,0,0
3611,1,49,32000,30000,0,1
5039,1,18,21990,23346,0,1
4669,3,53,12599,14498,0,1
6983,1,27,9980,9730,0,1
6961,3,38,15190,15732,0,1
396,0,31,15869,15869,0,0
497,0,26,16324,16423,0,0
4315,3,23,22422,22672,0,0
1839,1,21,21690,25931,0,1
5862,8,71,15980,18274,0,1
4210,3,23,14990,16451,0,0
256,7,32,15680,17430,0,0
2142,1,22,14000,11756,0,0
5661,10,30,12985,11917,0,0
4640,1,54,15990,18408,0,0
5004,6,35,23819,21441,0,0
3150,10,37,19490,21202,0,0
3235,18,50,22680,20180,0,1
5360,4,31,12537,13594,0,0
4195,0,36,14990,14580,0,0
586,1,28,10990,10990,0,0
2099,12,48,14500,13300,0,0
3258,1,37,13890,15313,0,1
1746,5,42,20990,21895,0,0
5860,4,45,16325,17570,0,0
6608,9,42,14990,15975,0,0
758,6,34,12740,10990,0,0
5484,7,57,20550,22207,0,0
4796,18,65,17290,17290,0,0
842,0,28,9500,10453,0,1
2101,5,43,26990,26990,0,1
647,14,55,20400,17048,1,0
2499,3,46,13499,12137,0,0
1328,0,18,10990,11955,0,1
6060,1,25,10900,12291,0,1
1164,7,63,26000,21500,0,0
457,0,63,19615,22096,0,0
5840,4,37,17000,17000,0,1
1372,2,54,17021,16224,0,0
3882,3,31,11370,12402,0,1
2907,2,46,12980,13718,0,0
2917,1,51,14519,15594,0,0
7013,3,68,17950,13190,0,1
2215,3,20,24377,24016,0,1
57,28,52,22990,15410,1,0
3606,0,26,14490,13055,0,0
2364,7,27,25000,24679,0,0
4982,21,39,16500,13500,0,0
7107,1,46,16410,17678,0,1
1822,0,43,18950,18950,0,0
5833,0,63,14990,13990,0,0
7242,35,59,26470,27490,0,0
3689,11,75,18300,18300,0,1
4483,7,55,15100,15100,0,0
3715,6,33,13659,14449,1,1
642,11,67,19190,19190,0,0
2968,8,71,20540,20540,0,0
4051,6,33,15079,15769,1,1
2338,11,53,14440,15666,0,0
5812,1,21,21990,21990,0,0
3053,1,27,14790,17249,0,0
1253,5,38,11990,11941,0,0
2751,3,38,11834,12450,0,0
3626,7,49,16388,16388,0,0
5515,0,51,18710,19700,0,0
1161,10,48,23940,10704,1,0
3100,0,33,10950,9715,0,0
6527,4,43,26500,21500,0,0
5165,1,20,8700,9319,0,0
4025,3,52,13490,14424,0,1
2369,36,60,25890,25890,0,0
6869,4,39,12500,12500,0,0
6282,18,43,19990,21815,0,1
314,5,58,18950,16133,0,0
3025,22,43,26014,26014,0,1
7418,26,49,19800,23458,0,0
219,0,19,13000,11615,0,0
6451,4,23,12035,13167,0,1
4140,3,32,10900,10900,0,0
7106,0,27,11990,12088,0,1
2206,4,29,22750,14742,0,0
4236,0,21,8900,8965,0,1
6459,1,33,17690,16150,0,0
3875,0,24,12890,13704,0,0
859,3,50,13450,15228,0,1
1379,2,19,16500,15000,0,1
2197,3,35,13500,11504,0,0
31,9,71,22830,12330,0,0
6355,0,50,12990,14089,0,0
490,10,55,21189,21189,0,0
6371,2,24,23900,23900,0,0
3038,3,44,18500,18500,0,0
4446,1,41,25900,16900,0,0
5303,2,60,18000,19422,0,1
6476,0,49,14900,16223,0,1
6937,24,62,22990,20000,0,0
2301,6,31,19985,13985,0,0
5079,0,40,13040,11168,0,0
3125,0,27,14890,14890,0,0
220,1,26,12490,13112,0,0
1405,7,41,15785,17151,0,0
6989,6,33,15340,16330,0,0
5841,2,19,11853,11853,0,0
4003,1,35,21080,21080,0,0
1088,0,42,22000,24804,0,1
3567,7,33,17500,12500,0,0
3269,0,24,10500,10500,0,0
4154,0,31,17303,17303,0,1
952,3,59,16940,10940,0,0
2561,3,47,22000,20355,0,0
1188,7,50,13500,13677,0,0
438,4,38,20590,21810,0,0
7312,12,48,22500,21565,0,0
4094,0,27,13550,14796,0,0
1104,0,33,30069,20069,0,0
4411,0,48,15000,15000,0,0
7216,24,53,22300,23627,0,0
2991,2,49,19179,22929,0,0
4335,0,23,12950,13781,0,1
2308,19,51,15995,15995,0,0
1115,3,31,17205,18000,1,0
1419,1,34,12890,14338,0,1
1030,0,18,9900,9900,0,1
76,0,34,16700,14886,0,0
4838,2,20,21990,24215,0,1
2886,6,23,19400,9400,0,0
4959,5,34,17900,17397,0,0
5444,1,32,9990,9990,0,0
596,2,21,13660,14966,0,0
6666,1,21,11750,12767,0,1
864,15,56,16990,18177,0,0
6243,0,52,29500,23101,0,0
3552,7,52,19500,20954,0,0
4941,0,29,10990,9890,0,0
3590,12,44,14990,16098,0,0
957,20,53,26980,24203,0,0
4830,5,29,16990,23509,0,1
1406,1,18,10990,11822,0,1
5584,0,20,11313,8490,0,0
5255,23,49,24100,22100,0,0
2857,0,23,11950,11950,0,0
6091,0,29,11800,13266,0,1
6283,13,54,25500,13690,1,0
6122,4,52,18100,18100,0,0
1472,7,49,23987,23011,0,0
5814,0,47,15990,13990,0,0
5939,0,20,10120,11001,0,0
1068,7,50,13600,15494,0,0
2121,6,38,13500,14647,0,0
7064,6,42,14600,13100,0,0
7028,0,37,16885,13885,0,0
3119,0,32,29990,29990,0,1
4118,23,58,18142,18142,0,0
2715,1,24,13490,15007,0,1
3992,0,27,9750,9251,0,0
2598,1,18,11690,11690,0,1
1541,1,26,14686,14782,0,0
3985,2,22,10900,11061,0,0
7058,8,39,12990,14585,0,1
15,1,30,18400,13169,0,0
5246,11,50,20780,19409,0,0
4717,15,38,20790,24038,0,0
683,11,45,27500,5312,1,0
1620,4,21,8890,9714,0,1
65,9,36,19683,22848,0,0
5035,11,40,25049,15049,0,0
3121,17,45,13794,14925,0,1
865,23,49,19990,21880,0,0
7191,20,48,22250,11150,1,0
3721,0,56,13300,14970,0,1
1532,9,44,26990,23344,0,0
5974,4,29,10585,11878,0,1
1891,3,19,27290,26911,0,1
1121,2,45,19209,21002,0,0
1162,0,38,16500,13500,0,0
5887,0,42,16950,17639,0,0
5076,0,28,14420,14420,0,0
2107,0,23,10990,11941,0,1
718,23,45,18280,17454,0,0
5576,0,29,23000,25306,0,0
3861,0,45,13500,12198,0,0
2728,0,29,10980,13133,0,1
6680,1,21,22995,22995,0,1
5703,15,71,19400,20397,0,0
4708,5,27,15150,13766,1,0
257,4,35,12490,13838,0,0
7030,1,22,9990,11087,0,0
3942,23,50,22670,22670,0,0
3589,6,34,13659,17476,1,1
3458,4,57,15655,19299,0,0
2441,8,27,24000,22500,0,0
2153,1,42,13990,15227,0,0
4836,11,47,26797,26797,0,1
1471,14,51,17272,12643,0,0
1916,6,24,13500,13500,0,0
1464,0,43,10990,12154,0,1
2588,2,45,26159,24159,0,0
4970,1,28,14351,14351,1,1
6804,4,34,12790,12790,0,0
2112,2,47,14000,13200,0,0
4438,1,46,25590,22877,0,0
3891,0,30,19590,21705,0,0
759,0,63,21188,13976,0,0
1609,19,48,23665,20764,0,0
3908,0,22,10333,11181,0,1
786,5,66,29990,28494,0,0
3966,4,21,14950,17447,0,0
6570,2,32,17780,16298,0,0
1309,1,26,18980,22948,0,1
228,4,50,17460,18490,1,0
6980,7,44,19400,21018,0,1
112,8,30,11375,11375,0,0
4713,7,34,14800,11785,0,0
5935,3,43,23779,21912,0,0
4392,2,35,11770,12230,0,0
2337,12,43,22885,13885,0,0
3779,6,38,16490,14490,0,0
4320,0,43,15990,15572,0,0
6230,1,27,11984,10318,0,1
509,0,21,13590,14830,0,1
3555,4,21,15900,17674,0,0
1416,2,32,13990,13048,0,0
6881,1,31,19286,19286,0,0
5707,1,23,28400,26448,0,0
1437,2,22,12990,13182,0,0
2804,0,20,12300,11944,0,0
7048,3,27,12890,17259,0,0
7267,2,25,19303,17573,0,0
2977,3,29,24900,26833,0,0
3326,7,27,19181,17681,0,0
5397,16,52,19800,14658,0,0
3909,0,39,20900,19697,0,1
175,4,26,11650,12917,0,1
2525,10,69,16613,16613,0,0
2505,3,61,24990,24990,0,0
757,1,26,16790,18823,0,1
7008,11,37,13548,15290,0,0
2423,11,41,12814,13933,0,0
2080,20,55,21500,16500,0,0
4671,2,34,13980,14555,0,0
324,2,38,11480,12522,0,1
1210,0,18,10078,11118,0,1
5062,1,24,18380,11801,0,0
3931,12,32,14090,10822,0,0
4385,4,21,10900,10081,0,1
4651,1,46,13410,12500,0,0
268,5,28,16250,12750,0,0
6647,20,59,16400,17122,0,0
856,4,21,9985,10114,0,0
205,1,37,18490,20058,0,1
7284,2,20,16877,17016,0,1
6045,14,32,21657,18766,0,0
3127,7,28,16871,16818,0,0
7414,19,37,15550,14408,0,0
7001,1,25,11000,7896,0,0
3126,0,36,12717,12717,0,0
2254,1,23,11990,12939,0,0
2209,1,29,14400,11216,0,1
3973,4,47,22500,12741,0,0
240,22,40,23049,17931,0,0
5824,1,18,24990,24990,0,1
2086,9,31,15990,13990,0,0
4705,0,22,8900,9826,0,1
7174,13,35,13990,13031,0,0
7084,37,55,23622,25560,0,0
7338,2,26,13990,11990,0,1
745,4,31,13990,12990,0,1
5385,0,22,10900,11843,0,1
5668,1,20,15334,15334,0,0
6510,0,22,11485,12463,0,0
7145,1,25,12900,12400,0,1
3426,0,49,26450,24170,0,0
551,0,19,8999,9323,0,1
6633,4,42,12990,14077,0,0
5787,23,40,20900,19200,0,0
5212,0,21,11950,10333,0,0
4894,8,48,15809,14509,0,0
6250,2,22,19085,19674,0,0
7050,0,25,14900,14273,0,0
1881,16,43,16995,15191,0,0
7146,10,56,19880,21779,0,0
5257,4,46,22618,7378,1,0
6053,2,48,12000,13957,0,0
1509,16,55,23250,25080,0,0
2077,2,33,16139,18458,0,1
252,19,36,19500,18200,0,0
6194,2,32,12000,9000,0,0
1654,5,42,13670,13670,0,0
5103,1,25,15900,15300,0,0
371,2,22,26480,29039,0,1
2495,1,30,15100,16384,0,0
1879,0,21,20600,19609,0,0
650,4,40,12990,10901,0,0
883,2,19,12700,10700,0,0
2163,3,47,23720,14099,0,0
3979,1,24,14050,15462,0,1
1572,20,50,20990,20990,0,0
5655,8,67,18800,16800,0,1
3277,9,39,22472,22030,0,0
2580,1,27,9900,10779,0,1
1788,15,51,17490,13990,0,0
2864,0,20,22990,25703,0,1
6348,1,43,19000,19000,0,0
2890,26,45,15990,17495,0,0
293,34,53,20245,20995,0,0
5285,0,22,14000,9000,0,0
6345,16,46,17900,16000,0,0
3945,2,28,18390,15890,0,0
1769,0,30,29790,29790,0,1
3410,2,24,12490,13009,0,0
3934,0,32,12490,12490,0,1
4685,2,20,27490,26490,0,0
6704,3,26,13430,10089,0,0
2252,28,55,19360,20346,0,0
3671,0,32,24600,18300,0,1
1612,3,39,21990,16990,0,0
5488,0,28,10900,10900,0,0
4563,6,24,12200,12200,0,0
3927,1,49,13750,13012,0,0
1869,19,51,18990,19027,0,0
2486,0,20,10890,10890,0,1
1244,0,36,15990,18984,0,1
6836,0,27,18400,20469,0,1
4076,2,63,20590,17590,0,0
6591,2,26,21000,21000,0,0
3607,0,22,25500,25500,0,1
1657,4,22,9490,10270,0,1
3961,1,50,15990,15990,0,0
6820,7,38,29490,21490,0,0
4952,7,47,18490,21146,0,1
6057,11,38,15340,11340,0,0
1978,3,21,23000,21250,0,1
6973,3,23,17950,17950,0,1
1677,0,43,11990,11990,0,0
1476,2,38,14999,9499,0,0
2420,1,54,20168,20168,0,0
7026,4,66,25950,21150,0,0
5338,12,58,20290,21813,0,0
1618,0,43,12600,14708,0,1
2345,15,35,14500,12259,0,0
1534,0,25,14500,16540,0,0
4578,0,28,15799,6214,1,0
680,1,46,13500,14957,0,1
3383,2,26,14950,14950,0,1
83,14,35,17960,14960,0,0
5586,7,27,12400,12008,0,0
5464,8,30,16990,13204,0,1
2929,2,21,27000,29425,0,1
4414,16,48,27840,8000,1,0
5838,7,35,16200,13000,0,0
1071,1,24,11590,8736,0,0
1791,13,48,19000,11500,0,0
217,1,64,22610,18874,0,1
2458,3,47,17999,12600,0,0
289,3,27,13590,13700,0,1
1271,3,36,13500,10486,0,0
1385,3,25,11290,12337,0,1
1617,0,33,14950,14950,0,0
5152,3,40,12980,14444,0,0
5030,1,31,20250,18250,0,0
2471,11,52,19900,13000,0,0
3299,37,69,23300,20800,0,0
4275,24,54,18789,18490,0,1
2287,12,43,15500,17684,0,0
1559,1,31,15000,14000,0,0
7138,0,24,10548,12423,0,0
3821,2,63,13510,16775,0,1
2951,4,28,11090,13090,0,0
3800,0,38,25390,25390,0,0
5137,5,30,15800,15822,0,1
6443,3,31,14300,15181,0,0
682,9,54,24550,21550,0,0
6027,0,28,14500,6000,1,0
2366,1,31,22950,25108,0,1
5106,1,19,15950,16449,0,1
1052,4,36,20980,17380,0,0
5491,11,39,15958,15958,0,1
4024,0,36,18900,18900,0,1
446,4,51,25290,24155,0,0
2488,2,45,11990,13101,0,1
6455,0,48,19990,19610,0,0
2387,12,49,15990,13766,0,0
1101,3,23,21942,21942,0,0
5404,3,25,18000,19599,0,1
2083,14,46,27950,26750,0,1
3286,1,24,11400,8400,0,0
5270,2,52,17800,18934,0,1
2620,4,27,14975,7396,0,0
1189,5,70,20458,16208,1,0
1586,10,30,20710,5710,1,0
6312,2,44,12990,12990,0,1
4198,1,25,20000,20000,0,1
17,3,22,9078,9909,0,0
1412,9,52,14410,17302,0,0
2615,0,41,14500,16911,0,1
4674,2,18,20890,23055,0,0
4081,0,20,21600,21612,0,0
3937,0,30,10900,8900,0,0
389,5,29,12990,12026,0,1
1152,1,24,11690,14164,0,0
5856,28,55,17945,20863,0,0
3193,37,55,22770,19865,0,0
5419,4,53,11480,15292,0,0
1867,14,39,17090,17990,0,0
6722,4,32,22777,25107,0,1
2072,28,52,27500,24133,0,0
4845,3,23,18500,19211,0,0
1699,9,36,29172,16172,0,0
5362,3,22,18990,17490,0,1
1611,13,57,24950,24950,0,0
1001,3,56,16490,13000,0,0
4660,0,25,9281,9281,0,1
7186,2,49,19990,19990,0,1
3078,3,48,19250,19250,0,0
2944,0,20,10990,11075,0,1
4394,2,35,9780,11655,0,1
5155,1,29,14990,12768,0,0
3279,15,40,18900,20499,0,0
6141,20,65,26495,26989,0,1
1112,1,31,12500,7500,0,0
2124,0,54,16937,18330,0,0
6020,1,54,33485,26485,0,0
4030,1,23,8990,10088,0,1
5523,16,46,17860,16640,0,0
3560,5,28,16200,13128,0,0
2413,0,30,12990,14130,0,0
7287,0,23,20990,20895,0,0
6422,14,57,20600,20600,0,0
4305,1,64,13994,14626,0,1
2310,25,42,15980,15980,0,0
3796,2,27,10500,8728,0,0
3901,0,22,9990,9849,0,0
344,10,51,27990,18990,0,0
7255,1,36,23490,25708,0,0
5737,0,39,19500,18361,0,1
5912,2,23,18900,22048,0,1
1002,24,53,25530,16420,1,0
3792,0,50,16500,9500,0,0
7423,22,43,23900,27815,0,0
733,8,82,25990,23315,0,0
495,3,46,14000,12832,0,0
6830,1,18,13690,8690,0,0
2694,2,34,16800,15800,0,0
3123,14,35,12500,13839,0,0
684,5,34,13174,13174,0,0
3956,6,45,15490,12484,0,0
4019,0,37,16500,18798,0,1
6865,9,38,29980,28341,0,0
2176,1,28,11000,11000,0,1
3406,5,33,13000,8615,0,0
4746,5,38,18700,16566,0,0
2053,5,35,14351,14182,1,0
3540,16,80,22450,15450,0,0
1878,4,58,15800,13800,0,0
6951,2,29,15730,14620,0,0
3404,7,59,24585,21585,0,0
2988,1,44,18900,15900,0,0
4593,1,23,15000,15000,0,0
1407,1,21,15000,14428,0,0
2569,3,41,21990,20279,0,0
993,27,55,29400,18800,0,0
6504,1,45,18900,21025,0,0
3185,30,47,20190,17814,1,0
6950,0,28,13490,13490,0,0
328,9,37,20485,19485,0,0
1220,0,25,10750,10750,0,0
1410,1,21,9190,10723,0,0
4299,0,20,27980,27980,0,0
106,6,28,20400,18900,0,0
1642,1,45,18990,20912,0,0
6507,5,32,13800,13800,0,1
349,1,29,16800,14000,0,0
2722,0,29,14080,14890,0,0
4908,6,62,20839,17035,0,0
5679,9,48,15340,15450,0,1
4947,11,44,14185,15583,0,1
7299,4,45,16660,19447,0,1
4323,4,53,16990,13990,0,0
109,2,23,17990,19713,0,1
3227,8,71,18500,13760,0,0
4039,0,25,13500,13500,0,0
507,4,23,20960,27184,0,0
3826,19,81,23490,18169,0,0
2446,15,47,22500,18636,0,1
577,2,25,27839,27954,0,1
4059,12,48,29500,24000,0,0
2002,3,31,26490,13450,0,0
3658,4,31,16050,12800,0,0
1754,0,33,9890,10934,0,1
6996,4,29,15980,13608,0,0
1705,0,20,26000,28504,0,1
1780,5,22,15370,17099,0,1
4844,1,55,28980,24376,1,0
6490,11,38,23186,6557,1,0
6531,0,35,14320,12820,0,0
82,4,37,28854,29000,0,1
2276,5,37,25000,25000,0,0
1513,3,20,11900,13073,0,0
