,Job tenure,Age,Car price,Default (y)
5285,0,22,14000,0
3945,2,28,18390,0
3410,2,24,12490,0
4685,2,20,27490,0
1400,1,29,8990,0
6704,3,26,13430,0
6055,0,58,5990,0
1612,3,39,21990,0
2019,0,28,8240,0
5488,0,28,10900,0
4317,4,23,7701,0
3927,1,49,13750,0
1278,2,46,8690,0
4076,2,63,20590,0
5876,23,41,6490,1
6591,2,26,21000,0
1354,48,64,7955,1
1351,2,38,6500,0
3961,1,50,15990,0
4952,7,47,18490,1
6171,3,36,2897,0
1915,0,30,8700,0
1677,0,43,11990,0
1476,2,38,14999,0
2420,1,54,20168,0
3008,6,57,7790,0
4174,3,66,9873,0
7026,4,66,25950,0
6618,10,26,4554,1
1534,0,25,14500,0
4578,0,28,15799,0
3910,4,59,14950,0
6204,1,46,6409,0
5148,1,36,8950,0
2742,24,61,7795,1
2718,0,54,15120,0
5464,8,30,16990,1
5693,1,33,7750,0
6991,4,41,3900,0
4359,5,67,6712,0
1071,1,24,11590,0
6537,3,26,7990,0
2458,3,47,17999,0
6764,4,57,7800,0
5296,5,44,6500,0
1271,3,36,13500,0
6731,2,44,9500,0
1617,0,33,14950,0
5152,3,40,12980,0
5460,0,29,10970,0
5030,1,31,20250,0
2463,0,63,8450,0
4275,24,54,18789,1
940,12,54,5480,1
1559,1,31,15000,0
7138,0,24,10548,0
2951,4,28,11090,0
3800,0,38,25390,0
6443,3,31,14300,0
4523,1,52,11990,0
4100,1,39,1600,0
6224,4,54,9586,0
6027,0,28,14500,0
2523,1,29,2239,0
2680,2,25,6250,0
2926,2,44,5641,0
1052,4,36,20980,0
5491,11,39,15958,1
446,4,51,25290,0
6455,0,48,19990,0
1101,3,23,21942,0
2083,14,46,27950,1
3286,1,24,11400,0
6063,5,61,10561,0
1061,1,52,10990,0
1381,1,30,7725,0
2620,4,27,14975,0
4700,23,52,3757,1
1189,5,70,20458,0
881,46,62,13420,1
17,3,22,9078,0
5822,16,72,14500,1
1149,1,38,10790,0
2465,1,22,4795,0
4674,2,18,20890,0
4081,0,20,21600,0
4420,3,50,10990,0
3937,0,30,10900,0
1152,1,24,11690,0
5419,4,53,11480,0
496,1,48,13000,0
2259,15,56,14390,1
5659,4,37,9900,0
85,0,33,8900,0
1957,5,49,15050,0
4845,3,23,18500,0
1001,3,56,16490,0
3871,4,59,11420,0
3078,3,48,19250,0
5155,1,29,14990,0
6141,20,65,26495,1
5159,2,49,5698,0
1112,1,31,12500,0
5962,3,37,3924,0
5845,7,29,7500,1
2124,0,54,16937,0
6020,1,54,33485,0
1103,4,28,6560,0
1995,0,48,8595,0
3560,5,28,16200,0
2413,0,30,12990,0
7287,0,23,20990,0
4745,2,68,1600,0
1665,1,66,7896,0
1415,2,51,6789,0
3796,2,27,10500,0
2154,2,44,10900,0
3901,0,22,9990,0
5164,0,27,6950,0
7255,1,36,23490,0
4977,6,65,12900,1
3316,4,48,8200,0
1694,2,58,6069,0
4602,1,39,16890,0
229,4,33,8970,0
4808,0,43,7600,0
1745,7,58,7731,0
3792,0,50,16500,0
6249,6,25,7671,0
733,8,82,25990,0
1193,2,55,7990,0
495,3,46,14000,0
2264,1,47,8100,0
662,5,54,6731,0
6830,1,18,13690,0
2694,2,34,16800,0
684,5,34,13174,0
7269,15,64,7890,1
7377,3,48,4600,0
3406,5,33,13000,0
1117,22,59,13900,1
4746,5,38,18700,0
6103,3,65,5101,0
2053,5,35,14351,0
1123,2,23,7995,0
6548,2,54,4888,0
1878,4,58,15800,0
6951,2,29,15730,0
691,13,77,6500,1
2988,1,44,18900,0
4593,1,23,15000,0
144,4,45,3490,0
1407,1,21,15000,0
2569,3,41,21990,0
5558,2,40,6990,0
6337,5,52,10990,0
7163,16,53,8990,1
2042,0,29,5190,0
6220,2,32,6500,0
6504,1,45,18900,0
6950,0,28,13490,0
402,5,64,12900,0
1220,0,25,10750,0
1410,1,21,9190,0
4299,0,20,27980,0
2117,26,62,8239,1
1642,1,45,18990,0
2996,7,47,7500,1
818,0,25,7950,0
349,1,29,16800,0
2722,0,29,14080,0
6671,1,55,7860,0
5679,9,48,15340,1
4947,11,44,14185,1
5899,2,55,5900,0
6033,5,53,9980,0
1789,2,48,5602,0
4323,4,53,16990,0
3227,8,71,18500,0
4039,0,25,13500,0
507,4,23,20960,0
2446,15,47,22500,1
1042,5,49,11999,0
2002,3,31,26490,0
3658,4,31,16050,0
6996,4,29,15980,0
51,2,22,13000,0
239,5,29,4467,0
6199,0,37,7475,0
6818,2,56,5000,0
4844,1,55,28980,0
493,1,41,9990,0
1170,4,63,13230,0
6531,0,35,14320,0
2276,5,37,25000,0
873,4,58,9780,0
3771,16,71,14590,1
1513,3,20,11900,0
