,Job tenure,Age,Car price,Default (y)
5662,1,38,7990,1
7129,22,65,9596,0
5661,10,30,12985,0
3317,23,55,6553,0
3101,37,59,6630,0
90,19,71,14850,0
5004,6,35,23819,0
3150,10,37,19490,0
5969,19,49,11062,0
7422,10,64,11990,0
6405,37,54,7950,0
2099,12,48,14500,0
3258,1,37,13890,1
6608,9,42,14990,0
758,6,34,12740,0
1737,13,53,12960,0
5484,7,57,20550,0
4796,18,65,17290,0
7227,32,62,3629,0
3802,12,33,10000,0
842,0,28,9500,1
2101,5,43,26990,1
647,14,55,20400,0
2291,30,56,12700,0
6192,18,35,7500,0
3071,16,79,12950,0
1328,0,18,10990,1
6060,1,25,10900,1
1164,7,63,26000,0
3492,35,56,9990,0
5840,4,37,17000,1
3238,8,60,7990,0
3882,3,31,11370,1
2586,22,77,11800,0
2574,22,61,8970,0
7013,3,68,17950,1
2215,3,20,24377,1
57,28,52,22990,0
6809,9,35,9600,0
6555,12,72,7950,0
4457,20,49,7990,0
3971,26,59,15500,0
3027,40,57,7106,0
2364,7,27,25000,0
4982,21,39,16500,0
6687,1,29,8626,1
2515,18,56,15975,0
7107,1,46,16410,1
5452,5,65,3990,1
4650,17,62,5237,0
7242,35,59,26470,0
6212,16,43,15724,0
5014,34,51,3075,0
4483,7,55,15100,0
642,11,67,19190,0
3105,25,51,5149,0
527,0,46,8990,1
2338,11,53,14440,0
5686,23,58,8870,0
6208,40,59,4990,0
4623,13,52,10490,0
3355,7,29,5205,0
6598,16,76,8630,0
3626,7,49,16388,0
7232,15,66,8990,0
1317,12,71,5000,0
1161,10,48,23940,0
4925,42,59,16110,0
2587,27,53,8932,0
3002,9,54,5812,0
6962,26,61,11680,0
4025,3,52,13490,1
2369,36,60,25890,0
2764,7,56,2373,0
3055,0,18,6690,1
7418,26,49,19800,0
2350,0,34,5900,1
6451,4,23,12035,1
7106,0,27,11990,1
2850,22,54,11591,0
6827,7,39,12100,0
346,13,53,12500,0
4786,12,53,17120,0
3494,37,58,4450,0
4236,0,21,8900,1
7393,17,46,11400,0
859,3,50,13450,1
1379,2,19,16500,1
31,9,71,22830,0
5312,12,73,10890,0
490,10,55,21189,0
5635,1,23,5666,1
5913,10,56,7950,0
2218,21,56,7300,0
4237,9,52,6990,0
5303,2,60,18000,1
6476,0,49,14900,1
3742,2,38,8500,1
6937,24,62,22990,0
1093,21,40,7100,0
2301,6,31,19985,0
233,0,27,3546,1
3799,17,53,13800,0
4038,2,63,13990,1
6198,26,48,1700,0
1405,7,41,15785,0
5678,26,53,15290,0
435,31,47,11400,0
6989,6,33,15340,0
1919,6,28,4600,0
4447,27,56,5490,0
4810,11,33,8040,0
1683,18,47,5582,0
1088,0,42,22000,1
7189,9,45,8461,0
434,23,45,11850,0
3567,7,33,17500,0
4154,0,31,17303,1
5094,27,49,16500,0
1188,7,50,13500,0
2339,19,51,6778,0
6162,1,24,7900,1
7312,12,48,22500,0
7216,24,53,22300,0
5965,40,57,10500,0
92,23,85,10000,0
4335,0,23,12950,1
2308,19,51,15995,0
1419,1,34,12890,1
5388,6,40,10430,0
3786,20,79,15958,0
1030,0,18,9900,1
3377,31,54,13970,0
4370,1,24,7990,1
5916,25,59,6070,0
4838,2,20,21990,1
2886,6,23,19400,0
5156,21,43,10780,0
6666,1,21,11750,1
4672,0,22,3895,1
864,15,56,16990,0
3849,15,48,10000,0
3552,7,52,19500,0
1972,26,49,9490,0
2943,24,52,7900,0
3590,12,44,14990,0
957,20,53,26980,0
4830,5,29,16990,1
1406,1,18,10990,1
3352,19,43,7922,0
5255,23,49,24100,0
6179,8,26,7970,0
1558,41,58,8334,0
6091,0,29,11800,1
6283,13,54,25500,0
7361,15,47,9700,0
5114,0,32,7165,1
1472,7,49,23987,0
3418,4,22,7995,1
278,15,78,4365,0
1068,7,50,13600,0
2121,6,38,13500,0
6483,39,56,19987,0
5863,9,74,12500,0
7064,6,42,14600,0
532,13,58,4990,0
3119,0,32,29990,1
3221,19,78,13950,0
4118,23,58,18142,0
4974,23,88,4000,0
2715,1,24,13490,1
2598,1,18,11690,1
6099,24,45,7991,0
3753,41,59,19630,0
1893,20,66,13385,0
601,16,79,10489,0
259,0,26,5019,1
6163,14,52,9000,0
5246,11,50,20780,0
4717,15,38,20790,0
683,11,45,27500,0
1620,4,21,8890,1
65,9,36,19683,0
7380,24,62,9000,0
5035,11,40,25049,0
865,23,49,19990,0
7191,20,48,22250,0
3721,0,56,13300,1
1532,9,44,26990,0
5974,4,29,10585,1
6871,8,52,10125,0
1891,3,19,27290,1
931,11,72,13819,0
86,2,66,9500,1
3443,15,47,9670,0
6412,12,51,6147,0
2107,0,23,10990,1
718,23,45,18280,0
5516,25,46,13500,0
5889,1,38,2500,1
1676,10,66,8900,0
6506,18,51,15180,0
3688,6,51,10205,0
2728,0,29,10980,1
6680,1,21,22995,1
4965,9,31,6795,0
5703,15,71,19400,0
2173,13,49,4700,0
1961,0,22,5990,1
5060,34,55,17500,0
3318,14,59,4790,0
3942,23,50,22670,0
452,38,60,5534,0
4333,10,73,11590,0
4270,10,49,11900,0
1844,16,47,9985,0
2441,8,27,24000,0
5646,17,81,6589,0
3780,6,23,7340,0
4239,10,74,8999,0
265,16,54,11990,0
1471,14,51,17272,0
1263,3,20,6960,1
1916,6,24,13500,0
1464,0,43,10990,1
4970,1,28,14351,1
6450,16,36,5300,0
3893,19,44,9380,0
1055,3,58,5628,1
24,10,61,8600,0
4950,7,50,6269,0
2028,14,51,10390,0
1609,19,48,23665,0
2451,9,52,6850,0
254,22,57,4472,0
3908,0,22,10333,1
486,11,57,15800,0
437,4,27,8990,1
3914,15,53,9192,0
1662,14,61,14900,0
5724,8,37,6990,0
1309,1,26,18980,1
4378,41,61,15990,0
958,26,55,17999,0
6136,6,45,9000,0
3035,9,69,5950,0
112,8,30,11375,0
4713,7,34,14800,0
6847,17,42,10905,0
5049,36,52,4322,0
2741,15,58,9850,0
7074,0,32,7390,1
2034,7,61,12000,0
100,8,25,5900,0
1005,5,32,8450,1
2337,12,43,22885,0
3779,6,38,16490,0
1235,11,44,12790,0
5273,6,31,4795,0
3647,20,84,16280,0
6230,1,27,11984,1
2199,28,51,16000,0
509,0,21,13590,1
1544,1,26,5675,1
1583,20,75,6500,0
3080,35,61,7439,0
5792,21,45,13500,0
4520,25,52,13890,0
6161,10,59,14750,0
3326,7,27,19181,0
5397,16,52,19800,0
4355,7,36,18500,0
3909,0,39,20900,1
175,4,26,11650,1
2525,10,69,16613,0
1346,6,69,18690,0
4536,6,59,9400,0
757,1,26,16790,1
7008,11,37,13548,0
1144,27,46,6244,0
2423,11,41,12814,0
4989,15,64,19550,0
2080,20,55,21500,0
324,2,38,11480,1
1210,0,18,10078,1
463,23,57,3590,0
598,19,50,5690,0
3931,12,32,14090,0
1755,27,51,6040,0
4385,4,21,10900,1
6925,22,62,3399,0
5492,7,41,3500,0
6714,35,56,11890,0
5500,32,48,14790,0
6647,20,59,16400,0
205,1,37,18490,1
7284,2,20,16877,1
5933,27,62,11000,0
3159,14,42,9200,0
6045,14,32,21657,0
3127,7,28,16871,0
7414,19,37,15550,0
2209,1,29,14400,1
240,22,40,23049,0
5824,1,18,24990,1
2086,9,31,15990,0
1564,14,41,12300,0
4705,0,22,8900,1
2966,22,56,12800,0
3332,16,54,7700,0
2894,9,54,14500,0
1736,17,37,9096,0
7174,13,35,13990,0
5808,16,46,6300,0
7084,37,55,23622,0
4304,30,48,5900,0
7338,2,26,13990,1
745,4,31,13990,1
3608,20,59,6540,0
5385,0,22,10900,1
1272,8,25,7652,1
7145,1,25,12900,1
551,0,19,8999,1
5194,23,39,12650,0
1057,5,64,5199,1
6430,11,28,8910,0
5787,23,40,20900,0
4894,8,48,15809,0
1881,16,43,16995,0
4928,2,34,8700,1
7146,10,56,19880,0
2802,9,67,9485,0
2763,6,53,9850,0
1509,16,55,23250,0
1941,10,31,10500,0
2077,2,33,16139,1
602,7,46,3900,0
6280,35,68,10690,0
6262,19,43,4985,0
252,19,36,19500,0
2405,15,41,4401,0
4696,35,65,7500,0
371,2,22,26480,1
6840,15,38,12485,0
3801,13,65,6100,0
3979,1,24,14050,1
1572,20,50,20990,0
2623,8,28,4800,0
3277,9,39,22472,0
1505,20,74,4505,0
37,25,58,18538,0
2580,1,27,9900,1
1552,1,33,8450,1
5963,6,55,5990,0
1788,15,51,17490,0
2164,20,45,7990,0
2864,0,20,22990,1
2890,26,45,15990,0
7368,9,55,10760,0
3006,24,55,14990,0
4994,6,32,8500,0
4927,15,74,12500,0
293,34,53,20245,0
7167,6,34,7190,0
1142,5,35,10105,1
6345,16,46,17900,0
6768,1,33,5490,1
4423,1,33,4990,1
1769,0,30,29790,1
1872,4,55,11343,1
3209,25,49,14164,0
4058,8,39,12100,0
4738,0,64,4500,1
5790,17,75,20450,0
3934,0,32,12490,1
2252,28,55,19360,0
1877,26,55,22789,0
2115,30,57,6900,0
4649,39,60,19411,0
1940,27,50,7185,0
3671,0,32,24600,1
887,7,69,10990,0
1530,13,56,10000,0
2358,14,42,16680,0
4563,6,24,12200,0
7004,20,53,17500,0
7288,6,59,13880,0
889,15,36,9170,0
7157,6,33,15000,0
1869,19,51,18990,0
2486,0,20,10890,1
2873,23,79,6353,0
1244,0,36,15990,1
730,24,53,15990,0
6836,0,27,18400,1
19,44,60,13800,0
4368,9,68,4126,0
6226,30,47,13690,0
4189,17,77,19500,0
3308,38,57,11110,0
3607,0,22,25500,1
1657,4,22,9490,1
6073,11,77,17460,0
4827,6,23,6640,0
6820,7,38,29490,0
6336,29,48,6500,0
6057,11,38,15340,0
1978,3,21,23000,1
6773,23,58,15775,0
2908,40,62,7617,0
113,26,52,10990,0
6973,3,23,17950,1
2655,23,48,15470,0
2478,17,59,4300,0
2678,17,60,11900,0
7193,13,44,9000,0
6593,8,25,6990,0
5338,12,58,20290,0
1618,0,43,12600,1
2345,15,35,14500,0
548,18,40,6300,0
2549,12,66,8900,0
6703,17,35,10775,0
680,1,46,13500,1
3383,2,26,14950,1
5548,23,45,7813,0
2240,7,48,13285,0
83,14,35,17960,0
5586,7,27,12400,0
2929,2,21,27000,1
4078,11,28,10500,0
4414,16,48,27840,0
5838,7,35,16200,0
742,13,46,15635,0
1791,13,48,19000,0
5852,10,74,4430,0
217,1,64,22610,1
289,3,27,13590,1
4857,24,51,14990,0
166,18,46,2500,0
4888,10,72,8389,0
1710,11,47,10390,0
3936,19,40,13490,0
1385,3,25,11290,1
6253,40,66,16150,0
6009,13,36,6200,0
6411,1,25,6190,1
3813,21,77,5800,0
3182,30,61,9100,0
2471,11,52,19900,0
2949,1,54,8800,1
3299,37,69,23300,0
5716,24,47,5255,0
2287,12,43,15500,0
5717,26,45,14800,0
6725,27,58,7067,0
1413,6,55,11700,0
5458,4,53,11000,1
4505,32,51,15990,0
6859,34,54,15700,0
1053,15,32,3900,0
3821,2,63,13510,1
5137,5,30,15800,1
682,9,54,24550,0
880,28,72,14105,0
1600,14,73,7078,0
2847,16,77,5990,0
2263,13,49,14280,0
5446,16,61,15570,0
7083,39,56,5985,0
2366,1,31,22950,1
5106,1,19,15950,1
4024,0,36,18900,1
6539,1,38,8000,1
5549,25,48,11450,0
2488,2,45,11990,1
2387,12,49,15990,0
5404,3,25,18000,1
2755,18,49,12950,0
1034,11,45,9990,0
5270,2,52,17800,1
3412,6,36,7999,1
1586,10,30,20710,0
6312,2,44,12990,1
4198,1,25,20000,1
5955,20,44,8999,0
1412,9,52,14410,0
2615,0,41,14500,1
5377,8,32,7940,0
5505,11,71,16990,0
5157,10,30,9490,0
26,44,61,19312,0
4709,6,39,9500,0
3334,17,57,5690,0
2440,18,46,9900,0
6272,1,42,7310,1
6696,15,45,9600,0
1623,30,47,8469,0
4215,7,44,6200,0
5820,30,46,14350,0
389,5,29,12990,1
5129,13,58,9990,0
5856,28,55,17945,0
6368,24,83,9850,0
6792,16,48,12750,0
3193,37,55,22770,0
1867,14,39,17090,0
6722,4,32,22777,1
1490,15,44,9820,0
2072,28,52,27500,0
620,4,52,4781,1
1146,6,66,6490,0
1699,9,36,29172,0
5362,3,22,18990,1
5953,24,48,5768,0
1611,13,57,24950,0
5910,9,34,7990,0
4660,0,25,9281,1
7186,2,49,19990,1
4743,6,27,9699,0
6822,7,32,5750,0
2944,0,20,10990,1
4394,2,35,9780,1
6552,3,37,8650,1
3279,15,40,18900,0
1748,22,55,16280,0
2006,31,53,7520,0
2818,16,43,6600,0
393,8,69,8021,0
3270,10,54,8059,0
4077,33,68,3246,0
4848,9,73,14100,0
4030,1,23,8990,1
5523,16,46,17860,0
2483,4,42,9990,1
4503,16,77,11890,0
3479,1,46,10000,1
5286,24,51,6749,0
1477,17,55,8500,0
6422,14,57,20600,0
4099,1,47,6100,1
4305,1,64,13994,1
3617,8,58,6373,0
5747,17,40,12290,0
2310,25,42,15980,0
6502,17,44,10900,0
3548,15,50,13990,0
4220,31,59,16400,0
344,10,51,27990,0
6524,13,62,15830,0
2535,17,50,14495,0
2388,21,76,5900,0
2268,17,50,4812,0
3977,28,59,9932,0
3824,15,54,6590,0
2191,32,51,4200,0
5737,0,39,19500,1
5186,15,60,9300,0
5912,2,23,18900,1
1002,24,53,25530,0
6222,24,51,4761,0
214,21,42,9016,0
2210,26,46,12470,0
7423,22,43,23900,0
3130,25,62,5700,0
517,8,55,12500,0
4865,8,57,5069,0
4898,4,33,10000,1
4347,0,26,5990,1
5046,0,37,9945,1
1782,8,62,6400,0
3123,14,35,12500,0
3393,6,66,2700,0
3956,6,45,15490,0
3682,0,23,7749,1
4019,0,37,16500,1
6865,9,38,29980,0
3989,6,66,9085,0
2176,1,28,11000,1
49,0,30,7480,1
5753,7,46,12490,0
6469,37,63,8828,0
4509,19,54,13900,0
6691,12,77,10000,0
297,26,45,8900,0
87,8,47,9950,0
3540,16,80,22450,0
3428,33,61,11800,0
3404,7,59,24585,0
6245,25,53,12500,0
3720,13,54,7500,0
5204,13,72,13170,0
534,4,68,6600,1
7038,31,52,8690,0
5198,7,29,10850,0
3129,10,31,5193,0
7306,13,46,8028,0
2522,23,45,8950,0
3208,9,69,13300,0
993,27,55,29400,0
476,12,76,11770,0
307,6,69,5850,0
2671,31,59,16519,0
3185,30,47,20190,0
1951,12,73,4850,0
328,9,37,20485,0
3145,11,71,16799,0
3263,11,56,4450,0
106,6,28,20400,0
7291,9,61,10930,0
6507,5,32,13800,1
5426,17,54,6045,0
4981,18,58,4950,0
811,1,30,8490,1
4252,26,48,8800,0
4908,6,62,20839,0
4369,26,45,6787,0
615,30,59,9900,0
7299,4,45,16660,1
567,4,47,6594,1
1964,36,59,7897,0
109,2,23,17990,1
2434,27,43,14748,0
2157,11,61,11900,0
1231,8,35,5800,0
3826,19,81,23490,0
6377,17,62,7990,0
577,2,25,27839,1
4059,12,48,29500,0
3728,8,34,5630,0
3543,30,54,4598,0
1754,0,33,9890,1
731,7,30,7450,0
1705,0,20,26000,1
3116,7,46,5327,0
5425,23,43,10000,0
1888,26,66,4856,0
1780,5,22,15370,1
1225,15,46,11390,0
1738,14,74,7804,0
1503,7,60,13990,0
1808,17,48,9440,0
3288,27,52,11690,0
5324,9,51,3500,0
6490,11,38,23186,0
7156,9,69,13190,0
5091,17,49,5890,0
1840,10,70,6490,0
82,4,37,28854,1
