,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
6980,7,44,19400,21018,0,60,1
3035,9,69,5950,2560,1,24,0
7074,0,32,7390,7390,0,96,1
5130,1,51,16990,6758,1,36,0
100,8,25,5900,3315,1,48,0
1005,5,32,8450,8184,0,72,1
3647,20,84,16280,2287,1,12,0
6230,1,27,11984,10318,0,48,1
509,0,21,13590,14830,0,72,1
1544,1,26,5675,5675,0,49,1
5707,1,23,28400,26448,0,60,0
2804,0,20,12300,11944,0,48,0
2977,3,29,24900,26833,0,48,0
4355,7,36,18500,2500,1,24,0
3909,0,39,20900,19697,0,24,1
175,4,26,11650,12917,0,72,1
757,1,26,16790,18823,0,48,1
324,2,38,11480,12522,0,60,1
1210,0,18,10078,11118,0,60,1
2321,0,54,6985,1985,1,12,0
4385,4,21,10900,10081,0,60,1
205,1,37,18490,20058,0,60,1
7284,2,20,16877,17016,0,72,1
1962,0,19,6780,5479,0,48,0
2131,1,27,3700,1600,1,36,0
2209,1,29,14400,11216,0,48,1
5824,1,18,24990,24990,0,96,1
4705,0,22,8900,9826,0,84,1
2894,9,54,14500,2000,1,12,0
7338,2,26,13990,11990,0,60,1
7303,3,34,8900,3085,1,24,0
745,4,31,13990,12990,0,48,1
5385,0,22,10900,11843,0,60,1
5668,1,20,15334,15334,0,60,0
6510,0,22,11485,12463,0,60,0
1272,8,25,7652,8252,0,48,1
7145,1,25,12900,12400,0,36,1
551,0,19,8999,9323,0,72,1
1057,5,64,5199,5875,0,72,1
3169,26,56,13050,14249,0,72,1
5212,0,21,11950,10333,0,60,0
6250,2,22,19085,19674,0,60,0
4928,2,34,8700,10362,0,60,1
5257,4,46,22618,7378,1,60,0
6660,4,35,8900,2900,1,12,0
2077,2,33,16139,18458,0,60,1
3282,1,50,9490,4087,1,48,0
1565,25,52,8590,9031,0,60,1
371,2,22,26480,29039,0,60,1
1879,0,21,20600,19609,0,60,0
3722,14,67,12030,9930,1,48,1
6480,25,50,13600,15435,0,60,1
883,2,19,12700,10700,0,48,0
3979,1,24,14050,15462,0,60,1
6858,2,67,9742,6654,1,48,0
5655,8,67,18800,16800,0,60,1
2580,1,27,9900,10779,0,60,1
1552,1,33,8450,7595,0,60,1
2864,0,20,22990,25703,0,96,1
3006,24,55,14990,7490,1,36,0
1752,35,52,14990,17051,0,60,1
1142,5,35,10105,11339,0,96,1
6768,1,33,5490,5530,0,36,1
4423,1,33,4990,5427,0,60,1
1769,0,30,29790,29790,0,60,1
1872,4,55,11343,10343,0,36,1
4738,0,64,4500,4816,0,48,1
3934,0,32,12490,12490,0,84,1
4685,2,20,27490,26490,0,72,0
2115,30,57,6900,3050,1,24,0
4649,39,60,19411,10590,1,48,0
6055,0,58,5990,2059,1,24,0
3671,0,32,24600,18300,0,72,1
7157,6,33,15000,5444,1,60,0
2486,0,20,10890,10890,0,60,1
1244,0,36,15990,18984,0,84,1
730,24,53,15990,7517,1,36,0
6836,0,27,18400,20469,0,96,1
5876,23,41,6490,6490,0,60,1
1354,48,64,7955,7955,0,24,1
3607,0,22,25500,25500,0,96,1
1351,2,38,6500,2000,1,24,0
1657,4,22,9490,10270,0,60,1
6073,11,77,17460,5350,1,24,0
4952,7,47,18490,21146,0,60,1
1978,3,21,23000,21250,0,72,1
6973,3,23,17950,17950,0,72,1
4174,3,66,9873,2873,1,12,0
6618,10,26,4554,5101,0,48,1
1618,0,43,12600,14708,0,72,1
4578,0,28,15799,6214,1,36,0
6703,17,35,10775,5823,1,48,0
680,1,46,13500,14957,0,84,1
3383,2,26,14950,14950,0,72,1
2742,24,61,7795,7795,0,48,1
2718,0,54,15120,5773,1,24,0
5464,8,30,16990,13204,0,72,1
2929,2,21,27000,29425,0,60,1
4414,16,48,27840,8000,1,24,0
217,1,64,22610,18874,0,48,1
289,3,27,13590,13700,0,60,1
4857,24,51,14990,5350,1,36,0
4888,10,72,8389,2489,1,24,0
1385,3,25,11290,12337,0,60,1
6411,1,25,6190,5757,0,24,1
2949,1,54,8800,10414,0,84,1
4275,24,54,18789,18490,0,60,1
940,12,54,5480,5826,0,24,1
5458,4,53,11000,12033,0,72,1
3821,2,63,13510,16775,0,72,1
5137,5,30,15800,15822,0,72,1
880,28,72,14105,14829,0,60,0
1600,14,73,7078,4000,1,48,0
6027,0,28,14500,6000,1,60,0
2366,1,31,22950,25108,0,72,1
5106,1,19,15950,16449,0,60,1
5491,11,39,15958,15958,0,30,1
4024,0,36,18900,18900,0,60,1
6539,1,38,8000,8710,0,60,1
2488,2,45,11990,13101,0,72,1
1101,3,23,21942,21942,0,24,0
5404,3,25,18000,19599,0,60,1
2083,14,46,27950,26750,0,96,1
5270,2,52,17800,18934,0,72,1
1381,1,30,7725,1897,1,12,0
3412,6,36,7999,9355,0,72,1
4700,23,52,3757,3757,0,31,1
1189,5,70,20458,16208,1,60,0
1586,10,30,20710,5710,1,96,0
6312,2,44,12990,12990,0,48,1
881,46,62,13420,16278,0,72,1
4198,1,25,20000,20000,0,72,1
17,3,22,9078,9909,0,60,0
5822,16,72,14500,13585,0,60,1
2615,0,41,14500,16911,0,72,1
1149,1,38,10790,4790,1,48,0
4674,2,18,20890,23055,0,72,0
4081,0,20,21600,21612,0,72,0
6272,1,42,7310,8189,0,48,1
389,5,29,12990,12026,0,60,1
6368,24,83,9850,2592,1,12,0
6792,16,48,12750,4750,1,36,0
2259,15,56,14390,15851,0,96,1
6722,4,32,22777,25107,0,72,1
620,4,52,4781,4781,0,48,1
1146,6,66,6490,2490,1,24,0
5362,3,22,18990,17490,0,60,1
4660,0,25,9281,9281,0,48,1
7186,2,49,19990,19990,0,72,1
2944,0,20,10990,11075,0,48,1
4394,2,35,9780,11655,0,84,1
6552,3,37,8650,7165,0,60,1
6141,20,65,26495,26989,0,84,1
5845,7,29,7500,8189,0,48,1
4030,1,23,8990,10088,0,96,1
2483,4,42,9990,10850,0,60,1
3479,1,46,10000,10866,0,60,1
4099,1,47,6100,6572,0,36,1
4305,1,64,13994,14626,0,60,1
5747,17,40,12290,3000,1,36,0
3901,0,22,9990,9849,0,72,0
2388,21,76,5900,2400,1,36,0
4977,6,65,12900,12900,0,36,1
5737,0,39,19500,18361,0,48,1
4602,1,39,16890,4218,1,60,0
5912,2,23,18900,22048,0,72,1
1002,24,53,25530,16420,1,24,0
3130,25,62,5700,1700,1,12,0
517,8,55,12500,4200,1,48,0
4898,4,33,10000,10892,0,60,1
4347,0,26,5990,6721,0,48,1
5046,0,37,9945,9945,0,60,1
6830,1,18,13690,8690,0,60,0
3682,0,23,7749,8671,0,60,1
7269,15,64,7890,8133,0,36,1
4019,0,37,16500,18798,0,60,1
2176,1,28,11000,11000,0,60,1
1117,22,59,13900,14621,0,84,1
49,0,30,7480,7978,0,36,1
2053,5,35,14351,14182,1,60,0
3428,33,61,11800,3800,1,24,0
534,4,68,6600,8186,0,72,1
691,13,77,6500,6500,0,36,1
7163,16,53,8990,10487,0,72,1
476,12,76,11770,9770,0,72,0
3185,30,47,20190,17814,1,60,0
1951,12,73,4850,3150,1,60,0
4299,0,20,27980,27980,0,60,0
2117,26,62,8239,9497,0,60,1
6507,5,32,13800,13800,0,60,1
2996,7,47,7500,6551,0,24,1
811,1,30,8490,7490,0,12,1
5679,9,48,15340,15450,0,60,1
4947,11,44,14185,15583,0,72,1
7299,4,45,16660,19447,0,72,1
567,4,47,6594,7532,0,60,1
109,2,23,17990,19713,0,72,1
2157,11,61,11900,7400,1,60,0
2446,15,47,22500,18636,0,96,1
6377,17,62,7990,1611,1,12,0
577,2,25,27839,27954,0,72,1
1754,0,33,9890,10934,0,72,1
51,2,22,13000,2500,1,12,0
1705,0,20,26000,28504,0,72,1
1780,5,22,15370,17099,0,96,1
4844,1,55,28980,24376,1,60,0
6490,11,38,23186,6557,1,24,0
7156,9,69,13190,8190,1,36,0
82,4,37,28854,29000,0,72,1
3771,16,71,14590,14590,0,60,1
1513,3,20,11900,13073,0,72,0
